 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a	0.99358785	0.006251879	9.113622e-05	3.2495747e-05	5.0369745e-06	2.019135e-05	9.9803265e-06	5.7771206e-07	6.942773e-07
n	0.7475636	0.1303399	0.087852344	0.0037411933	0.0011352149	0.024876973	0.0044843145	3.4913598e-06	2.890169e-06
è	0.027071305	0.9143544	0.006448526	0.04588232	0.0018401446	6.857477e-05	0.00013619864	0.0041642454	3.4368724e-05
r	0.005716903	0.70255333	0.28681374	0.0023542845	0.0014515887	0.0010651265	4.469398e-05	1.8637478e-07	1.6472994e-07
t	0.0044653364	0.35894126	0.5383949	0.09755728	0.00062836363	2.836867e-06	5.334122e-06	4.589963e-06	6.714047e-08
i	0.0068942425	0.32857722	0.52757764	0.1339651	0.0026583273	6.6316905e-05	0.00023975596	1.2573393e-05	8.846226e-06
s	0.0029787938	0.03354382	0.93122035	0.022505997	0.008398822	0.00115938	0.00018934347	2.1653852e-06	1.1989007e-06
e	6.5281915e-06	0.06842955	0.055831883	0.8641661	0.011541146	5.4847624e-06	9.949558e-06	9.401206e-06	1.1293486e-08
s	0.0019701116	0.0063204397	0.59000665	0.24115618	0.15872425	0.0015718504	0.00023510451	1.0408853e-05	5.0800927e-06
i	1.0822584e-05	0.07749704	0.025169447	0.6560403	0.23962322	0.0007747708	0.0008264517	5.684994e-05	1.1057094e-06
t	0.00067757274	0.0007027912	0.18282972	0.18858029	0.59774727	0.028842207	0.00061565696	3.1814259e-06	1.2732278e-06
t	2.1352229e-05	0.010718279	0.015018823	0.43718606	0.52268463	0.0061606653	0.007382952	0.0006769675	0.00015023291
à	9.590924e-06	0.00032706812	0.01177498	0.85464644	0.121870585	0.0019196692	0.008615985	0.0007642826	7.144502e-05
a	0.00017395824	0.00073397456	0.053610053	0.06823086	0.8546906	0.01816299	0.0043808776	1.167166e-05	4.9775717e-06
n	0.015036779	0.0033627686	0.02305171	0.044097424	0.74186265	0.12165141	0.04733083	0.0035284557	7.79904e-05
k	0.0005450613	0.0037104434	0.0015333309	0.09930618	0.34751123	0.07137495	0.35168338	0.11939395	0.004941528
ò	0.041754495	0.03232073	0.06011612	0.12731184	0.21020342	0.003942844	0.0036647576	0.493615	0.027070709
r	0.011218256	0.040469583	0.04947108	0.015721375	0.6472102	0.12224398	0.033887334	0.078658804	0.0011193897
a	0.0017761716	0.009602822	0.14570338	0.077265225	0.56676006	0.015086196	0.06733071	0.113118745	0.0033567124
e	0.028599551	0.017914413	0.017451588	0.009286699	0.06478014	0.27334502	0.156996	0.24584857	0.18577807
n	0.0035191248	0.001271154	0.0031947833	0.0011424997	0.021805234	0.15649672	0.31980303	0.34568912	0.14707844
è	5.382378e-05	8.77201e-05	3.6122692e-05	0.0004613653	0.0013467771	0.043615837	0.23437417	0.67261195	0.047412273
p	0.00014767743	0.0002749666	0.00016495486	8.0167716e-05	0.00091863185	0.0027529877	0.009466447	0.9794601	0.006733917
r	0.00018602404	9.448256e-05	0.00025754643	0.00010614413	0.0007085388	0.013513934	0.108082354	0.84815437	0.028896667
ò	8.576302e-05	0.0001251921	0.00012798287	5.7674082e-05	0.0006047833	5.7300673e-05	0.00014213534	0.9729575	0.025841719
n	0.0007162597	0.0050632926	0.001070257	0.0004300906	0.0013760818	0.0032216492	0.004602708	0.45607266	0.527447
t	0.0004928734	0.00051816594	0.0005673523	0.00010163611	0.0009990787	0.002961265	0.017144578	0.7363651	0.24084997
o	0.00015908586	0.0001338359	0.00013982224	6.469049e-05	0.00020315574	2.9003424e-05	4.441531e-05	0.95397973	0.045246236
</S>	0.00014425036	0.0004766531	0.00015236267	3.4925702e-05	0.00014394887	6.899046e-05	3.632679e-05	0.033674225	0.96526825
