 	tu	le	hai	cucinati	le	verdure	</S>
e	0.99386674	0.0057029733	0.00039812963	7.192299e-06	2.5157478e-06	2.107931e-05	1.4254048e-06
s	0.8038121	0.17413515	0.021277841	0.00040409557	3.0408004e-05	0.00033705294	3.4382515e-06
ù	0.49663058	0.4953388	0.007418976	0.00050152594	5.466991e-05	5.474561e-05	6.7852085e-07
t	0.34081957	0.5859711	0.07233454	0.0008542888	9.635822e-06	1.0205964e-05	6.522152e-07
a	0.059381906	0.87615305	0.062111758	0.0023194698	2.6221018e-05	7.4969457e-06	1.5530536e-07
m	0.117427655	0.48410156	0.38978532	0.004194921	0.00046194877	0.003933731	9.492251e-05
à	0.012479205	0.24644226	0.51389486	0.2140213	0.01220967	0.0008320278	0.000120549135
r	0.011930256	0.06707036	0.9063233	0.013641304	0.0009023521	0.00011262951	1.979542e-05
e	0.01268898	0.059210062	0.36296996	0.52652353	0.03789323	0.0006203842	9.389527e-05
t	0.098807104	0.15823546	0.25264594	0.27363554	0.1362739	0.079784095	0.00061787013
s	0.00046048398	0.009710889	0.1681283	0.38799298	0.4213283	0.012107189	0.0002718321
e	0.0002301045	0.013208536	0.058332957	0.3011581	0.46885687	0.1571007	0.0011126883
t	0.0037967167	0.0045790486	0.026842196	0.12624484	0.5928406	0.24376324	0.0019333445
a	0.00016300194	0.0027153355	0.071247876	0.1605118	0.68070877	0.059206545	0.025446672
l	0.0006885468	0.0013860327	0.0042361906	0.01742901	0.2332632	0.7364243	0.0065727043
à	0.000962797	0.00056341954	0.019596688	0.1825866	0.6101958	0.08803188	0.09806281
c	0.00059757853	0.0006796208	0.0048398464	0.012297749	0.12439515	0.7951269	0.062063184
h	7.280305e-05	9.949252e-05	0.00022223094	0.037799764	0.3303307	0.621614	0.009861025
a	5.347931e-05	5.1679483e-05	3.6121473e-05	0.01439307	0.20928168	0.76762605	0.008557919
n	0.00045117261	9.928969e-06	5.258123e-05	0.00033421945	0.0076301876	0.05385969	0.9376623
a	2.7421307e-05	3.48506e-05	4.3477958e-05	0.025479365	0.42283195	0.3382891	0.2132938
</S>	2.6074014e-05	1.668328e-05	7.1471354e-06	2.948077e-05	0.0010510845	0.04105899	0.9578105
