 	il	vestito	della	sposa	vuole	bianco	</S>
t	0.99548244	0.0045099123	3.8782937e-06	2.6584119e-06	8.825609e-07	6.4814124e-08	1.2280994e-07
o	0.9310219	0.06838719	0.0005694471	1.9464367e-05	1.2827262e-06	6.684495e-07	5.9593344e-09
n	0.5922511	0.404761	0.0016566801	0.0012370383	9.0863155e-05	7.256398e-07	2.6117439e-06
à	0.2948176	0.67331165	0.031390563	0.0003112027	8.4817904e-05	7.945255e-05	4.628081e-06
b	0.09902639	0.83585954	0.059503783	0.0055951374	1.4730485e-05	1.505182e-07	2.4816302e-07
b	0.011942805	0.98352736	0.0041209077	0.00039247255	9.006672e-06	6.9768766e-06	4.4451102e-07
e	0.28376728	0.67645174	0.03871316	0.0005831515	5.7068537e-05	0.00020683497	0.00022070171
t	0.12074648	0.52638745	0.21898206	0.12451899	0.008821246	0.00046468346	7.915754e-05
o	0.0011338195	0.2542376	0.7068523	0.037348114	0.000417966	9.964141e-06	2.2695987e-07
a	0.008077873	0.113336965	0.48479697	0.39170656	0.002036952	3.9753682e-05	4.9908604e-06
t	0.004156601	0.024904432	0.30422282	0.6629166	0.003733786	6.2231426e-05	3.5910207e-06
s	0.00029934573	0.009366146	0.33864027	0.5678967	0.08302853	0.0006000919	0.00016900021
è	0.00021734906	0.05160079	0.7688301	0.15477087	0.022528779	0.001930777	0.000121346886
k	0.00029312397	0.003923948	0.11572313	0.8338759	0.046137072	3.3870394e-05	1.2911435e-05
o	0.00067203946	0.019648938	0.80522126	0.15858045	0.015008454	0.0008567636	1.2050008e-05
r	0.021773756	0.0067737587	0.08324063	0.59285814	0.29123324	0.003879643	0.00024075368
à	7.164817e-05	0.00031674217	0.039123856	0.16861427	0.77949494	0.011819683	0.000558802
s	0.00014415778	8.8952555e-05	0.005037778	0.14414342	0.84900343	0.0013747128	0.0002075977
i	0.0003313884	0.00024442986	0.010852568	0.05037152	0.9285018	0.008629122	0.0010691953
t	0.10962062	0.037803482	0.042800408	0.14568642	0.52169204	0.13160454	0.010792491
è	1.9094292e-05	1.9147812e-05	0.0010940644	0.009155886	0.83275515	0.14743759	0.009519154
l	0.00055937207	0.00014696711	0.0016207353	0.014551195	0.6136857	0.36300984	0.006426135
i	0.0004487457	0.000107470274	0.0025988617	0.003259818	0.3802165	0.3904201	0.22294848
à	0.03633147	0.010343822	0.01069407	0.01101894	0.028843425	0.18214184	0.7206265
s	0.005608987	0.0010695445	0.0016752547	0.0023728304	0.036346067	0.1910291	0.76189816
p	0.0002094312	9.83675e-05	0.0002676651	0.0006646687	0.1703376	0.6569389	0.17148344
r	0.0023771422	0.000119689736	0.0011560835	0.00014410487	0.001218165	0.8130481	0.18193673
o	5.166477e-05	7.650103e-06	0.00010609489	5.7319387e-05	0.0060476884	0.8895209	0.10420872
</S>	0.00017732833	1.0580123e-05	5.2778316e-05	1.11584895e-05	0.00010288878	0.03553875	0.9641065
