 	io	non	ho	cosa	da	mangiare	</S>
e	0.9066758	0.09241088	0.0008901147	8.281906e-06	3.841595e-06	9.586652e-06	1.4018246e-06
v	0.94774956	0.04943631	0.0018438926	0.0007768651	0.00016990161	1.9750674e-05	3.775188e-06
ò	0.7950219	0.15410799	0.006612311	0.037070155	0.003800685	0.0010481915	0.0023387624
e	0.020170925	0.93996274	0.03569794	0.0023690318	0.0014911403	0.00023233569	7.5813026e-05
n	0.041311886	0.9003511	0.031333774	0.024865499	0.0020069622	0.00010509518	2.5636104e-05
è	0.0045660785	0.06284972	0.78408	0.11663544	0.010013207	0.02160056	0.00025501504
c	0.003827255	0.08740979	0.035793588	0.86129504	0.011532729	0.000116477866	2.5223375e-05
h	0.0010645974	0.0086082	0.6266076	0.23362154	0.12719505	0.0028382416	6.476787e-05
o	4.3688487e-05	0.00018969181	0.030673843	0.94870114	0.019639732	0.0006930361	5.888046e-05
t	0.002390188	0.04942162	0.03286526	0.46718103	0.43821526	0.00767503	0.0022516716
i	2.7715814e-06	0.00016527204	0.00768086	0.36824816	0.601024	0.022717498	0.00016145121
è	0.0006114944	0.008903359	0.00073797815	0.040937603	0.8348941	0.064729035	0.049186394
n	0.0006426198	0.0019311211	0.001017473	0.021170674	0.8404579	0.13046478	0.0043153744
a	1.051402e-05	0.00015674862	0.0013744996	0.002752398	0.5710307	0.41758895	0.007086254
f	0.011843677	0.006507556	0.00562248	0.0032514872	0.015361252	0.6218754	0.33553806
à	3.799085e-06	4.240021e-06	4.3340286e-05	0.0002078438	0.03251303	0.855958	0.11126972
o	7.0109704e-06	0.00015743401	1.6157288e-05	4.901259e-05	0.0073392023	0.9824386	0.009992515
</S>	0.00043831745	0.00021464104	0.0001242804	0.00018730004	0.00014976901	0.040287096	0.95859855
