 	è	facile	che	stanno	ancora	svegli	</S>
è	0.998539	0.0013875952	6.6127664e-05	2.2041543e-06	1.7442733e-06	2.9024584e-06	3.3470886e-07
f	0.22104202	0.7531176	0.019107247	0.0032041012	0.00241658	0.0011080318	4.439503e-06
à	0.062789194	0.9311338	0.0047847494	0.0012250143	4.0935534e-05	2.5789393e-05	5.154124e-07
c	0.027862549	0.93897885	0.027947005	0.0031617873	0.001527601	0.0005102586	1.1903851e-05
i	0.00057700684	0.9597056	0.033602376	0.005795942	0.00022762558	9.032587e-05	1.0323184e-06
l	0.014685431	0.7312217	0.21687879	0.024129217	0.011113996	0.0019436878	2.727507e-05
e	0.00037503752	0.48217928	0.3997647	0.101429276	0.004310834	0.01192983	1.1202671e-05
k	0.0021288402	0.37376922	0.28043747	0.3173444	0.025238043	0.0010541357	2.7892964e-05
a	0.00034964364	0.21779422	0.34422067	0.38239464	0.01940307	0.03575746	8.022864e-05
s	0.0012904764	0.02360373	0.070845686	0.83537227	0.06861176	0.00026762468	8.464505e-06
t	7.6750715e-05	0.05755497	0.13378628	0.637798	0.15353468	0.017118078	0.00013124483
è	4.717061e-06	0.12563844	0.16585778	0.66857964	0.03764742	0.0021560772	0.00011591438
o	0.00027887622	0.030050062	0.03906328	0.5278625	0.4010316	0.0016947944	1.8931181e-05
n	0.0002865623	0.0031362246	0.017331546	0.14601159	0.8201005	0.013086347	4.7246995e-05
e	2.5735693e-05	0.004755495	0.02836149	0.44777483	0.37200725	0.146585	0.00049027207
a	0.00017052285	0.00037593694	0.0008916538	0.044087376	0.94401413	0.010222828	0.00023759528
n	0.00013477099	0.00029168115	0.00044024838	0.009850611	0.97094136	0.018245632	9.5712334e-05
k	0.00012893172	0.0011072665	0.00247724	0.08828361	0.54426104	0.35812232	0.0056196274
ò	0.00041481873	0.0051110703	0.005651734	0.060446814	0.37860286	0.5248966	0.024876013
r	0.0015009892	0.0028750747	0.00048311191	0.017509751	0.62612927	0.3491008	0.0024009985
a	1.244449e-05	7.065199e-05	0.0002753152	0.010574438	0.8268441	0.15802614	0.004196909
a	0.007135773	0.013792159	0.0015974717	0.0141923195	0.09155304	0.41402364	0.45770562
t	1.3599037e-05	1.8056717e-05	9.135491e-06	0.00015681986	0.066129625	0.8844941	0.04917869
s	2.1908984e-06	5.8939742e-05	2.1882082e-05	0.001889052	0.07543086	0.8146394	0.10795775
ù	7.965586e-07	1.4435902e-05	2.7484362e-05	0.0013474991	0.053809855	0.8874737	0.05732625
n	2.7100796e-05	8.952522e-06	5.95443e-06	6.887701e-05	0.019134229	0.88930297	0.0914519
n	3.5319654e-06	1.7411723e-05	2.889393e-05	0.00024805684	0.032438256	0.95704144	0.010222387
i	5.5341516e-06	2.3766468e-05	3.9403703e-06	4.4394703e-05	0.01115855	0.9615668	0.027197002
t	8.062358e-06	5.0050867e-06	8.0517424e-07	6.5705976e-06	0.0017391376	0.8671077	0.13113274
i	6.0979676e-07	3.4339216e-06	3.8245744e-06	5.0413346e-05	0.007786697	0.9052104	0.08694466
</S>	1.9564362e-05	1.4702513e-05	2.7462631e-06	8.204498e-06	0.0001531964	0.047417883	0.9523837
