 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
m	0.99959856	0.00029420038	9.664926e-05	8.179226e-06	1.9596287e-06	2.425309e-07	1.3860543e-07	1.5595113e-07
ò	0.05753233	0.19564098	0.73622423	0.003212118	0.007128907	0.00022323399	2.2588834e-05	1.566246e-05
t	0.889707	0.10773112	0.0024858557	7.383728e-05	1.0966901e-06	4.6855072e-07	1.9117122e-07	4.5328247e-07
t	0.31603265	0.6819421	0.0019780854	1.9361329e-05	2.3499193e-05	2.4822166e-06	1.2168483e-06	5.522729e-07
i	0.23821881	0.74227446	0.017406004	0.0016034183	0.0002490215	2.9797136e-05	3.2066833e-05	0.00018636092
ì	0.057370897	0.6109981	0.32504106	0.006292634	0.0002328538	5.0516315e-05	6.520196e-06	7.413831e-06
r	0.007246569	0.9542611	0.037660733	0.0008151574	1.0785484e-05	2.488293e-06	8.6638875e-07	2.3131636e-06
t	0.0022042107	0.99142444	0.005836404	0.0004634098	6.380054e-05	6.0449015e-06	1.5709238e-06	6.202781e-08
e	0.0012486826	0.8512674	0.14538768	0.0018801548	0.00017420192	9.86301e-06	4.6768964e-06	2.7336986e-05
o	0.005943189	0.48497114	0.49701694	0.011466218	0.0005252432	6.903568e-05	4.9213963e-06	3.3422896e-06
G	0.003136038	0.24581043	0.7160692	0.033630632	0.0012263439	0.00011427801	1.0582487e-05	2.4884505e-06
i	0.00016184906	0.05848683	0.685554	0.24982417	0.0054631596	0.00043281447	5.636245e-05	2.078418e-05
o	0.00012446917	0.045705296	0.858936	0.09352886	0.0016899185	1.5092941e-05	2.2706463e-07	5.823727e-08
v	0.007195976	0.013783872	0.088353045	0.85420525	0.02948549	0.0065324386	0.00043397184	9.976146e-06
à	0.00020922298	0.0048391726	0.13382132	0.8084687	0.048044913	0.004213289	0.00036813886	3.5182486e-05
n	0.00016599862	0.0014809285	0.03798308	0.92293257	0.037111554	0.00032405622	1.5561591e-06	2.7340457e-07
n	0.002754878	0.008966908	0.0073771626	0.9655756	0.013036967	0.0012959961	0.0003454803	0.0006470005
i	0.005670725	0.032012217	0.68446445	0.16416888	0.11082129	0.0016447351	9.7172124e-05	0.0011205133
e	0.004977801	0.0071584177	0.025380071	0.7607183	0.18192488	0.019332308	0.00045839784	4.992158e-05
A	0.0022831776	0.0036159635	0.013414482	0.6935583	0.21725412	0.068618216	0.001211128	4.461094e-05
n	0.0007848487	0.000854651	0.0134304445	0.8099483	0.15724552	0.017672736	2.7912662e-05	3.5519628e-05
n	0.00037977195	0.00082733075	0.002651314	0.8548473	0.111566864	0.027894642	0.0008802835	0.000952543
a	0.0046644094	0.010027674	0.20557986	0.068420276	0.65781915	0.04776027	0.0007112537	0.0050171185
g	0.0034877744	0.005975315	0.018631356	0.1893145	0.41326848	0.36134216	0.007384509	0.0005959809
i	7.84471e-06	3.320473e-05	0.00045395512	0.037625197	0.2962851	0.6543463	0.010792719	0.0004556423
à	0.00032351725	0.00037466918	0.0007522019	0.020852456	0.08242211	0.8790468	0.01573229	0.0004960387
ì	0.0012348022	0.0023317502	0.0069327494	0.027969718	0.13021891	0.82431906	0.004404539	0.0025883825
c	0.0016389833	0.0034569716	0.011867379	0.009367398	0.2056826	0.7441379	0.0210793	0.0027694465
h	2.9277895e-05	3.9444556e-05	6.502316e-05	0.014827111	0.040894363	0.7115089	0.21510322	0.017532613
e	7.8306075e-05	0.0001450176	0.00029446793	0.00055331574	0.04182325	0.4818178	0.43031707	0.04497081
p	0.0001888802	0.0005770561	0.0021812592	0.00078445766	0.030041685	0.13817316	0.38291514	0.4451384
l	4.2820875e-06	4.08473e-06	3.7072873e-06	0.00021016206	0.0011487603	0.07921471	0.85285425	0.06656008
ò	3.6385218e-06	7.769675e-06	2.281042e-05	3.7760692e-05	0.0022571844	0.034359034	0.8655569	0.097754866
s	0.00012794747	9.208313e-05	8.691235e-05	0.00033033066	0.00049821346	0.029708078	0.81922394	0.14993246
o	0.0012719056	0.0009292796	0.00033664494	0.00022898296	0.00020848936	0.0052812495	0.5326256	0.4591178
n	0.0037348443	0.007786653	0.019571528	0.0010427362	0.015949026	0.006914855	0.08933136	0.85566896
t	0.00016334624	0.00014195612	6.5935754e-05	9.63107e-05	0.00034245895	0.0033830334	0.52908367	0.4667233
a	1.58611e-05	3.6261747e-05	4.6237496e-05	3.5988016e-06	0.00083867897	0.0055509186	0.6115516	0.38195688
</S>	7.283567e-05	0.00011118481	0.00022426387	3.033571e-05	0.000429189	0.0005821247	0.059033226	0.9395169
