 	lo	sentii	ee	che	arrivava	</S>
t	0.9994779	0.0005169667	3.608317e-06	1.1102613e-06	2.9581918e-07	2.1821992e-07
o	0.9970854	0.0028926516	1.6008702e-05	5.2346713e-06	7.5523576e-07	1.721452e-08
n	0.10282167	0.8918958	0.0052155186	6.222844e-05	1.7376763e-06	3.0604328e-06
ì	0.9206615	0.07586662	0.00076785614	0.0017817954	0.0008484693	7.3796975e-05
k	0.06177751	0.8199202	0.11474622	0.0035504282	1.1951174e-06	4.642134e-06
u	0.07502928	0.88966805	0.026082758	0.009063711	0.00012960317	2.667304e-05
s	0.24141756	0.58670527	0.159857	0.011278164	0.00039688864	0.0003450982
a	0.014298953	0.12129446	0.34321088	0.5204717	0.0007218436	2.166885e-06
e	0.011911332	0.053088043	0.9125405	0.022328839	8.346848e-05	4.7853773e-05
e	0.0032858143	0.009960897	0.82549214	0.15927854	0.0019307814	5.1986328e-05
k	0.007860639	0.0062051504	0.576359	0.40205097	0.0073652077	0.00015905859
a	0.0012915801	0.0001473577	0.025278868	0.94621897	0.025355214	0.0017080348
è	0.015405082	0.0060369475	0.37803012	0.4974233	0.09603717	0.007067339
s	0.037399624	0.0058756084	0.3599777	0.5229165	0.07095315	0.0028774822
t	8.1217535e-05	5.7432688e-05	0.009176824	0.86075866	0.12825236	0.0016735174
a	0.020335522	0.00035558117	0.013586123	0.22328846	0.70380914	0.038625184
z	0.007484311	0.0022881383	0.02073858	0.047029693	0.6820876	0.2403717
z	2.399509e-06	2.7645467e-07	0.0005597839	0.05587881	0.93149656	0.012062165
e	9.670241e-06	5.4900106e-06	0.00023811645	0.008675457	0.98436487	0.0067064436
</S>	1.9571025e-05	1.5734116e-05	0.0011571791	0.0027960294	0.43409336	0.5619182
