 	è	che	è	entrato	da	qui	</S>
è	0.99359185	0.004810498	0.0015822161	1.1167347e-05	1.1930482e-06	1.6868634e-06	1.4446956e-06
n	0.31871974	0.5624332	0.11467756	0.002852138	0.0012659666	4.0620525e-05	1.0739078e-05
a	0.40258378	0.56426173	0.0072700563	0.023698626	0.0009889638	0.0011869807	9.914586e-06
m	0.015106859	0.48584569	0.4954723	0.0025341145	0.0006090805	0.00029517955	0.00013668663
b	0.0020882515	0.12075285	0.020540887	0.8087253	0.025304597	0.018633995	0.0039541507
ì	0.0026743105	0.016476555	0.008579801	0.9589943	0.007640236	0.0054870145	0.00014785638
k	0.03845048	0.12142235	0.82547235	0.013024214	0.0015318112	8.866504e-05	1.0055409e-05
e	0.013590358	0.024350386	0.014231148	0.9008115	0.012923515	0.011642423	0.02245082
a	0.024083905	0.3242785	0.3883533	0.036277786	0.15268221	0.06334869	0.010975642
p	0.0067643006	0.014536123	0.048568573	0.12083784	0.7136606	0.07119336	0.024439257
ò	1.2521207e-05	0.00030683356	0.0015119638	0.116559446	0.7614481	0.051309668	0.06885145
t	0.00025829163	0.00692089	0.00586487	0.00364759	0.34746417	0.62119246	0.01465174
t	1.6914793e-05	0.00037457317	0.0004990114	0.06535317	0.8008785	0.11251876	0.020359084
u	1.9825467e-05	0.00031799407	5.1642935e-05	0.027029047	0.2811237	0.5754586	0.11599921
</S>	0.000861152	0.00042850384	0.00013319118	0.00073904154	0.014432826	0.44079527	0.54261005
