 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
c	0.9997229	0.00025597418	1.9648984e-05	1.05963e-06	2.2802024e-07	1.032438e-07	7.0611206e-09	4.4441716e-08	3.8316124e-08
e	0.9691507	0.030120194	2.0383995e-05	0.00041753944	0.00026612924	2.3812925e-05	3.698076e-07	5.021844e-07	2.5791238e-07
f	0.20722528	0.7909151	0.0018432315	1.25447295e-05	1.1208153e-06	2.536207e-06	2.3982093e-08	2.5999315e-08	1.5284174e-07
ò	0.22133209	0.7445513	0.00077678484	0.02991881	0.002927567	0.0004241724	5.166418e-05	1.3897789e-05	3.736539e-06
r	0.07940444	0.77111816	0.14940341	6.905965e-05	3.8056883e-06	7.558939e-07	4.5676185e-08	4.0586514e-08	2.3763174e-07
s	0.019510819	0.9776724	0.0012393466	0.0015258448	4.115838e-05	9.293241e-06	4.5962102e-07	9.915129e-08	6.216093e-07
i	0.08978272	0.8897544	0.003852989	0.0163184	0.00020949997	4.155315e-05	2.187031e-06	2.7068809e-06	3.5508754e-05
è	0.1478538	0.29943234	0.5371734	0.00790718	0.0034846847	0.004037591	4.6917386e-05	2.4219273e-05	3.984577e-05
n	0.0028752007	0.03366535	0.9577652	0.0055134795	0.00012743406	4.5857236e-05	1.624616e-06	6.156851e-07	5.1857137e-06
a	0.001326273	0.06838188	0.057330385	0.86881286	0.0039566713	0.0001307751	3.8097412e-05	1.4474442e-05	8.642804e-06
m	0.15275611	0.06379342	0.629538	0.030498901	0.0993092	0.023547482	0.00039532396	0.00012225496	3.923291e-05
b	0.0010924545	0.019311974	0.034593914	0.90507275	0.035764754	0.0027247926	0.0006731434	0.00060666574	0.00015953854
ì	0.0025034754	0.03009325	0.003486917	0.88540083	0.06881329	0.009124302	0.00039368222	0.00015852976	2.5777295e-05
k	0.0005931991	0.0076664453	0.8302506	0.15063797	0.010064377	0.0006791702	6.446122e-05	3.7390466e-05	6.456529e-06
e	0.008165564	0.01046608	0.08084869	0.86435795	0.018841784	0.01034356	0.00087491586	0.00023916858	0.0058622193
à	0.28814885	0.082090184	0.035359092	0.0055561922	0.43632627	0.14708804	0.0039498303	0.001163414	0.00031808848
t	0.047071487	0.019958619	0.020751894	0.017422477	0.50596684	0.38724822	0.0013357932	4.658647e-05	0.00019805113
t	0.000108577755	0.00035791268	0.0028838231	0.09759835	0.7785989	0.118008	0.0023982406	4.2112875e-05	4.1255844e-06
i	0.0042258194	0.0048609115	4.5553163e-05	0.007157964	0.33005452	0.6526553	0.0009379419	2.0355466e-05	4.160141e-05
f	0.010961763	0.005072089	0.0006274203	0.0011866991	0.087346725	0.8606285	0.033343405	0.0006410608	0.00019241538
i	3.7766808e-05	9.373575e-05	0.00028722952	0.012088791	0.1572094	0.61624914	0.20286827	0.010947173	0.00021855574
n	0.0005426074	0.00015251762	0.00063463947	0.00016930967	0.015626058	0.5893817	0.36687583	0.020426774	0.0061905896
è	0.0002584151	0.00055478566	0.00010895655	0.0040184148	0.039481685	0.5016504	0.42172757	0.030268887	0.0019308592
s	0.0007137618	0.0007313822	0.000416929	2.9858342e-05	0.027961647	0.4853171	0.3885563	0.094732426	0.0015406681
t	0.0007705505	0.0016053466	0.00011762884	0.0055210083	0.013932583	0.32384172	0.45171997	0.17724733	0.025243884
r	0.016506232	0.008835604	3.571897e-06	0.00039096543	0.01635086	0.7088648	0.19399755	0.02827059	0.026779843
a	0.00026792666	0.00048758602	2.8820998e-06	0.0013488171	0.012701096	0.58414483	0.36660808	0.03282199	0.0016167478
o	0.00895484	0.004782215	0.00016227386	0.00013109195	0.00068805146	0.01734422	0.20874597	0.22215065	0.5370407
l	0.0002245342	0.00030406346	1.0120602e-05	0.00020646806	0.0001626115	0.007385463	0.28492907	0.64381385	0.062963836
à	1.8335535e-05	1.598932e-05	1.5069941e-06	0.000118216085	0.0004076462	0.01304032	0.54570144	0.3744718	0.066224776
d	0.00077082973	0.0007017929	4.8764417e-05	4.4808385e-06	0.000437942	0.0029079271	0.10545111	0.7901883	0.099488765
r	1.1735207e-05	2.2214657e-05	6.737218e-07	1.4919437e-05	1.3273798e-05	0.000119191296	0.019067196	0.9641596	0.01659126
o	0.0017580986	0.0006105415	1.743172e-06	9.501445e-05	0.00040075165	0.0047560516	0.052462034	0.45344967	0.4864661
</S>	0.00031831622	0.00015832618	5.4544885e-06	2.450962e-06	2.0291876e-05	0.00017570444	0.00047875475	0.13264556	0.86619514
