 	sul	muro	vuole	uno	specchio	</S>
s	0.99906737	0.0009298815	2.0805733e-06	3.794321e-07	2.7520448e-07	6.35029e-08
t	0.93169385	0.068003245	0.00029933685	3.114683e-06	4.8204663e-07	4.000629e-08
o	0.91000664	0.08986331	6.567621e-05	2.2434888e-05	4.1054936e-05	9.4203676e-07
t	0.6015076	0.37832272	0.019683067	0.00043652256	4.1832835e-05	8.257863e-06
ì	0.0074022114	0.9128569	0.078828946	0.00087578397	3.457832e-05	1.4725983e-06
c	0.0022351984	0.96151614	0.03624658	1.8535242e-06	1.1274279e-07	7.266854e-08
h	0.0029659162	0.94052035	0.05638861	0.00011881672	5.9748077e-06	4.9172434e-07
o	0.010303083	0.9869199	0.002653456	3.585366e-05	7.5541786e-05	1.214661e-05
t	0.030215878	0.42309064	0.5451225	0.0014627959	7.6517725e-05	3.1725227e-05
è	0.0005093627	0.12588888	0.84214354	0.030696383	0.00075779756	4.1617404e-06
l	5.4141557e-05	0.009384691	0.9902907	0.0002655331	3.5466408e-06	1.4045098e-06
i	0.0021679047	0.009532784	0.9497694	0.028544335	0.009417923	0.0005675863
o	0.7585446	0.060413737	0.15853024	0.017286636	0.0027826792	0.002442046
j	0.18256517	0.016009817	0.37149847	0.34290463	0.079794005	0.0072278692
e	1.992273e-05	0.0010591004	0.06857472	0.44171736	0.45938388	0.029245043
l	0.0030492782	0.0012726978	0.10286409	0.7003498	0.15360205	0.038862098
ì	0.00036061517	0.0005848731	0.010610179	0.52111375	0.43465757	0.03267299
</S>	0.000548127	0.0007170688	0.019765483	0.35436177	0.611565	0.013042489
