 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
p	0.99942434	0.00054738735	2.4513323e-05	2.3983628e-06	4.8642727e-07	2.5262676e-07	4.1492686e-07	1.0756283e-07	1.289563e-07
à	0.8693776	0.103622384	0.025093447	0.0016770696	0.00014055677	2.7091257e-05	5.4522265e-05	3.2612647e-06	4.1410585e-06
o	0.93095464	0.068444096	0.00058534456	1.5418202e-05	1.2208262e-07	1.5793245e-07	4.6308358e-08	5.0893334e-09	7.256039e-08
c	0.111109816	0.83912253	0.045760985	0.003910545	3.641554e-05	4.387947e-05	1.078121e-05	8.6755824e-07	4.0830887e-06
e	0.025147988	0.96595955	0.008704748	0.00012631196	3.842768e-05	6.965594e-06	1.5557891e-05	3.528808e-07	1.0741831e-07
r	0.046305783	0.9284158	0.025245067	3.24896e-05	7.0507446e-07	1.3828465e-07	6.137029e-08	4.0046513e-09	3.6098793e-08
k	0.0041654757	0.9442407	0.05121637	0.00028270556	5.4656164e-05	1.8815223e-05	2.0827963e-05	4.2367733e-07	1.6486459e-07
è	0.08330455	0.8551897	0.05599332	0.004300984	0.00042670593	0.00017763254	0.0005159783	6.083422e-05	3.037532e-05
o	0.012799547	0.7536607	0.23339014	0.00014351506	4.310236e-06	7.286075e-07	8.7333234e-07	2.7980954e-08	2.0087141e-07
n	0.018315917	0.17168167	0.7957132	0.01320469	0.00054364983	0.0003515025	0.00017491645	4.034253e-06	1.0506914e-05
t	0.0030930801	0.22215585	0.7483816	0.021596804	0.0037332054	0.00045819604	0.0005211669	3.772405e-05	2.2293858e-05
a	0.00157596	0.46597445	0.47319964	0.05362944	0.0055664442	3.4983408e-05	1.6775797e-05	1.8905936e-06	4.5787897e-07
è	0.00039724508	0.05884686	0.90043765	0.040045414	0.00025681284	1.343732e-05	2.2371155e-06	1.4339314e-07	1.7505054e-07
n	0.0023393435	0.014052663	0.8673731	0.11526419	0.00090559217	4.658453e-05	6.4580836e-06	1.2133559e-06	1.0860474e-05
a	0.00035188327	0.02157354	0.7447075	0.21755823	0.015549705	0.00011869584	8.74655e-05	3.6841895e-05	1.6149477e-05
m	0.07813785	0.049695667	0.13493079	0.3971563	0.30064335	0.024664398	0.014416313	0.0002952894	6.0030776e-05
à	0.0009562483	0.0051402627	0.08921672	0.2998247	0.5779945	0.020045402	0.0061873714	0.00055960834	7.514366e-05
k	0.0003582508	0.003443159	0.23649867	0.35508922	0.39643636	0.00801037	0.0001554619	4.006122e-06	4.4280464e-06
i	0.0014463381	0.0029237864	0.042271864	0.611037	0.3324775	0.00833065	0.0005978739	0.00027612416	0.0006388655
n	0.04559897	0.029340507	0.022091275	0.15712295	0.5954605	0.11865116	0.0307727	0.00083891576	0.0001230827
a	0.00015101288	0.00028548398	0.0023929772	0.13855019	0.80807406	0.049764417	0.00070785737	5.846073e-05	1.551644e-05
k	0.0019951772	0.0016416789	0.0023852836	0.05726575	0.40599972	0.51565534	0.014912224	0.00013105167	1.37521765e-05
a	0.00013859438	0.00018098814	0.00070553215	0.032238543	0.6101786	0.34975007	0.0060995226	0.00064375	6.445372e-05
k	0.0010728203	0.00088531733	0.0010195393	0.015967218	0.1471842	0.7722914	0.061080433	0.00046846352	3.059245e-05
u	0.00016193952	0.0001797948	0.00034487926	0.008695072	0.25137874	0.7202428	0.016238647	0.0023474218	0.00041064504
n	0.00022758573	0.0001938023	0.00019875991	0.0049183536	0.038121328	0.7062916	0.24686101	0.0030631623	0.00012433618
s	0.00012324494	0.00013527136	0.0002597449	0.0066692685	0.14319636	0.81857413	0.025296614	0.004778933	0.0009664431
u	1.2353409e-05	1.7327367e-05	4.7776783e-05	0.0032205197	0.06976336	0.51083	0.38092104	0.025791213	0.009396362
m	2.0563206e-05	2.0713676e-05	2.9213194e-05	0.0035875526	0.018904775	0.8367794	0.13585074	0.004296567	0.000510437
è	5.0747545e-05	5.1428513e-05	0.0001242346	0.0016218901	0.09009462	0.8196534	0.072010696	0.011206207	0.005186901
i	5.1318402e-05	5.4702865e-05	0.000105184816	0.0058083204	0.022687962	0.488642	0.4513622	0.029120559	0.0021677236
o	0.005732227	0.005154185	0.0027975584	0.005572376	0.003712785	0.12757206	0.67227966	0.146184	0.03099512
l	0.00063295395	0.0005700183	0.00037105757	0.0009534756	0.0008537572	0.10028105	0.8022346	0.087247	0.0068560736
ì	4.068818e-05	3.9306047e-05	2.5947968e-05	0.00011153225	0.0032796648	0.1843134	0.50869113	0.25364685	0.04985147
b	7.545169e-05	7.158899e-05	5.45155e-05	0.0001229766	0.00032620676	0.020868933	0.71139413	0.26099718	0.0060890554
e	4.3069605e-05	3.9654467e-05	1.5476457e-05	0.00024445384	0.00068667915	0.016302224	0.5212243	0.4235011	0.037942935
n	0.00046888294	0.00041101032	0.0002135456	0.0002558152	0.00021647447	0.001248204	0.07521857	0.71191543	0.21005203
z	2.250678e-05	2.1354927e-05	1.8092054e-05	0.00014396956	0.00023182489	0.003819958	0.21010543	0.7291558	0.056481093
ì	0.00013396978	0.00011767695	3.6414833e-05	0.00023433217	9.38274e-05	0.0022181978	0.13476458	0.362865	0.49953598
n	0.0001090314	9.295964e-05	7.2232564e-05	0.00020008498	0.00018081586	0.001596383	0.057927664	0.6455027	0.29431817
a	0.00017958536	0.00014920408	6.873124e-05	0.0007050123	0.0002968268	0.0019872242	0.1079608	0.4039334	0.48471916
</S>	0.0007357663	0.0006733329	0.0003466419	0.00039305812	0.0002126562	0.0006385191	0.009518441	0.116396874	0.8710847
