 	i	bambini	non	possono	mangiare	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a	0.996619	0.00331927	2.478586e-05	3.356912e-05	1.6076445e-06	6.04122e-07	8.624984e-07	1.12427344e-07	4.2806523e-09	6.702788e-08	3.2644714e-09	1.5409362e-09	3.374173e-09	2.2478778e-08
p	0.8165523	0.1485044	0.019277228	0.012514272	0.0016145617	0.0012597864	0.00014285647	3.397941e-05	1.8245188e-06	9.5454605e-05	5.5717106e-07	7.720932e-07	8.680505e-07	1.1541308e-06
e	0.12967855	0.86541915	0.00031882033	0.004242447	5.6820663e-05	1.0933464e-06	0.0002728388	6.0162397e-06	1.6428077e-06	1.7659993e-07	2.2840863e-06	7.620609e-08	7.278671e-08	2.3085763e-08
t	0.072629765	0.9018199	0.024454765	0.0010749066	1.2785719e-05	6.266781e-06	1.6172646e-06	7.312598e-08	1.0599227e-09	2.3055845e-08	3.9200576e-10	2.8876093e-10	5.2195087e-10	7.66773e-09
ì	0.0015391774	0.9852807	0.0049490226	0.007982136	0.0001234025	1.4718894e-06	0.00012049907	3.0259562e-06	2.6301436e-07	4.4361666e-08	1.5994793e-07	1.7985787e-08	1.3165712e-08	1.9313522e-09
a	0.00082224753	0.98945004	0.0057292394	0.0039396393	4.981182e-05	7.714759e-06	1.2592906e-06	3.887105e-08	1.3482598e-09	4.431107e-09	2.7883265e-10	3.070601e-10	5.7696564e-10	1.7586569e-09
e	0.01718037	0.07394053	0.58141845	0.2937245	0.023577519	0.0021807577	0.007792549	0.0001733753	1.5932875e-06	6.9254415e-06	3.443292e-07	2.1454967e-07	3.6904297e-07	2.4532142e-06
s	0.0049131997	0.012015423	0.5494269	0.3643533	0.06520258	0.002851278	0.0011990514	3.5968915e-05	2.901999e-07	1.5071886e-06	1.2048031e-07	2.6983862e-08	5.190523e-08	2.7672667e-07
ò	0.00051742827	0.026027633	0.1264457	0.75424755	0.086865574	0.0006095754	0.004992232	0.0002763548	1.0797045e-05	1.1230143e-06	4.867626e-06	6.7002446e-07	3.703612e-07	4.3047937e-08
z	0.00024919113	0.02752247	0.026328318	0.9209239	0.02323099	0.00062848965	0.0011116266	4.8334014e-06	7.629066e-08	1.48145e-07	1.584756e-08	6.6353785e-09	8.037221e-09	1.1075287e-08
u	0.006234156	0.026902765	0.81321365	0.030426534	0.12059248	0.002382563	0.00017755324	5.85943e-05	5.3586837e-06	2.8850462e-07	4.3976247e-06	5.984549e-07	4.2028972e-07	5.8289487e-07
n	0.026034566	0.014899484	0.29327196	0.055619493	0.57540846	0.010863234	0.021848049	0.002003226	2.5740972e-05	1.5487614e-05	5.306345e-06	8.813622e-07	1.3054715e-06	2.7929025e-06
e	0.015916904	0.008476101	0.38449624	0.05098313	0.488734	0.037505552	0.009079149	0.004220276	0.00024266064	0.00017581784	7.608844e-05	3.8785456e-05	3.6764082e-05	1.8611967e-05
f	0.0026399482	0.00092749315	0.026137482	0.102293834	0.77254444	0.074735105	0.019455029	0.0012358776	1.0280256e-05	1.917777e-05	3.2063744e-07	2.2836647e-07	5.110985e-07	3.33366e-07
à	0.00012904963	0.0018875375	0.058332693	0.3314326	0.5783954	0.014889958	0.011303101	0.0029748534	0.00040373034	5.5288852e-05	9.622714e-05	4.0172246e-05	4.6330264e-05	1.2981326e-05
i	9.6874115e-05	0.00018478869	0.010378071	0.025007848	0.9158328	0.035862215	0.009330205	0.0032871552	1.19662645e-05	7.983651e-06	8.7037904e-08	2.656902e-08	3.0137784e-08	4.103287e-08
e	0.010146415	0.0027501676	0.024815386	0.007383673	0.7050451	0.1444616	0.06747432	0.037655063	0.00020204243	5.7732745e-05	5.566957e-06	8.2485354e-07	1.2425719e-06	8.294073e-07
s	0.0148027865	0.0044097863	0.016810471	0.0055385744	0.4824597	0.2547042	0.08862598	0.13172682	0.00075989956	0.00013735807	1.8888346e-05	1.8500758e-06	2.7902004e-06	8.077005e-07
