 	mia	sorella	quest'	anno	che	vienne	studierà	per	medico	</S>
i	0.9977034	0.0022569941	3.268042e-05	5.820253e-06	4.1172532e-07	4.5738594e-07	5.2262646e-08	2.657894e-08	6.4359604e-08	1.2877919e-07
a	0.7867531	0.1881691	0.024069035	0.00092396466	5.878386e-05	2.22289e-05	9.909097e-07	1.0503599e-06	7.954753e-07	8.711876e-07
d	0.18150106	0.7688516	0.049131576	0.00048692204	1.9780267e-05	7.792067e-06	4.009951e-07	3.1318766e-07	3.2562576e-07	3.4910698e-07
e	0.13160704	0.85444057	0.004333105	0.008897325	0.00039780958	0.00015590708	8.883801e-05	2.7726952e-05	5.0403574e-05	1.2859679e-06
r	0.027189739	0.8916201	0.08112925	5.8930233e-05	1.503231e-06	3.267417e-07	2.7930444e-08	7.34716e-09	4.0734864e-08	3.7697816e-08
f	0.009969849	0.9614658	0.01847193	0.009655505	0.00028365428	9.664446e-05	1.705349e-05	1.4262455e-05	2.459279e-05	7.6631403e-07
ì	0.3877584	0.4948127	0.10077245	0.014833455	0.0005625789	0.00011865162	0.00011488259	3.801542e-05	0.0009655954	2.3211138e-05
m	0.0070944563	0.744589	0.24753517	0.00077431125	4.026396e-06	1.3378489e-06	4.4429513e-07	3.0499123e-08	5.211788e-07	6.7953135e-07
m	0.010088537	0.1542869	0.8338429	0.0015902154	0.000119754295	2.0674082e-05	2.8399143e-05	1.3101984e-06	1.3946291e-05	7.3023148e-06
u	0.50355375	0.2099773	0.26469967	0.019733885	0.00029897928	6.295279e-05	0.0010395318	4.1075637e-06	0.00012760366	0.0005022049
f	0.040899817	0.15672466	0.5637871	0.22860265	0.0064141173	0.0032771355	0.0001540167	2.54384e-05	9.4476e-05	2.052303e-05
è	0.009100577	0.10335102	0.28070635	0.5479656	0.052550513	0.0051091737	0.00015859188	0.00027282743	0.00077018345	1.5211257e-05
t	0.0008830645	0.036367115	0.1382635	0.81657934	0.007608264	0.00029567367	1.7097432e-06	3.421587e-07	6.5517e-07	2.6134708e-07
i	0.0048460905	0.017343977	0.6537118	0.28727147	0.034588177	0.001017602	0.001176997	6.3152897e-06	3.2297346e-05	5.3094886e-06
p	0.061248373	0.03183792	0.15721288	0.4136348	0.2623596	0.07167963	0.0013945702	0.0002242725	0.0003792323	2.8772807e-05
ò	0.00094143045	0.0009690317	0.014242757	0.63289493	0.31793895	0.032345355	0.0002752368	0.00023260598	0.00015540767	4.3157474e-06
r	0.0003241185	0.002649947	0.04309766	0.69566315	0.17470606	0.083266206	0.00026733874	2.0045032e-05	4.235122e-06	1.2221859e-06
k	0.0037517794	0.0015241925	0.10968866	0.33437094	0.36909866	0.15638998	0.024779744	0.00026985724	0.00010849943	1.7672393e-05
e	0.10704733	0.0029135323	0.022525385	0.61306804	0.07610587	0.117819905	0.059219472	0.00015578775	0.00038442583	0.00076027017
t	0.010065914	0.0033552444	0.013730445	0.047785792	0.4237699	0.48953956	0.009438309	0.001207403	0.0010570902	5.0368995e-05
e	1.7261707e-05	1.6509892e-05	0.00034611303	0.16045612	0.30635697	0.50931126	0.018587558	0.0047919704	0.00011547685	6.653448e-07
e	0.0013832735	0.00032222693	0.0011892582	0.0041282056	0.13455899	0.7418043	0.114037015	0.0021927045	0.00037782386	6.156148e-06
n	0.0013973669	0.000116490715	0.0008885046	0.0031601067	0.1578433	0.5956066	0.23216282	0.008299196	0.0005193846	6.2770177e-06
a	0.00017504595	3.923125e-05	0.00014625664	0.01753882	0.090489455	0.6583132	0.17211838	0.05684485	0.004209284	0.00012544161
s	0.0006154846	0.0002578573	0.0004827503	0.00070519914	0.027517006	0.78547746	0.10237706	0.07870379	0.0037765694	8.6888795e-05
t	2.9771918e-05	8.570584e-06	1.8849703e-05	0.0058685276	0.023969373	0.31376308	0.49757695	0.15599781	0.002331787	0.00043521117
u	6.955849e-06	1.6392798e-06	8.783128e-06	0.0022756164	0.008399215	0.081950404	0.77836215	0.10822437	0.017997222	0.0027736924
d	0.00016936345	2.0305257e-05	7.0137066e-05	7.1628725e-05	0.0043930816	0.1595381	0.71774864	0.10565772	0.011567415	0.0007636358
i	2.0298692e-05	7.3657698e-06	1.3129226e-05	0.0026270214	0.012794664	0.20383155	0.49303466	0.27546313	0.008867787	0.0033402925
è	0.00012234124	3.7905782e-05	7.6709264e-05	6.528771e-05	0.0041723256	0.2097795	0.22675112	0.30692855	0.24279214	0.00927405
t	0.0167562	0.004069565	0.0044202902	0.0017896695	0.004440311	0.12436651	0.094341934	0.6075399	0.111013435	0.03126221
s	6.324414e-05	9.344449e-06	8.49693e-06	0.00027292443	0.0050185346	0.13324249	0.03521341	0.61557966	0.20525046	0.0053414945
i	0.006291675	0.00012222871	5.3834287e-05	0.0002822341	0.00027988062	0.007903952	0.019172108	0.15182848	0.7805677	0.033497903
j	0.00080391264	9.149954e-05	0.00012075544	4.7338504e-05	5.5488224e-05	0.00066514534	0.051143438	0.06793352	0.6148534	0.26428553
a	4.7814633e-06	1.6892669e-06	7.286041e-07	1.672604e-05	0.00023017518	0.004876897	0.00859332	0.41964218	0.5402586	0.026374998
m	1.4705002e-05	4.686078e-06	5.6532217e-06	1.4951216e-06	1.2672129e-05	0.00012455937	0.0015794593	0.01908959	0.79488134	0.18428577
è	2.2103955e-05	6.355239e-06	1.5003005e-06	2.0342777e-05	4.0624003e-05	0.00034528426	0.001229833	0.16433758	0.6868511	0.14714529
d	1.439752e-05	4.626603e-06	7.0835417e-06	6.1043565e-06	3.797925e-05	0.00015773144	0.00029012054	0.02253309	0.93828493	0.038663913
