 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest'	anno	che	viene	per	medico	</S>
a	0.99617	0.0038006417	2.5271282e-05	1.8857957e-06	6.968946e-07	1.06121895e-07	4.198111e-07	2.5849902e-09	9.566705e-07	1.0127704e-08	3.3786405e-09	4.772123e-09	2.2782891e-09	7.0035306e-09	2.6838356e-09	5.251829e-09	1.2404126e-09	4.72181e-09	1.8080594e-09	5.60049e-09	4.5887393e-08
l	0.8958716	0.09664084	0.0070493175	0.00026535417	4.4955363e-05	7.2198245e-06	6.2736646e-05	2.5231623e-07	5.2628915e-05	9.5292734e-07	2.6981743e-07	5.0272666e-07	1.8759027e-07	6.822069e-07	4.5864675e-07	2.2728925e-07	1.3109607e-07	8.397613e-07	1.4552589e-07	2.7887234e-07	4.463896e-07
l	0.9496126	0.047196258	0.0029025225	0.00016106058	8.101671e-05	2.54615e-05	1.5925789e-05	1.7022074e-07	4.463e-06	2.6936772e-07	4.7511783e-08	5.300282e-08	1.4348883e-08	4.7233936e-08	2.1618496e-09	1.8316996e-07	4.2827514e-10	2.705573e-10	1.5924769e-09	1.0952614e-08	9.116843e-09
ò	0.9683216	0.013714213	0.009812142	0.002253361	0.0024344726	0.000983871	0.0018363872	2.8848466e-05	0.00035198175	8.581733e-05	3.207977e-05	3.0122363e-05	1.16559895e-05	3.167756e-05	1.4073249e-05	2.4758232e-05	9.484095e-07	4.71558e-06	2.3792086e-06	2.0074855e-05	4.8621564e-06
r	0.5461165	0.44878468	0.004369498	0.00043768363	0.00016099976	1.1346089e-05	8.6086686e-05	1.4393747e-07	3.1229298e-05	5.974104e-07	8.1880785e-08	2.2444485e-07	5.3745712e-08	1.5756841e-07	2.2877036e-07	5.1390856e-08	9.043005e-09	1.3784933e-07	5.6307807e-09	1.08218366e-07	1.317709e-07
a	0.9334585	0.050518673	0.015839431	0.00016604156	1.1310741e-05	1.9312251e-06	2.950735e-06	3.4369517e-08	5.0686333e-07	5.1434103e-08	1.4745087e-08	4.8091323e-08	1.2644513e-08	4.5883898e-08	1.8947805e-08	8.346239e-08	3.7171364e-09	7.209094e-09	6.8959385e-09	8.4220055e-08	1.7992271e-07
e	0.039977863	0.89953953	0.04832326	0.00543622	0.0044110003	0.00012605415	0.0016074756	5.080231e-07	0.0005495196	8.590749e-06	7.5607784e-07	3.5450093e-06	5.3187387e-07	2.9784915e-06	3.5278158e-06	3.8264088e-07	9.865069e-08	4.351878e-06	7.506853e-08	1.5511727e-06	2.1810113e-06
v	0.022842214	0.49117967	0.48086518	0.0038391184	0.00096298294	1.7537332e-05	0.0002713655	7.583427e-08	2.0644624e-05	3.9678426e-07	5.742709e-08	1.0102287e-07	2.5756396e-08	9.24393e-08	1.6662179e-07	1.8583545e-08	7.452458e-09	1.08812344e-07	8.695508e-09	5.951097e-08	1.5082583e-07
ò	0.004505188	0.31171504	0.6050204	0.07218933	0.0047299936	0.0013894363	0.00029313497	1.9574516e-05	9.329328e-05	2.0025454e-05	6.091956e-06	5.7089137e-06	1.9647969e-06	4.8851143e-06	2.9499273e-07	4.7514573e-06	2.350964e-08	6.4506724e-09	9.003335e-08	6.8988885e-07	8.049968e-08
à	0.0006932684	0.039849266	0.90388334	0.05435131	0.0011868174	2.5101152e-05	5.096803e-06	3.390126e-08	5.5119044e-06	5.734103e-08	1.2203092e-08	1.995493e-08	7.572247e-09	2.549686e-08	1.4040931e-08	5.9751346e-09	3.1537415e-09	2.984811e-08	1.979374e-09	9.302004e-09	1.1320337e-08
