 	qui	dentro	vuole	un	tappeto	</S>
e	0.9997063	0.00028798857	3.840303e-06	1.4142433e-06	1.1467215e-07	1.8215502e-07
t	0.80807	0.16935612	0.020616751	0.0019450764	9.374771e-06	2.719325e-06
t	0.96638983	0.03280883	0.00075149373	3.324906e-05	1.6378868e-05	2.2943438e-07
ù	0.89563453	0.1020683	0.0021070305	0.00018104463	6.3784682e-06	2.7020499e-06
m	0.016356947	0.9134748	0.070118636	4.885096e-05	3.6143663e-07	4.7455973e-07
è	0.02224892	0.8815078	0.09525596	0.0009225303	6.4461485e-05	4.5956958e-07
s	0.009118492	0.75390774	0.2340012	0.0028284863	0.00012207314	2.198596e-05
a	0.0029159894	0.67098045	0.3213841	0.0037475515	0.0009034016	6.8498994e-05
t	0.02469133	0.077919744	0.84405977	0.051710144	0.0014826161	0.00013639637
è	0.00054788584	0.006003057	0.50237226	0.49006978	0.0009964672	1.0530373e-05
l	0.00029790262	0.006434101	0.8800914	0.11314912	2.617547e-05	1.3495292e-06
i	0.0013341261	0.021697888	0.72832793	0.24728315	0.0010489201	0.00030805127
è	0.114115216	0.03282343	0.12816435	0.70592284	0.017739875	0.0012343818
n	0.0061033415	0.0060361484	0.18183118	0.8019165	0.002271581	0.0018413172
a	0.0014388489	0.003939593	0.09377496	0.86304355	0.024517942	0.013285183
t	0.44338045	0.058282714	0.026410103	0.28531003	0.1589629	0.027653884
a	0.00013210614	1.3443929e-05	0.0016899897	0.09650601	0.8663948	0.035263635
p	0.0011388583	0.0004261735	0.0047496185	0.13840197	0.7575089	0.09777455
p	0.00017090296	1.9511579e-05	0.00072165043	0.035355836	0.8427311	0.12100098
è	0.00053078093	5.5838096e-05	0.000524781	0.0029132238	0.7908572	0.20511816
t	0.000101942576	0.0009443355	0.0015567404	0.15550475	0.6282825	0.21360973
o	0.0014017388	0.00022335205	0.0007942641	0.009240102	0.72891194	0.25942856
</S>	0.025701638	0.0016992548	0.0009974259	0.0010243368	0.034929432	0.93564796
