 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
t	0.98194605	0.018028038	2.1499061e-05	3.4107768e-06	6.0343115e-07	9.3193215e-08	4.590875e-08	1.3212197e-07	7.782279e-08
o	0.9969668	0.0026726369	0.00027034178	8.731971e-05	1.1723613e-06	1.3868173e-06	4.5466695e-08	3.221123e-07	4.376643e-09
f	0.54035515	0.33312076	0.123425014	0.002957924	0.00012951126	7.84275e-06	1.1076237e-06	1.2050461e-06	1.4038766e-06
à	0.8183193	0.09434215	0.075425476	0.010316053	0.00039596306	0.00041219883	9.713519e-05	0.0006891258	2.5298314e-06
i	0.102272846	0.058550924	0.81693333	0.02216602	7.53323e-05	1.1466227e-06	6.6546576e-08	1.6558822e-07	2.3083237e-07
e	0.023149481	0.031513344	0.85654277	0.087925434	0.00031930182	0.0005088444	4.852561e-06	3.0902214e-05	5.0485605e-06
e	0.0042707813	0.0030456765	0.8117778	0.18053584	0.00027599692	8.6165506e-05	1.6494835e-06	5.55105e-06	5.6460124e-07
t	0.017144244	0.0025477712	0.398399	0.5781279	0.002903106	0.00079151493	1.4670738e-05	6.8407855e-05	3.2789799e-06
è	0.0012265622	0.00067805283	0.059720494	0.89597785	0.038084123	0.0027248724	0.0006635265	0.0009207467	3.6897925e-06
l	0.00067539	0.00013988421	0.04153512	0.94838893	0.008944103	0.00030384757	3.492151e-06	9.178526e-06	6.686689e-08
i	0.0035034632	0.0024177239	0.19315147	0.77085495	0.029418183	0.00031434398	0.00022841134	9.2071066e-05	1.9353643e-05
f	0.06578902	0.012631693	0.16765991	0.33741903	0.39753264	0.012649971	0.0016544181	0.0046237097	3.959178e-05
a	0.0018459839	0.00039097204	0.033582877	0.364518	0.5699528	0.012188835	0.013791023	0.003675404	5.4168333e-05
m	0.00032366728	0.0005699199	0.012612083	0.3045475	0.6644859	0.015487095	0.0018391793	0.00012909641	5.5267114e-06
è	0.0021060796	0.00022851597	0.013290545	0.09019626	0.76534814	0.039652135	0.074746735	0.012161727	0.002269855
n	0.00061833474	0.0027385177	0.02460502	0.1083597	0.8474933	0.009894894	0.0042711874	0.0019883213	3.0814772e-05
o	0.015813343	0.0071054054	0.30731732	0.10997257	0.45981464	0.01612951	0.050046675	0.011023228	0.02277734
s	0.19880718	0.01573212	0.031967163	0.020838294	0.23539181	0.06767188	0.20854792	0.21953174	0.0015117951
ù	3.907505e-05	3.0432302e-06	0.000109228924	0.0037380808	0.20669016	0.29648197	0.4559127	0.03687848	0.00014718837
b	0.0031021496	0.00034691585	0.0019934266	0.0035033035	0.059003994	0.2842275	0.4873383	0.15954585	0.0009385484
i	0.00032136266	2.000342e-05	0.0007675561	0.0018948567	0.059283298	0.079351455	0.831281	0.025434673	0.001645671
t	0.05150089	0.002394855	0.005392845	0.005630438	0.013768761	0.025389278	0.336243	0.48678336	0.07289651
o	8.008971e-06	3.310161e-07	5.7042616e-06	3.911364e-05	0.0017935919	0.09168839	0.4868041	0.41333523	0.006325714
è	0.001652944	7.448356e-05	0.00023815696	0.00027600437	0.0009186915	0.010880224	0.18094693	0.6619925	0.14302017
p	0.0043989923	0.0003145145	0.0014899108	0.0015400492	0.000979543	0.021654405	0.05773049	0.55702394	0.35486817
r	5.6578665e-05	3.383672e-06	1.51837985e-05	2.3551736e-05	0.00030404734	0.0033232062	0.10008782	0.8620605	0.034125663
è	0.00013304852	5.4616646e-07	1.1536521e-05	1.622999e-05	4.152387e-06	0.0011312189	0.00088235794	0.9820738	0.01574721
s	0.0014419137	9.953844e-05	0.00011644983	0.00017427906	0.00012261818	0.0012204228	0.0014653504	0.60375714	0.3916023
t	0.00016811858	7.7405375e-06	3.756366e-05	3.210604e-05	6.6002714e-05	0.00032114785	0.0039267316	0.8338196	0.16162096
o	0.00015557387	5.939726e-07	9.6241365e-06	1.4363847e-05	1.2358715e-06	0.00043823099	0.0001724534	0.9800868	0.019121084
</S>	0.0005698808	1.44167325e-05	3.8904323e-05	4.6547415e-05	1.29467235e-05	0.00019006537	5.4002896e-05	0.012853901	0.98621935
