 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
s	0.7906302	0.20656551	0.002696928	6.933865e-05	2.2204082e-05	2.6443508e-06	4.327768e-06	5.8337982e-06	3.0186766e-06
ò	0.9568345	0.0013093869	0.040534224	0.0009056737	0.00040270557	1.2883763e-05	2.9556097e-07	2.1326802e-07	1.6419115e-07
z	0.9727251	0.026916679	0.0002624825	4.5999397e-05	4.7929065e-05	7.370738e-07	8.4732363e-07	2.1303653e-07	5.6732183e-08
i	0.9673275	0.0015011149	0.030794347	0.00025179493	0.00011807516	6.956214e-06	8.011418e-08	3.8995932e-08	1.6864512e-07
m	0.031926014	0.91951305	0.03987558	0.003093695	0.005442985	9.616711e-05	3.6635043e-05	8.30574e-06	7.714871e-06
i	0.12428636	0.042848706	0.7953808	0.035822168	0.0014984957	0.00014693088	1.29804075e-05	2.506903e-06	9.969964e-07
n	0.020835795	0.5026208	0.4514503	0.024509054	0.0005487506	3.2114178e-05	2.0006157e-06	2.898138e-07	9.0450516e-07
o	0.004887134	0.054023203	0.80752105	0.1273351	0.005399101	0.0006082463	0.00013718459	7.755528e-05	1.1451576e-05
m	0.0022182458	0.28140375	0.41319814	0.28700528	0.015705705	0.00042096432	4.1112035e-05	4.848274e-06	1.9954741e-06
i	0.0011809081	0.02008511	0.59398824	0.37914592	0.004000775	0.0012888176	0.00012924276	7.6588476e-05	0.00010441284
l	0.0012631041	0.051022537	0.4962109	0.40300632	0.04674645	0.0017003701	4.7813788e-05	1.7381674e-06	8.496727e-07
ì	0.005354857	0.008881138	0.3234785	0.58228123	0.07066501	0.008479453	0.0005958051	0.00022491961	3.9047463e-05
s	0.015671453	0.016682008	0.07448993	0.5674601	0.32088828	0.00458002	0.00021955308	7.771241e-06	7.9815544e-07
i	0.0022910289	0.00422919	0.12736657	0.7991034	0.045216326	0.021631729	0.00014993794	2.3537066e-06	9.458826e-06
a	0.16164052	0.03912619	0.057100274	0.38711798	0.21067895	0.1216425	0.021315463	0.0012996081	7.853269e-05
t	0.01052543	0.0035836552	0.0072832587	0.13582417	0.40240222	0.4243368	0.015930869	9.84663e-05	1.51948e-05
ù	0.00020844165	3.5317888e-05	0.0062174816	0.06470342	0.7312784	0.18440606	0.013024777	0.00010192414	2.4156685e-05
t	0.00043870456	0.00059949857	0.00034449706	0.015285858	0.64960897	0.22961874	0.103890255	0.00020680254	6.6218595e-06
t	0.0025695765	1.6023723e-05	0.0026880268	0.058281735	0.37788346	0.5226491	0.03583648	7.321235e-05	2.3864682e-06
o	0.013414547	6.1704845e-06	0.0007902801	0.0050290353	0.31699857	0.65365875	0.009698241	0.000310073	9.4349365e-05
p	0.04061448	0.0007315376	0.0006495116	0.0010962432	0.07778375	0.4641235	0.41350585	0.0007432784	0.000751837
r	1.7861632e-05	7.635698e-07	0.00022592736	0.0039084414	0.2185108	0.5846303	0.16515863	0.026981108	0.0005661151
à	9.622275e-05	3.1124362e-06	0.00027587128	0.004306452	0.25882453	0.5924287	0.10033482	0.042616557	0.0011137988
m	0.00022479746	0.00011196966	3.5903984e-05	0.00039631102	0.0014297932	0.013249089	0.9595284	0.019847296	0.0051764227
m	0.0008951198	1.319776e-05	0.0001707537	0.00061749096	0.0018428618	0.055641513	0.63287485	0.30500627	0.002937939
a	0.015907021	3.5483106e-05	0.0012683563	0.0060458155	0.042222977	0.5909649	0.14036807	0.17360854	0.029578721
m	0.052600227	0.00074540864	0.0003973072	0.0007031241	0.010527141	0.020130489	0.3785985	0.06459402	0.47170377
e	6.96254e-05	2.8710467e-06	4.62698e-05	9.426121e-05	0.0002919704	0.00401925	0.20225659	0.77948797	0.013731193
t	1.8308057e-05	1.1727351e-05	6.1820256e-06	2.0012063e-05	0.00016344505	0.0015181459	0.08598746	0.4616088	0.45066586
i	6.9299866e-05	1.7633292e-07	7.641615e-06	2.1598498e-05	0.00023748213	0.0034563947	0.06323214	0.83736503	0.09561034
n	7.168121e-05	2.7588432e-05	1.398491e-05	2.5092306e-05	0.00019432936	0.00236644	0.18632728	0.19976887	0.6112047
A	0.00024722939	2.2654783e-06	4.5205892e-05	5.7637433e-05	0.0002863134	0.0008593814	0.054170795	0.8259757	0.11835545
n	0.001048623	6.870039e-05	7.474252e-05	0.0001457082	0.00029750192	0.00046417696	0.021644553	0.87832534	0.0979306
n	0.00029784458	1.0996843e-05	2.334704e-05	2.2662223e-05	4.3272776e-06	2.779047e-05	0.0025325287	0.94210875	0.05497177
a	0.007827066	3.0526986e-05	0.0004250898	0.00066897355	0.0012970227	0.0056128236	0.0014957048	0.21777803	0.7648648
</S>	0.0032831358	4.60052e-05	4.3356176e-05	9.107188e-05	0.0006716334	0.00036641763	0.00032467462	0.012052558	0.98312116
