 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a	0.9960376	0.003945938	1.3142951e-05	5.2477475e-07	2.3635064e-06	9.8756495e-08	2.9276004e-08	3.105492e-07	5.0516906e-08
k	0.8414771	0.0330031	0.1207468	0.00083844544	0.0038076825	3.6119513e-05	1.7175225e-05	6.942109e-05	4.200269e-06
à	0.7726763	0.13669433	0.08248784	0.0028694842	0.0045684124	0.00039711216	4.5431003e-05	0.0002591469	1.9543459e-06
j	0.003133657	0.9191864	0.07740742	5.809771e-05	0.00021374534	5.046586e-07	3.2645712e-08	9.691894e-08	3.1185177e-08
o	0.11926493	0.4716318	0.40719986	0.0016479322	0.00021959661	2.1364564e-05	6.3977477e-06	6.640264e-06	1.410388e-06
t	0.07985037	0.101454146	0.69488037	0.02291247	0.09914769	0.001566459	3.395605e-05	0.00012688625	2.768641e-05
r	0.00026065463	0.024498664	0.94791865	0.026695322	0.0005833962	3.860167e-05	7.9783086e-07	3.9118145e-06	3.5934211e-09
a	0.0017162381	0.29468492	0.6652091	0.03652124	0.0018277641	3.530231e-05	2.0043349e-06	3.348425e-06	1.14050366e-07
ù	0.0016948824	0.041030105	0.9451434	0.009686962	0.0024209737	2.1835473e-05	4.4077953e-07	1.2874852e-06	1.6340837e-07
d	0.008694746	0.026873987	0.60649526	0.3295125	0.027719298	0.00066812366	8.746037e-06	2.0026486e-05	7.270155e-06
i	0.00018242143	0.0032998389	0.8366499	0.15930416	0.0004559988	8.198128e-05	1.4882009e-05	1.007165e-05	7.8517905e-07
a	0.053340033	0.024000818	0.0920633	0.7596849	0.046076536	0.022862727	0.0005518616	0.0013996029	2.0101194e-05
a	0.012077543	0.0038406798	0.029576836	0.7720717	0.12683329	0.055244688	0.00017798465	0.00017203663	5.252721e-06
s	0.008045022	0.008392837	0.026824657	0.4483348	0.40334338	0.104535334	0.000378925	0.00014126052	3.768794e-06
ò	3.4476463e-05	0.00085983326	0.012533023	0.38418168	0.45550358	0.13926908	0.007346861	0.00026208145	9.457034e-06
z	8.6439395e-05	0.0008507745	0.002151932	0.06047881	0.7943337	0.1396848	0.0023758437	3.714611e-05	5.1187766e-07
i	0.00023814061	0.0005886941	0.018994564	0.45760405	0.24119629	0.25846222	0.02224783	0.0006627548	5.4227844e-06
g	0.033483904	0.032393996	0.011560221	0.063591726	0.08922802	0.61312044	0.143952	0.012519893	0.00014983199
r	3.0171796e-05	0.00013331935	0.0006297503	0.08633903	0.27790052	0.46633855	0.15899725	0.009593562	3.7950456e-05
à	2.0284835e-05	0.00016398619	0.0003847791	0.008817906	0.5358133	0.4036504	0.050285216	0.0007578307	0.00010631313
t	0.0018644914	0.0016959833	0.0014415046	0.010702316	0.07897269	0.655391	0.24370103	0.005265491	0.00096554164
s	4.8217426e-05	0.0001352371	0.0005543909	0.031439193	0.13818926	0.473722	0.31544054	0.04034013	0.00013104916
i	0.0006696511	0.0016908526	0.004231306	0.0034570848	0.28966928	0.60390514	0.07751179	0.018479865	0.00038510535
i	0.0046145124	0.010768693	0.0050144666	0.001075236	0.04011835	0.1001751	0.79299015	0.0212383	0.0240053
n	0.00054914044	0.00082566554	0.0010019379	0.00030553795	0.0042288774	0.021922762	0.9158258	0.04175082	0.013589466
ì	1.5248329e-05	3.5971647e-05	3.331148e-05	0.00020224205	0.0050697736	0.0760737	0.6225019	0.27973342	0.016334338
t	0.00019568963	0.0010014427	0.000325619	0.00013546081	0.0049995715	0.010112197	0.22082731	0.7526829	0.009719752
t	1.690366e-05	1.2887838e-05	3.5693087e-05	2.3124025e-05	0.0001934169	0.0028300257	0.03905192	0.9460475	0.011788537
a	0.0012921202	0.0015015496	0.0013385891	0.0001922779	0.004144595	0.0056408383	0.007944804	0.9084966	0.069448665
</S>	0.0004775949	0.0009859075	0.0002797494	5.219814e-05	0.00074156123	0.00026883744	0.0010759529	0.037638262	0.95847994
