 	il	cibo	vuole	mangiato	appena	lo	cucini	che	è	più	saporito	</S>
o	0.9859241	0.01406138	1.1316666e-05	2.4633002e-06	1.07035575e-07	6.224222e-08	3.7976187e-07	6.691178e-09	1.2507641e-07	1.5903227e-08	3.0959098e-09	2.4281414e-08
m	0.50156736	0.46183753	0.029319318	0.006942384	1.9057403e-05	6.9783077e-06	0.00024055356	2.1010346e-06	5.992627e-05	3.2821717e-06	4.6275778e-07	9.971357e-07
a	0.9154148	0.048699427	0.02760126	0.0022342294	0.0051775696	0.00081270735	4.046662e-05	6.312218e-06	1.2466605e-06	9.5286105e-06	1.9385466e-06	5.2346076e-07
r	0.2525511	0.2187029	0.5277012	0.0010390952	2.327233e-07	2.0478635e-07	4.9595365e-06	1.2462181e-08	1.6373208e-07	2.5952517e-08	3.9455266e-09	1.3722847e-07
ì	0.021188159	0.039254528	0.91977197	0.015419367	0.003309515	0.0009620167	6.205992e-05	6.5329e-06	8.250515e-07	2.3018496e-05	1.7405381e-06	2.8828546e-07
o	0.0094182985	0.009468579	0.9753803	0.0057239635	1.8810467e-06	7.3816994e-07	5.4932384e-06	4.4565045e-08	5.8709486e-07	5.343656e-08	7.1746693e-09	3.9332193e-08
t	0.010214726	0.024347525	0.9400313	0.024958475	6.51489e-05	5.299494e-05	0.00032021437	4.4099525e-07	6.0885995e-06	1.8078891e-06	8.376264e-08	1.2441269e-06
è	0.0006017148	0.0019234152	0.9003281	0.096025094	0.0009858626	0.00012751909	7.690033e-06	1.7676358e-07	5.401246e-08	3.8364783e-07	2.6192703e-08	5.0752567e-09
l	0.00049907377	0.0010025244	0.90215975	0.09625492	5.422669e-05	7.57914e-06	2.0041483e-05	1.2562539e-07	1.6059789e-06	1.0805713e-07	8.012885e-09	1.767586e-08
i	0.0021975602	0.0023843602	0.8334168	0.16116834	0.0006569352	0.00013076595	4.2962194e-05	3.922971e-07	1.7576916e-07	8.78354e-07	4.1907103e-07	4.114078e-07
f	0.059772972	0.029358909	0.14772044	0.7482503	0.003647164	0.0040222663	0.0068873693	2.1246062e-05	0.00023390772	7.465111e-05	2.5879176e-06	8.298578e-06
a	0.0014130453	0.0008379357	0.21193336	0.7400701	0.038298316	0.0062632295	0.0010960592	3.0008287e-05	1.1917953e-05	4.177171e-05	3.2922455e-06	9.3827646e-07
m	0.00017559317	0.0007976596	0.0500999	0.94405454	0.0022547622	0.0018962725	0.0007178006	1.0131133e-06	1.937543e-06	3.2117595e-07	8.089924e-09	5.1928335e-08
è	0.0025700505	0.00084126665	0.045059938	0.6784963	0.21608855	0.050413314	0.0042843223	0.00079246785	0.000175681	0.0009995496	0.00023759551	4.094801e-05
