 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a	0.99801326	0.0018633369	0.00011888422	3.1519858e-06	7.163529e-07	1.3818119e-07	2.9526234e-07	1.2089146e-07
p	0.7408779	0.21169966	0.044911828	0.002010191	0.00045416827	2.2056376e-05	2.1586347e-05	2.6239159e-06
e	0.13877624	0.8419409	0.018608011	0.0006101774	3.0791023e-05	1.6504071e-05	1.6414426e-05	1.0167479e-06
t	0.046914477	0.9367588	0.016257064	6.9197005e-05	3.7780094e-07	2.1497943e-08	6.247866e-08	2.6659416e-08
à	0.0014831454	0.8776656	0.119599104	0.0012253197	2.055733e-05	4.0720465e-06	2.1327403e-06	6.3958744e-08
c	0.001955776	0.9005691	0.09657674	0.0008955847	2.7948454e-06	4.0293852e-08	3.6560902e-08	1.9160735e-08
i	0.0041181566	0.930047	0.059225585	0.0065664714	4.02863e-05	1.2894836e-06	9.732726e-07	2.642176e-07
a	0.06359245	0.13613123	0.6620295	0.13736773	0.0006453308	0.00010531044	0.00010784729	2.0488775e-05
k	0.0036699784	0.0043283715	0.51031923	0.4806588	0.0009798221	1.5982934e-05	2.6513515e-05	1.3071547e-06
è	0.00012828452	0.014278632	0.7852982	0.19494727	0.005007873	0.00020914657	0.00012569127	4.819989e-06
c	0.0001628276	0.014087133	0.8626902	0.122441866	0.0006155196	2.1482238e-06	3.1568848e-07	4.0017035e-08
c	0.0013512011	0.018186403	0.27791676	0.6594505	0.042938992	6.76466e-05	7.793988e-05	1.0560366e-05
i	0.022513572	0.049656354	0.7076972	0.21786252	0.0019843115	2.9493947e-05	0.00011249773	0.00014413646
a	0.019772233	0.014238584	0.115604036	0.8000929	0.047141753	0.0018791811	0.0012066882	6.4631175e-05
a	0.00308412	0.0003086699	0.009586235	0.9179505	0.06783596	0.00086842483	0.00035513207	1.0967987e-05
n	0.0019563667	0.0007367295	0.010640401	0.80053306	0.18241718	0.0034236396	0.00028865162	3.958036e-06
d	0.0003992923	0.0009387864	0.0071748705	0.36005232	0.56391066	0.06081692	0.006071203	0.000635895
ì	0.026950484	0.011765993	0.18415628	0.45591548	0.19272834	0.059857845	0.052543677	0.016081914
n	0.0016929045	0.0026539946	0.0077110864	0.12465482	0.8294442	0.03183234	0.0019184594	9.220911e-05
n	0.013797853	0.0012492294	0.0020977214	0.06589578	0.8237048	0.03600084	0.03211948	0.025134314
u	0.103784524	0.027117586	0.13680182	0.52389115	0.14207771	0.050382383	0.0063362694	0.009608518
n	0.050674416	0.056389727	0.03672186	0.063852854	0.4297278	0.32650387	0.026483182	0.0096462825
e	0.0010693353	0.0004721072	0.0005203747	0.012477207	0.60843915	0.3204406	0.05379628	0.0027849707
i	0.018175844	0.008151369	0.0048239315	0.009627509	0.097990945	0.6589752	0.1055087	0.09674648
g	0.0017907877	0.00044238297	0.0010666647	0.0045815445	0.10637909	0.6223988	0.24768543	0.015655372
e	4.8593563e-05	0.000107287065	0.00027153286	0.006006316	0.0800542	0.61361104	0.2730697	0.026831299
n	0.0038322033	0.0014561149	0.0016222562	0.001994515	0.006955642	0.39719403	0.44387278	0.14307244
i	5.8278245e-05	7.364679e-05	9.5170784e-05	0.00072529726	0.022294512	0.47926316	0.4175884	0.07990157
t	0.00043762993	0.0001392426	0.000146625	0.00035282562	0.0035321247	0.1283957	0.48735768	0.37963817
ò	2.6030375e-05	4.847487e-05	7.123592e-05	0.00031848814	0.0063017947	0.27324727	0.6020399	0.117946826
r	0.00021830267	0.0006719577	0.0008219724	0.00038641543	0.0010795182	0.068239205	0.8279216	0.10066095
i	1.1703832e-05	2.4589153e-06	5.0438707e-06	1.413933e-05	0.0001336359	0.005560715	0.9546011	0.039671283
</S>	0.0015174166	0.001446055	0.001684237	0.00019157035	7.7153934e-05	0.00078545295	0.059968393	0.9343297
