 	lo	ho	finito	di	fare	</S>
t	0.9945997	0.004973465	0.00041477356	9.519451e-07	1.0658875e-05	4.38962e-07
o	0.7688696	0.2274164	0.003706545	4.34821e-06	3.1030568e-06	4.2440295e-08
s	0.36135662	0.4640931	0.17193383	0.0011453707	0.001448914	2.2268405e-05
p	0.12651418	0.6882877	0.18414554	0.0009755099	2.0495188e-05	5.6624227e-05
ì	0.12954454	0.1461654	0.7224277	0.001648892	0.00020657935	6.8983677e-06
c	0.009648512	0.10714575	0.8811174	0.001708968	0.00037084927	8.512488e-06
c	0.012326472	0.09694906	0.6793728	0.20614411	0.0038975629	0.0013100742
e	0.0890188	0.051304076	0.85303456	0.0038018366	0.0015964217	0.0012442658
t	0.18864852	0.058382206	0.52126485	0.17617606	0.052542508	0.0029858863
s	0.0008927796	0.009527629	0.31716192	0.6694625	0.0028464065	0.00010870034
a	0.0015982942	0.009543942	0.77184427	0.18936345	0.026411965	0.0012380993
a	0.005857726	0.0010845215	0.027794044	0.9560174	0.008320062	0.000926249
t	0.0019593074	0.0005830491	0.018777475	0.9664336	0.011426074	0.00082051323
s	5.78915e-05	0.00015348141	0.031545337	0.71070176	0.10112208	0.15641941
è	9.285736e-05	0.0002463411	0.01983961	0.26735577	0.5116835	0.20078196
k	0.0005475922	0.00015337346	0.0025804027	0.52398473	0.3449684	0.12776546
à	0.0025566064	0.002638304	0.11315978	0.6968917	0.14905033	0.035703335
m	0.03634356	0.0155098345	0.01316451	0.10173206	0.6089905	0.22425954
i	9.252393e-05	7.413959e-05	0.00017141072	0.16557255	0.7856502	0.04843924
</S>	0.0033978182	0.000623108	0.0005111252	0.0013843075	0.13806589	0.85601777
