 	la	mia	mia	mamma	mio	padre	mia	mamma	e	mio	padre	eh	non	sono	stati	mai	in	Grecia	</S>
e	0.99774903	0.0022278826	1.9079416e-05	2.5815866e-06	2.865873e-07	9.3692296e-07	1.5257116e-07	6.163273e-08	7.1900934e-09	6.2737873e-09	7.2011965e-09	2.0296195e-08	6.1653513e-09	4.7549453e-09	1.2516141e-09	1.6283328e-09	1.3343455e-09	2.8823814e-09	1.5699817e-08
d	0.5526807	0.4329044	0.012232375	0.0018544456	3.279024e-05	0.00026408702	1.2165932e-05	1.480884e-05	4.3692913e-07	4.5670893e-07	5.0118825e-07	9.828159e-07	6.0147636e-07	2.8695422e-07	1.13503035e-07	1.4112014e-07	1.1779745e-07	1.4934598e-07	5.103729e-07
i	0.42383906	0.55971193	0.015929997	0.00011407804	0.0002131865	0.00016843458	1.2063455e-05	6.6248657e-07	5.816717e-06	1.812908e-06	4.2890824e-07	2.2510249e-06	9.854344e-09	1.2694498e-07	3.054523e-08	9.735135e-09	8.2577065e-09	3.814838e-08	1.7423412e-08
k	0.08224357	0.89432114	0.022995878	0.00043111164	6.2741747e-06	1.5818397e-06	2.8685503e-07	1.25764e-07	5.2937463e-09	1.8766386e-08	2.456389e-09	8.964557e-09	1.12743965e-08	2.06161e-09	1.4941612e-09	7.8590023e-10	7.1439205e-10	2.5400109e-09	1.962511e-08
ì	0.024685448	0.7894497	0.18006766	0.0036159619	0.0013976091	0.0005167437	0.00014593861	7.0462856e-06	3.5003428e-05	2.0065478e-05	5.8529686e-06	4.6742305e-05	2.8135393e-08	3.7172065e-06	8.8858695e-07	3.3633555e-07	1.8871319e-07	1.0355478e-06	1.1426098e-07
m	0.0131453555	0.47250453	0.45364326	0.060547948	7.206454e-05	7.950669e-05	3.671247e-06	2.6317487e-06	9.711045e-08	1.5868099e-07	7.7028595e-08	3.8589815e-07	1.615834e-07	5.1456077e-08	3.9841584e-08	2.8885665e-08	2.5779851e-08	4.5770346e-08	6.083151e-08
m	0.06912041	0.4603009	0.4351467	0.034186125	0.00038341526	0.0007703551	3.8765542e-05	3.449268e-06	5.1053257e-06	8.995401e-06	4.033618e-06	2.6036778e-05	9.5150455e-08	7.9434534e-07	6.262055e-07	2.2554235e-07	1.6057842e-07	2.077101e-06	1.6925311e-06
u	0.23412059	0.48276764	0.26260853	0.019067517	0.0011364152	0.00012670948	2.151383e-05	1.04309565e-05	8.546062e-06	2.4363371e-05	2.119697e-06	3.506399e-05	8.076281e-07	1.2452027e-06	4.6285013e-06	9.34339e-07	1.3349892e-06	2.3948054e-05	3.7721635e-05
e	0.031015733	0.1768271	0.6419461	0.13071904	0.012649274	0.005966042	0.0007127342	6.481889e-05	7.0727933e-06	2.4953708e-05	4.7481813e-06	4.1624608e-05	1.2012252e-05	2.1092706e-06	8.433884e-07	6.058898e-07	4.4146353e-07	1.4405294e-06	3.285367e-06
m	0.00781267	0.015611376	0.58626777	0.30857998	0.077177964	0.004211407	0.00029598654	1.2175312e-05	4.863128e-06	1.3520856e-05	1.5363986e-06	7.4742716e-06	1.6802451e-06	5.540469e-07	1.2578352e-07	8.50766e-08	6.4453815e-08	3.3040456e-07	4.735617e-07
à	0.0038474977	0.029953858	0.4457633	0.3506235	0.1354409	0.02706215	0.004107547	0.00062303484	0.0011513595	0.000611625	0.00024484476	0.00017369298	9.739154e-06	0.00026863843	3.5555855e-05	3.09701e-05	2.0028647e-05	1.966958e-05	1.2077132e-05
n	0.0005392276	0.01310192	0.1445679	0.79753166	0.022705894	0.021419734	0.00011905793	1.1034127e-05	6.499362e-07	8.040711e-07	3.118235e-07	1.404256e-06	1.3970649e-07	6.449353e-08	2.711034e-08	2.7330683e-08	1.9471281e-08	3.636327e-08	1.0096026e-07
a	0.0148516	0.038984902	0.17253363	0.69260705	0.07183371	0.00539488	0.0013096457	0.00013663086	0.00026349453	0.0009286876	6.894904e-05	0.00074620504	2.3207094e-06	3.453334e-05	5.7519155e-05	1.1967797e-05	1.0930942e-05	0.00019958374	2.3715344e-05
m	0.03690071	0.013530099	0.042773396	0.40295786	0.2559828	0.22291796	0.021751404	0.0016129453	0.00033320914	0.00036459396	0.0001344455	0.0006527338	3.2290194e-05	2.706017e-05	6.1658475e-06	5.219405e-06	3.1332968e-06	8.458916e-06	5.5968976e-06
u	0.004949982	0.006689209	0.079397395	0.114368565	0.5264377	0.21730594	0.04060245	0.0041189706	0.0025175018	0.0018567258	0.0006508639	0.0005108361	3.277972e-05	0.00043282582	3.812303e-05	3.8310878e-05	2.2096789e-05	2.2427454e-05	7.376643e-06
o	0.000271154	0.00037421536	0.009408984	0.04675012	0.15628976	0.7609741	0.024375519	0.0014728222	5.636127e-05	2.1454434e-05	2.6425985e-06	1.556186e-06	8.742142e-07	2.6775567e-07	2.7215059e-08	2.0880604e-08	1.07459135e-08	2.4233014e-08	5.010334e-08
c	0.0064936816	0.0013669865	0.0012951975	0.010581498	0.57986367	0.31358927	0.0837101	0.0018691879	0.0003885726	0.0007314964	2.6997734e-05	6.629024e-05	8.681317e-06	5.35119e-06	7.6883714e-07	3.3631406e-07	2.0505716e-07	1.3558887e-06	3.5956543e-07
i	0.00030678892	0.00017082981	0.0011053553	0.008634082	0.16111779	0.51424074	0.23766631	0.0647891	0.008910451	0.0020800815	0.00043124155	0.00024338964	3.4708068e-05	0.00014296034	4.3227938e-05	3.655356e-05	2.8230676e-05	1.1908686e-05	6.2359727e-06
ù	0.00030137805	0.00012838161	0.00076554785	0.0034985298	0.04932709	0.74665564	0.17158297	0.026407521	0.0010623117	0.0002441649	1.945623e-05	3.38736e-06	2.9594091e-06	5.6690476e-07	4.0587693e-08	3.9500446e-08	2.001327e-08	3.6787718e-08	3.621489e-08
r	0.006931866	0.0032695527	0.0027893982	0.0026611383	0.037873324	0.27632895	0.27046466	0.39528218	0.0033309103	0.0007284513	0.0001396705	0.000104082006	5.9851514e-05	1.7604487e-05	5.132578e-06	3.5521048e-06	2.4431913e-06	5.1442457e-06	2.0973994e-06
i	0.0002209528	0.00013702613	0.0008305069	0.002477611	0.0931362	0.16266415	0.62977797	0.09812238	0.010195784	0.0021831628	0.00016005363	8.246865e-05	1.3766257e-06	5.158604e-06	1.7087037e-06	9.577677e-07	6.3834375e-07	1.695586e-06	1.5474562e-07
m	0.0122688515	0.0032341424	0.0023166614	0.0010766215	0.009676475	0.055556726	0.28207242	0.58182764	0.037354838	0.008494207	0.0043600635	0.00105984	0.00031131718	0.0003299552	1.9966306e-05	1.6062131e-05	5.4618536e-06	1.7221277e-05	1.5128073e-06
u	0.00090301497	0.00063101656	0.0010516145	0.00049067446	0.04831712	0.024687245	0.382196	0.24654108	0.20777933	0.068913646	0.013858224	0.0019013426	0.00091602554	0.0014132368	9.609268e-05	0.00017847626	7.9988764e-05	3.219954e-05	1.3679857e-05
e	0.00010827577	4.2812117e-05	7.6837765e-05	0.0001263296	0.0035218038	0.037661828	0.4234419	0.28792742	0.12704746	0.085393384	0.032228645	0.0018476642	0.0005091877	5.980674e-05	3.8736234e-06	1.9128795e-06	3.86064e-07	3.9722343e-07	1.593889e-07
