 	non	mi	aspetti	che	non	vengo	</S>
m	0.357964	0.64137137	0.0004971437	1.7784268e-05	8.73317e-05	5.9025853e-05	3.3755805e-06
ì	0.016167952	0.0019841795	0.95225096	0.01521176	0.0031174812	0.008950659	0.002316975
m	0.092342466	0.90186095	0.0022752022	0.00035224826	0.0023731259	0.00079301524	3.065588e-06
e	0.25744253	0.08538629	0.5453919	0.03940625	0.007409527	0.064201854	0.00076159654
m	0.110941164	0.8245478	0.023421705	0.013304791	0.011601077	0.016004149	0.00017918943
ì	0.003411995	0.006113944	0.92702466	0.062675156	7.188908e-05	0.0005838962	0.000118409145
n	0.12913033	0.3340223	0.054556094	0.18285605	0.29646066	0.0029578428	1.6709086e-05
i	0.32009053	0.3433985	0.09777775	0.19406717	0.004686937	0.010169332	0.029809795
k	0.018085115	0.11640121	0.02731879	0.45106164	0.14798598	0.2364056	0.0027416488
a	0.00040178723	0.006223973	0.02287486	0.9314759	0.01663098	0.021611772	0.0007806764
e	0.0015761416	0.0053382358	0.0007301362	0.08520058	0.62934476	0.27385527	0.0039548445
n	0.020146217	0.0056581497	0.02313388	0.15075505	0.51872265	0.07272345	0.20886064
è	0.00016949199	0.0005667217	0.01995613	0.07174645	0.55739653	0.23664807	0.11351662
r	0.0002566497	0.0001642068	0.0023054176	0.002493974	0.19689658	0.7822025	0.015680712
k	5.2652013e-06	1.901673e-05	0.000114500865	0.0051230476	0.018264515	0.9412839	0.035189796
o	1.5670234e-05	1.1044382e-05	0.0011360713	0.00022781397	0.022421597	0.6786371	0.29755068
m	0.00034180714	0.00015946449	0.00035030252	7.352529e-05	0.03915525	0.50135976	0.45855993
e	4.8093148e-06	8.33557e-06	0.00018227936	0.0009970018	0.14041635	0.583656	0.27473524
</S>	1.32527775e-05	3.8545e-05	8.641104e-07	1.9530433e-05	0.004161348	0.075630754	0.92013574
