 	non	avete	mangiato	mai	un	rustico	</S>
e	0.9449477	0.054647185	0.0003554357	2.3996417e-05	1.6297321e-05	7.1293193e-06	2.2324446e-06
n	0.24542476	0.7433566	0.009849443	0.0009976047	0.0003659337	4.958752e-06	6.839616e-07
è	0.46197164	0.50806224	0.021115173	0.00171604	0.0002805778	0.0068265246	2.7723887e-05
c	0.0047274027	0.9751948	0.01985034	0.00017753713	3.489741e-05	1.5051733e-05	1.5064182e-07
h	0.0045301705	0.8963286	0.097429395	0.001496267	0.00019944433	1.51343165e-05	9.496413e-07
e	0.00087508565	0.8871434	0.108022496	0.002591828	0.00069908175	0.00064942066	1.8605468e-05
t	0.0012155605	0.53292155	0.46134284	0.004294419	0.00014330132	8.074186e-05	1.5702813e-06
e	0.0001387362	0.09124546	0.8469403	0.06092953	0.00050677947	0.0002389056	4.030936e-07
f	0.0011878788	0.03538048	0.93982184	0.02348445	9.9795645e-05	2.2767905e-05	2.8433578e-06
a	0.0005603335	0.04886612	0.7045575	0.23364872	0.0028314125	0.009310253	0.00022568725
m	0.0015122312	0.011760916	0.7869448	0.19763601	0.0021416624	3.0028953e-06	1.3451056e-06
è	0.0004590638	0.0068777306	0.29909724	0.6176675	0.010644334	0.06432745	0.0009266201
n	0.00072708935	0.005419182	0.22776814	0.73359096	0.032476153	1.7565024e-05	8.8297935e-07
a	0.023239939	0.043273468	0.2521707	0.35756186	0.22181988	0.09836065	0.0035734673
m	0.030022953	0.02032316	0.05750255	0.64192027	0.23737635	0.012520479	0.00033426716
à	0.00055650034	0.0023047386	0.023778377	0.47005236	0.19474165	0.30326065	0.005305731
i	0.00010063004	0.0002091783	0.0076321303	0.14283065	0.8488143	0.00039610927	1.693111e-05
è	0.022675274	0.0127852755	0.0098748915	0.05258106	0.71086305	0.18800476	0.0032156943
n	0.0011113567	0.003690011	0.0026931537	0.037900686	0.92200065	0.031457555	0.0011465441
a	0.0001425664	0.00021051086	0.00051775965	0.010837019	0.71748245	0.26406032	0.006749386
n	0.017868148	0.022248365	0.01581479	0.019408358	0.15990067	0.6787397	0.08601994
r	2.793102e-05	4.267836e-05	3.298362e-05	0.0001598496	0.0068357475	0.9753387	0.017562173
ù	3.544645e-07	1.2258948e-06	6.5559624e-07	8.324541e-06	0.00032367808	0.98581713	0.013848565
s	1.2462483e-05	1.4536185e-05	1.0069852e-05	3.6645975e-05	0.0024654479	0.98718506	0.010275668
t	9.659583e-07	2.8562783e-06	4.540303e-06	0.00011979465	0.019448245	0.9735281	0.0068956027
i	1.3789379e-06	4.6526243e-06	9.3531224e-07	2.1232552e-06	4.5371875e-05	0.9927128	0.0072327815
k	2.6053298e-05	1.619455e-05	7.0465335e-06	4.836693e-06	4.5841934e-05	0.6734262	0.32647386
o	6.139114e-07	1.80914e-06	2.217973e-06	2.4508601e-05	0.0062429924	0.9692611	0.02446672
</S>	6.805648e-05	5.3922457e-05	2.4340754e-05	1.198643e-05	3.6321027e-05	0.0872014	0.9126039
