 	quando	divento	vecchio	vendo	mia	casa	e	vado	a	vivere	al	mare	</S>
m	0.9984516	0.0015201101	2.1793705e-05	5.7355355e-06	2.0240267e-07	2.5516647e-07	5.5668224e-08	3.1748637e-08	1.2660619e-08	1.0067412e-08	7.571604e-09	1.3911787e-08	5.72054e-08
ò	0.101348504	0.83079773	0.048123207	0.015717115	0.00069143635	0.0032154638	6.265839e-05	2.4057023e-05	5.8046357e-06	3.1454754e-06	1.2679548e-06	2.2996005e-06	7.2429843e-06
t	0.9573811	0.041355807	0.0011789309	7.844401e-05	3.0386677e-06	1.5883072e-06	3.2730313e-07	8.915882e-08	1.8719537e-07	1.3471036e-08	4.52568e-08	7.9232365e-08	2.1741877e-07
t	0.29028675	0.704749	0.004842846	8.500408e-05	3.2853118e-06	3.0217388e-05	1.5223213e-06	6.3433777e-07	7.691502e-08	2.6045836e-07	6.520475e-08	2.1101835e-07	1.6703562e-07
e	0.10605558	0.8824437	0.011027885	0.00034286416	4.2697422e-05	2.4200108e-05	1.3580172e-05	3.5248024e-06	2.9613193e-06	3.7132463e-06	4.300508e-06	1.1371855e-05	2.3667304e-05
j	0.10839324	0.82142794	0.059721112	0.009826307	0.00049972994	0.000100385296	1.448016e-05	3.5947298e-06	5.8955557e-06	3.7240278e-07	8.059695e-07	1.329884e-06	4.8632237e-06
è	0.0038722123	0.9685005	0.027161619	0.00044495077	1.084263e-05	8.1829485e-06	1.2638301e-06	3.7894876e-07	2.3902539e-08	8.168453e-08	9.495214e-09	3.490232e-08	4.315025e-09
n	0.005207143	0.91112167	0.082521036	0.0011445738	3.4053187e-06	2.0452098e-06	6.678904e-08	2.8937547e-08	1.6834784e-08	1.2046518e-09	4.445383e-09	5.5968354e-09	1.5893287e-08
o	0.02330293	0.7870333	0.1850857	0.0036018973	0.00052303367	0.00028274689	9.031378e-05	2.0817006e-05	4.0106756e-06	1.3694285e-05	2.3054426e-06	2.0247044e-05	1.8949799e-05
m	0.04608682	0.12415732	0.7280363	0.09313726	0.003110085	0.0051334146	0.00021959768	4.6787743e-05	3.7877042e-05	2.7001138e-06	7.625967e-06	1.1975577e-05	1.2248854e-05
e	0.0012514538	0.1426539	0.8111196	0.040460248	0.00349982	0.0006656278	0.0002330438	8.564964e-05	1.2307904e-05	1.1017887e-05	2.740326e-06	4.0080768e-06	6.0910213e-07
v	0.0003552902	0.074193925	0.6660961	0.2582037	0.0010614078	8.625466e-05	2.9705836e-06	2.9824534e-07	1.0099074e-07	6.6300316e-09	8.946255e-09	1.3096341e-08	4.3033157e-08
è	0.0006211341	0.015152324	0.81910545	0.15203573	0.00985416	0.0021243645	0.0006836787	0.00028667014	7.877965e-05	3.6980615e-05	1.3599078e-05	4.799265e-06	2.3143389e-06
k	0.0003279877	0.011025322	0.45681062	0.5301856	0.0015011998	0.00014298392	4.910511e-06	1.1227837e-06	9.7631e-08	4.19066e-08	2.4545097e-08	4.079989e-08	5.6464895e-08
k	0.017238243	0.021252656	0.45799914	0.40513718	0.089991555	0.0022593234	0.002894366	0.00041663766	0.0002585687	0.00025868524	0.00013946333	0.0014691621	0.0006849357
i	0.024080846	0.54432213	0.17654102	0.20774405	0.037372537	0.005018496	0.0009821339	4.7162437e-05	9.015942e-05	1.7222575e-05	4.6752237e-05	0.0002550815	0.0034823858
o	0.014638609	0.026031338	0.14471163	0.6620291	0.09643532	0.051509984	0.0036813023	0.00065004634	0.00022982745	1.9951709e-05	2.0410402e-05	2.8719502e-05	1.36906165e-05
p	0.0028531714	0.0019166452	0.006958163	0.5359333	0.43041134	0.018608985	0.003121126	0.00012527451	5.541513e-05	7.347563e-06	2.2417544e-06	4.181013e-06	2.747839e-06
u	7.9672776e-05	0.00052100787	0.0125585655	0.58126765	0.36921132	0.024391055	0.010337736	0.001375655	0.000117558884	9.513465e-05	3.407265e-05	5.965841e-06	4.6014134e-06
l	8.388276e-05	0.00018931866	0.0034626676	0.6735935	0.21335737	0.101409085	0.007550453	0.0003407775	1.2245576e-05	3.909256e-07	1.7449693e-07	9.089877e-08	5.261244e-08
ò	0.00026532766	0.00031776557	0.0052334038	0.3372819	0.4964901	0.10763618	0.04504724	0.0066918503	0.0007978484	0.00016599268	5.6787852e-05	9.901374e-06	5.7313505e-06
t	0.00041652712	0.0022420762	0.002313058	0.19939387	0.2453183	0.50915843	0.03712912	0.00396202	5.663742e-05	8.2269025e-06	1.002783e-06	6.813148e-07	9.883474e-08
o	0.00012424574	0.00041365885	0.0027291398	0.21594875	0.51525867	0.1251292	0.13377665	0.006254938	0.00026582764	7.7768644e-05	1.1984515e-05	8.0799255e-06	1.05688e-06
s	0.015430927	0.06393743	0.010937849	0.058658313	0.27409297	0.09761575	0.35776	0.11137683	0.008530337	0.0008318664	0.0003391931	0.00046875968	1.974239e-05
p	3.97542e-06	3.116514e-05	7.1071656e-05	0.013506558	0.20573714	0.3986014	0.3151423	0.06295	0.003811324	0.00013489256	9.3039125e-06	8.7121254e-07	9.1351545e-08
ì	0.0003659888	0.0022399442	8.9183195e-05	0.0021572078	0.031813674	0.3208973	0.5866665	0.048970796	0.0025890295	0.0038559085	0.00019295159	7.077061e-05	9.0738075e-05
t	0.0001100278	0.0003493786	0.00026322706	0.017273638	0.16181749	0.3435606	0.4008556	0.0732233	0.0024802089	5.4435717e-05	6.0767434e-06	4.1024905e-06	1.9216602e-06
i	0.00011209386	0.00028079926	0.00018357454	0.015388615	0.09704835	0.119179726	0.6546002	0.10162978	0.009613827	0.001782376	0.0001278778	3.6436e-05	1.6474523e-05
m	0.002542612	0.017288638	0.0015773493	0.0040329797	0.020579556	0.03540995	0.33043087	0.5437832	0.038638614	0.0046709203	0.0007266834	0.0002969982	2.1616157e-05
u	1.2624577e-05	1.882731e-05	1.8876353e-05	0.00073831674	0.007949388	0.057971824	0.40158993	0.48253703	0.041919287	0.006770141	0.00045764545	1.12884545e-05	4.8278025e-06
c	1.4853079e-05	3.61436e-05	1.1951607e-05	0.0002868863	0.0046903505	0.025869261	0.2258481	0.6316669	0.10116718	0.009203426	0.0011692481	3.0676838e-05	4.959237e-06
e	5.654014e-06	8.332051e-06	6.224251e-06	0.00026242455	0.002109418	0.026620936	0.22337018	0.6571917	0.06719593	0.021737074	0.0014173986	3.845305e-05	3.621564e-05
p	5.9811578e-06	1.5426234e-05	5.4824463e-06	0.00021124088	0.0040383427	0.02945581	0.25411236	0.55652285	0.12239755	0.0279748	0.0051075737	0.00013104812	2.1547483e-05
à	1.0304532e-05	1.671259e-05	1.076109e-05	0.00016300657	0.0009456602	0.01090689	0.10370121	0.6811891	0.14330858	0.05523615	0.004284332	0.000110859306	0.000116549876
o	1.0976983e-05	1.836858e-05	1.7047754e-05	0.00015866096	0.001224018	0.0043539074	0.033147097	0.6652523	0.1849188	0.10058013	0.01007823	0.00017860826	6.1709885e-05
s	0.0019471761	0.020897085	0.00066333223	0.00093877566	0.0020213297	0.007365475	0.019695492	0.108347334	0.5563524	0.14196932	0.12837656	0.010286578	0.0011391742
t	6.2378444e-07	2.9579928e-06	7.6246397e-07	7.6433835e-06	0.00011264963	0.0027964923	0.048649263	0.24339648	0.30342758	0.32291198	0.07812667	0.0004529423	0.000114018505
i	1.1216138e-06	1.2141985e-05	4.2920408e-07	2.5699742e-06	5.8326015e-05	0.003921358	0.037013844	0.10420207	0.052459236	0.7258105	0.058890566	0.014383759	0.0032440973
t	3.1724696e-05	0.00014819807	6.864756e-06	1.7929411e-05	8.1151964e-05	0.00025380688	0.005858811	0.050157197	0.36888438	0.2797848	0.27973625	0.012314406	0.0027244508
à	5.624455e-07	2.2153463e-06	9.0875056e-07	1.2067595e-05	9.9266224e-05	0.0022574777	0.026706232	0.14242473	0.24714719	0.3894257	0.18336421	0.006512088	0.0020473301
l	3.2129377e-05	6.1006325e-05	2.1371003e-05	4.1887506e-05	9.912414e-05	0.00019554258	0.0022792509	0.07639822	0.20349866	0.39830607	0.29245126	0.023262596	0.003353013
a	7.859514e-06	2.222533e-05	4.2311767e-06	7.316112e-06	4.345412e-05	0.00022783602	0.004790866	0.050203554	0.20625448	0.51175016	0.21933241	0.004776632	0.0025789335
s	0.0006077165	0.010926724	0.00045402968	0.00034852058	0.0005416296	0.0028383192	0.0028440757	0.003874952	0.03333329	0.13000736	0.6524484	0.07743968	0.08433536
s	1.4941588e-06	2.5117754e-06	1.2271128e-06	8.7822997e-07	3.7028854e-06	1.3271398e-05	0.00014358516	0.0049217567	0.033461656	0.39123794	0.47008318	0.074938014	0.025190875
a	4.1752511e-07	2.6338191e-06	2.3164006e-07	1.8086556e-07	1.7833808e-06	3.885106e-05	0.00051190384	0.0050375112	0.014044519	0.31862456	0.15885645	0.48538965	0.017491309
n	2.2115171e-05	0.00018425944	4.584789e-06	6.7205206e-06	1.8001227e-05	4.373312e-05	0.00015723883	0.00035239095	0.01132483	0.056337703	0.5162342	0.23676887	0.17854534
a	8.0380784e-07	2.0612697e-06	1.062373e-06	9.765631e-07	3.296992e-06	4.442983e-05	0.0003307252	0.006073852	0.05634599	0.26200235	0.46632996	0.18221071	0.026653783
z	4.871249e-05	0.0003320725	2.198701e-05	2.7274045e-05	4.194468e-05	0.00010216581	0.00022496637	0.00058775407	0.007138591	0.048580527	0.5141122	0.3826114	0.046170473
ì	3.6601712e-06	3.9170436e-06	2.762442e-06	2.673001e-06	3.6839072e-06	2.0105732e-05	9.466508e-05	0.003405373	0.013681329	0.17091903	0.3434885	0.36969635	0.098678015
s	1.0639456e-05	4.5229357e-05	9.936765e-06	8.8527295e-06	1.3923633e-05	4.8751997e-05	9.570773e-05	0.0007406523	0.005127563	0.093853764	0.37520924	0.4886148	0.036221035
o	3.1784482e-05	3.5652818e-05	5.685095e-06	3.3837484e-06	1.563135e-05	8.844888e-06	6.725638e-05	0.00032944378	0.004069863	0.05965684	0.14240533	0.31266895	0.48070142
</S>	0.00014435708	0.0029183703	0.00010300042	7.173656e-05	0.000109406166	0.0006424004	0.00040088253	0.00013480578	0.0006297337	0.0011920624	0.019142043	0.15242997	0.8220812
