 	mio	padre	ha	lavorato	sempre	</S>
o	0.99351245	0.006458761	2.0842395e-05	1.1783148e-06	6.285008e-06	4.2025573e-07
c	0.8142368	0.1753027	0.010184912	0.00015593016	0.000118406584	1.2880632e-06
i	0.56732905	0.41408154	0.0090365615	0.008915453	0.0004841558	0.00015322046
ù	0.07059986	0.91187567	0.01752058	3.0357264e-06	5.066197e-07	3.5738006e-07
r	0.030390898	0.5855378	0.3837997	0.00019367236	7.057728e-05	7.333513e-06
i	0.111010104	0.5035458	0.38337862	0.0020439886	2.0375786e-05	1.0583452e-06
m	0.07622641	0.31272125	0.60158193	0.006912036	0.0024369447	0.00012149692
m	0.035078004	0.08559835	0.73266405	0.142403	0.004051043	0.00020561987
u	0.8225232	0.029657139	0.034268692	0.10856477	0.0034390877	0.001547095
è	0.013865319	0.24735643	0.5670159	0.10377021	0.05334526	0.014646889
p	0.0042576296	0.08074938	0.81330276	0.09548009	0.005901077	0.0003090276
o	0.096613206	0.014321861	0.533164	0.31670457	0.034279022	0.0049172207
l	0.051424377	0.041418772	0.135349	0.63258374	0.13711904	0.002105071
e	0.023081277	0.0017542455	0.025134433	0.8816187	0.06377769	0.004633742
m	0.0027943093	0.0015238504	0.014678912	0.7272033	0.21501318	0.038786374
i	0.0006005806	0.00023868846	0.01156932	0.8634417	0.07477437	0.049375307
m	0.00031952388	0.00029182457	0.0053698816	0.25561142	0.67544293	0.06296439
m	0.0027470987	0.00041394372	0.0036794438	0.36174715	0.41835535	0.21305703
è	0.0061138947	0.00019521092	0.0047069932	0.14264086	0.46222514	0.38411793
n	4.6404795e-05	9.112179e-05	0.0015063032	0.015810579	0.97684026	0.005705221
a	0.0079431655	0.00031674697	0.0040408857	0.008707211	0.53356683	0.4454251
p	0.044931587	0.0066254595	0.004720838	0.007836402	0.37077242	0.56511325
à	0.00045366614	1.2829276e-05	3.5332883e-05	0.0036753146	0.91983306	0.07598986
n	1.11311165e-05	1.1003964e-05	3.3671648e-05	0.0005509772	0.991282	0.00811115
t	0.0009485556	9.696137e-06	4.251038e-05	0.00025783418	0.84767395	0.15106747
a	0.024373189	5.177744e-05	5.6894e-05	0.0009156299	0.5605058	0.4140967
</S>	0.0010863389	8.031613e-05	9.735934e-05	9.5937074e-05	0.05199934	0.9466407
