 	avete	cucinato	le	verdure	</S>
m	0.9991524	0.000783216	1.3704564e-05	4.672222e-05	3.9600877e-06
a	0.5363479	0.17496464	0.08991599	0.19671851	0.0020529144
r	0.89055014	0.108966686	0.00021910213	0.0002529237	1.1260661e-05
è	0.18821986	0.73677915	0.070121326	0.004558567	0.0003210008
t	0.16323748	0.80389345	0.032519873	0.00033987555	9.291154e-06
s	0.009066633	0.97022444	0.020274661	0.00042386164	1.0246795e-05
a	0.022082219	0.8232061	0.14414804	0.0073866844	0.0031768824
t	0.07104401	0.5491479	0.3208601	0.05293836	0.0060096327
o	0.0005158546	0.16089359	0.8029947	0.03523412	0.00036167994
t	0.0035785832	0.044369943	0.5787677	0.3710215	0.0022622822
a	0.00027150006	0.09611277	0.65163684	0.13133477	0.120644085
l	0.0007707421	0.011970046	0.18186922	0.79204375	0.013346269
à	0.00046004527	0.023629645	0.44761527	0.26862177	0.25967327
c	0.0005144163	0.00543075	0.04625242	0.90204316	0.045759205
h	3.905989e-05	0.00035850517	0.06883956	0.9139128	0.016850067
a	6.835514e-06	0.000116074974	0.05141234	0.9378844	0.010580335
n	5.2548046e-05	0.00014787653	0.0025047632	0.065360345	0.9319345
a	1.0803795e-05	0.00020508874	0.11326363	0.55756694	0.3289535
</S>	3.523745e-05	2.5205994e-05	0.0009211717	0.035178546	0.96383977
