 	è	pericoloso	di	nuotare	nella	notte	</S>
è	0.99785846	0.0021284702	7.1852032e-06	3.1726966e-06	1.01901975e-07	2.4094263e-06	2.3421622e-07
p	0.1432152	0.84890443	0.0049405447	0.002848249	8.305117e-06	8.176565e-05	1.428667e-06
e	0.13841131	0.8588988	0.0023843742	0.0002883386	6.1203586e-06	1.0778753e-05	3.1374196e-07
r	0.01519332	0.9673815	0.015663631	0.0016347073	2.5486119e-05	8.845045e-05	1.28959455e-05
i	0.0007042017	0.970867	0.028238578	0.00017910237	1.4010819e-06	9.551966e-06	3.154651e-08
k	0.0012433499	0.9689011	0.029559728	0.00027735808	5.9697577e-06	1.1060718e-05	1.3986638e-06
u	0.00049919187	0.7044782	0.29020402	0.0045533073	3.965256e-05	0.0002237448	1.9371273e-06
l	0.00030989863	0.73130476	0.2663352	0.0020115504	2.2206219e-05	1.50919e-05	1.3511446e-06
ò	0.0002323812	0.51519436	0.46996027	0.014065917	0.00023739597	0.0003003304	9.401911e-06
s	0.0005238162	0.37165147	0.59643424	0.031347133	2.221323e-05	2.0790148e-05	4.073107e-07
o	0.00022510164	0.47102296	0.51506585	0.013445659	0.00020099689	3.842885e-05	1.0651352e-06
n	0.024948446	0.062194947	0.56958425	0.33009437	0.004634329	0.008494618	4.902496e-05
a	0.00014213791	0.023159375	0.5802292	0.39076567	0.0027928385	0.0028984286	1.2365484e-05
n	0.0010056499	0.0037726078	0.22275557	0.7627451	0.009029283	0.0006837652	8.1156895e-06
a	0.00016315786	0.009397289	0.3794441	0.5849462	0.02018327	0.00571068	0.00015523296
t	0.0005386181	0.0011556488	0.04444305	0.9124877	0.039152466	0.0022072813	1.519489e-05
è	2.4847257e-05	0.0031564254	0.13052481	0.69918054	0.16156799	0.00479937	0.0007459383
t	8.321158e-05	0.0013782184	0.013393804	0.87935317	0.09501154	0.010739412	4.0522653e-05
s	3.4819495e-05	0.0034893309	0.04229853	0.4551182	0.4549381	0.043441247	0.0006797691
i	0.00029410678	0.02530137	0.032650683	0.14761543	0.7657082	0.024117203	0.004312916
a	0.0013350453	0.003099419	0.0061101234	0.09450423	0.859301	0.021697232	0.013953025
t	0.0003378496	0.00037675744	0.00095329405	0.053143453	0.7818413	0.11500644	0.048341036
s	5.3536332e-06	0.00020411318	0.007655497	0.14291084	0.48077184	0.28493455	0.08351781
è	2.2670433e-06	5.949081e-05	0.0025376051	0.0340839	0.47821912	0.38078442	0.10431314
n	0.000107655425	0.000104812665	0.00093626406	0.053522557	0.42960593	0.22134072	0.2943821
ì	4.5523348e-06	0.000114673094	0.0005754806	0.017919827	0.34550384	0.6298741	0.0060075554
t	0.00021112729	0.00089903915	0.00045275304	0.001227984	0.016657753	0.91546416	0.06508726
t	8.01203e-06	1.8453087e-05	4.431705e-05	0.00025684957	0.007416686	0.9331656	0.059090078
a	4.2244657e-05	0.00017865258	0.00011280562	0.00015119986	0.015901681	0.933171	0.05044246
</S>	9.482495e-05	0.00029889873	6.958792e-05	3.5145076e-05	0.00039245083	0.013435246	0.98567384
