 	perché	aveva	lavorato	tutta	la	settimana	</S>
j	0.9987036	0.001295079	1.0283588e-06	7.664342e-08	4.397066e-08	9.808229e-08	3.394175e-08
a	0.9590206	0.03246615	0.007738343	0.0007368091	2.1453667e-05	1.4675728e-05	1.9720806e-06
t	0.35193062	0.6479591	0.000105431725	1.5041998e-06	1.36056e-06	7.5597615e-07	1.1649701e-06
ì	0.07682805	0.9	0.022988725	0.00017362401	6.995012e-06	2.594501e-06	1.7666378e-07
ì	0.02654566	0.9720784	0.0013725343	2.629459e-06	5.4194624e-07	1.5303361e-07	8.564471e-08
c	0.057654496	0.9338711	0.008013543	0.00035626275	8.184909e-05	1.83664e-05	4.5064635e-06
h	0.011613672	0.935328	0.052616943	0.00043102744	8.6562895e-06	1.1598157e-06	4.016642e-07
e	0.010110717	0.9814519	0.008302964	0.00011286857	3.685901e-06	1.090492e-06	1.661319e-05
p	0.019486481	0.4238404	0.5528011	0.0036944966	0.0001250217	4.243706e-05	1.01618225e-05
o	0.00037576345	0.028701993	0.95728487	0.012991328	0.0005163263	0.00012586727	3.743306e-06
l	0.0004384156	0.011223348	0.97257996	0.014983306	0.00067852094	8.0513215e-05	1.5942383e-05
e	0.00066361873	0.0018988822	0.89306015	0.09965414	0.0038457264	0.00082582823	5.162044e-05
m	0.00043681185	0.0022276184	0.8842827	0.10611245	0.006677163	0.00023376485	2.9412584e-05
ì	0.00050425384	0.0041369717	0.8015887	0.18565692	0.005461409	0.00081226934	0.0018394748
s	0.00028434797	0.0027110532	0.5278137	0.42973608	0.038179368	0.0012465927	2.8959503e-05
o	0.0022640964	0.0055172783	0.27743495	0.6762819	0.034777932	0.0010281802	0.002695567
n	0.14609122	0.03784666	0.041106753	0.55139387	0.18629786	0.03667061	0.0005930575
t	9.0572474e-05	0.00017262872	0.023186553	0.8963004	0.07895424	0.0011962802	9.933542e-05
a	6.331445e-05	0.00047412515	0.04802672	0.8856135	0.05739785	0.0050605307	0.0033640086
ò	0.00043193615	0.00045046743	0.009218848	0.6375606	0.33336854	0.016638402	0.0023312801
l	0.0034717673	0.0036667963	0.0077791302	0.55156565	0.41422355	0.012299293	0.00699375
i	0.00011577523	0.00025023802	0.0028380305	0.34340334	0.59689784	0.05306846	0.0034263164
t	0.057889972	0.03014097	0.006479615	0.022178782	0.14364417	0.6927027	0.046963833
i	9.877014e-06	2.8813944e-05	0.00061691174	0.24687608	0.4758257	0.25724033	0.019402312
n	0.00015430097	0.00013425897	4.9548125e-05	0.00087016495	0.07033125	0.8907656	0.037694875
a	4.6636043e-05	8.2046216e-05	0.00022304889	0.0752451	0.45593715	0.38550937	0.082956575
d	0.00013899719	7.525594e-05	3.540291e-05	0.0005342513	0.022452282	0.9435701	0.03319375
d	5.042138e-05	5.9944225e-05	5.7245237e-05	0.0012858941	0.094032735	0.7217916	0.18272217
o	4.8977905e-05	8.505895e-05	5.1838048e-05	0.003033669	0.02140657	0.4295108	0.5458631
m	0.00030650187	0.00018147376	7.524795e-05	0.0002429001	0.00806432	0.5640129	0.42711666
à	5.2693897e-05	5.000948e-05	6.5849155e-05	0.0005907448	0.02920572	0.53199697	0.43803802
d	0.00019852289	0.0001485102	3.200772e-05	0.0002928823	0.009289265	0.87496364	0.115075156
a	1.4465255e-05	1.2737488e-05	6.112026e-06	3.059498e-05	0.0036435912	0.8474036	0.14888893
</S>	0.0038963	0.0031177846	0.00035486923	0.00048553027	0.0010413519	0.09413561	0.8969686
