 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
t	0.9976956	0.0019845283	0.00031233532	6.5241516e-06	4.088973e-07	3.5781036e-07	4.9236682e-08	4.0157e-08	7.9376385e-08
a	0.92277575	0.07552986	0.0016919385	9.605244e-07	1.0886047e-06	3.4944767e-07	1.0947722e-08	3.028678e-08	3.0528269e-09
p	0.38040677	0.47884983	0.12964676	0.011054969	1.5537113e-05	2.3390927e-05	9.5269974e-07	4.5901407e-07	1.3274795e-06
e	0.024265159	0.96358913	0.01209835	3.5124979e-06	3.828903e-05	3.167152e-06	1.6242794e-06	6.679814e-07	6.812077e-08
d	0.0376654	0.91028225	0.05118739	0.00086379994	1.0181433e-06	1.4992943e-07	5.5065215e-09	3.8668504e-09	2.3291955e-08
ì	0.00082924316	0.7996417	0.19914682	6.9075955e-05	0.00028626955	1.6554988e-05	8.355692e-06	1.6873787e-06	2.9801478e-07
a	0.002940023	0.9401392	0.052771214	0.0041405866	8.332996e-06	6.3005183e-07	1.0198846e-08	1.5825714e-08	2.9049042e-08
m	0.009701854	0.022613617	0.94489545	0.01833671	0.0042365473	0.00013675753	1.448845e-05	4.9516693e-05	1.4926452e-05
i	0.000121044366	0.0463159	0.8615496	0.014828417	0.06889074	0.008090059	0.0001767994	1.8322693e-05	9.134682e-06
n	0.0013668307	0.059806388	0.7876204	0.14925428	0.001876065	7.496298e-05	3.5166858e-07	4.900474e-07	2.2561352e-07
c	0.00080265227	0.008166413	0.8497267	0.036717836	0.09777557	0.006285624	0.00046047455	5.3865817e-05	1.0951219e-05
i	0.0042501637	0.014775033	0.97550803	0.000462808	0.0046102414	0.00027009877	3.1004784e-05	5.4362445e-05	3.8116465e-05
à	0.0007963599	0.0024711087	0.9178854	0.06922179	0.009493334	0.0001258926	1.9205045e-06	3.167485e-06	9.324296e-07
e	0.0070042405	0.0061756647	0.20320532	0.6790197	0.076237604	0.028290194	4.0938467e-05	1.6267837e-05	1.0041668e-05
n	0.0043034805	0.0033742278	0.08970395	0.7177281	0.16776799	0.017002711	8.160303e-05	3.4667693e-05	3.2859402e-06
i	0.003745158	0.0017617887	0.015331033	0.06695988	0.5655463	0.3386028	0.0073339893	0.0005782983	0.00014074317
n	0.0014863424	0.0008757996	0.009184965	0.23157634	0.70427567	0.051749013	0.00073387165	0.00011210084	5.848572e-06
d	0.0010653894	0.0010251091	0.0033710587	0.10956345	0.42484388	0.43615988	0.021553224	0.0019704679	0.00044745943
ì	0.050036635	0.012070909	0.30462378	0.0071868864	0.39759767	0.10743162	0.020060228	0.08411337	0.01687892
n	0.0034346622	0.0043051625	0.0140729565	0.05838393	0.1698096	0.7387424	0.010135569	0.000979379	0.00013636283
n	0.020413032	0.0010015229	0.0011194696	0.14874731	0.02546031	0.7389128	0.022402316	0.008051278	0.03389191
u	0.20047385	0.03249737	0.16788352	0.043147355	0.383762	0.14472905	0.015609837	0.0019553707	0.009941723
t	0.055599574	0.05954922	0.03899984	0.11555707	0.25763386	0.36509913	0.08673242	0.017042164	0.003786687
t	3.7118967e-05	3.4805522e-05	0.00013355484	0.0019202253	0.20981023	0.23059216	0.5530205	0.003884785	0.00056666567
e	0.00012079441	0.00026669443	0.007979749	0.0009345095	0.4807162	0.106911786	0.340214	0.056360688	0.0064954483
m	0.0039028886	0.00070825074	0.0014277126	0.046747472	0.09018145	0.30163547	0.41172102	0.13240153	0.01127418
a	4.9169706e-05	0.00010282315	0.00024406028	0.013672157	0.11568025	0.10783049	0.7053211	0.03861339	0.018486489
n	0.000338035	7.343865e-05	5.99299e-05	0.009844714	0.018265236	0.13525733	0.36072752	0.43790624	0.03752749
i	0.0002464524	0.00030409367	0.00021465743	0.0015571511	0.009026567	0.06950592	0.8274496	0.04886082	0.04283475
c	0.0008436815	0.0003480205	0.00037605176	0.00065623847	0.001434543	0.0035848771	0.1323833	0.81537485	0.044998493
h	2.866667e-05	4.766103e-05	4.753792e-05	0.0025118284	0.0045020366	0.043432236	0.5820526	0.21873128	0.14864616
ò	0.0007175154	0.00012332245	0.000942099	0.0003311006	0.0034344539	0.00394629	0.08559907	0.4979153	0.4069909
t	0.0003553496	0.00017503568	0.0003060557	0.0042214287	0.0031585696	0.012733699	0.4843221	0.3787061	0.11602167
t	0.002356293	0.00010935935	0.0002993727	0.0013020482	0.0022638196	0.0068112584	0.15881412	0.5007381	0.3273056
o	0.0050033447	0.00042136724	0.0015825462	6.582834e-05	0.0034915756	0.00046953486	0.06602869	0.8399636	0.082973644
</S>	0.0023499655	0.0027148582	0.0044578225	8.743455e-05	0.0003809741	4.4010787e-05	0.003247186	0.12733433	0.8593834
