 	che	impara	una	cosa	che	studia	una	cosa	</S>
n	0.9996823	0.00030864085	7.103273e-06	8.314802e-07	1.4388895e-07	7.306587e-07	1.383265e-07	1.6509153e-08	7.857097e-08
a	0.9319648	0.05473618	0.010111198	0.003046906	5.948481e-05	5.5262175e-05	2.523153e-06	2.0759613e-05	2.8605718e-06
m	0.11743422	0.87680596	0.005648546	6.4510576e-05	7.986861e-06	3.4085253e-05	3.9542506e-06	1.7228272e-07	5.190807e-07
à	0.25828242	0.71828705	0.013009258	0.0080088265	0.0015339934	0.0004172981	5.7741687e-05	0.00037537437	2.8127664e-05
t	0.008852753	0.984768	0.006372991	5.9136464e-06	1.5384217e-07	2.018922e-07	1.54423e-08	8.365142e-09	3.0834993e-08
i	0.0039354307	0.9814414	0.014420984	0.0001978871	2.6431146e-06	7.4578065e-07	5.2301036e-08	5.723849e-07	3.947869e-07
è	0.06699181	0.4516948	0.45241454	0.024402726	0.00069936406	0.003297792	0.00043544348	2.7959906e-05	3.5542333e-05
n	0.0026384774	0.24969694	0.74384284	0.00358417	0.00016876949	4.949648e-05	1.0154029e-05	4.1604744e-06	4.937365e-06
a	0.0043400745	0.53827083	0.43956396	0.015874606	0.0016787269	9.092831e-05	7.84235e-06	0.00016059409	1.2527582e-05
p	0.045949537	0.048336547	0.7794282	0.10621371	0.007946732	0.011414634	0.0006469449	4.5557124e-05	1.8213563e-05
r	0.0017546185	0.026070615	0.4597035	0.36875492	0.13916168	0.0039044155	0.00039967065	0.00021958578	3.1038715e-05
à	0.00019528507	0.025696877	0.2218297	0.703479	0.048117135	0.000672047	6.30439e-06	3.5399987e-06	1.3710104e-07
m	0.00024745005	0.017618183	0.9341095	0.039756276	0.0076866476	0.00057594356	3.3329875e-06	1.5044271e-06	1.1340978e-06
a	0.0014634595	0.012584879	0.6674343	0.16378203	0.14656971	0.007817084	0.00024384315	6.104887e-05	4.3663626e-05
n	0.022389086	0.015340832	0.20569147	0.16050884	0.41008472	0.17985252	0.0057333987	0.00035257573	4.654284e-05
a	0.0015563199	0.0020165376	0.03604431	0.17414197	0.7482681	0.029999107	0.0050612246	0.002752462	0.00015989241
s	0.0014514484	0.0014170686	0.03358167	0.13793515	0.38116908	0.4414575	0.0029457833	3.4863126e-05	7.477575e-06
t	3.1898482e-05	0.00023753833	0.020356636	0.3607144	0.43479273	0.17924717	0.004470847	0.00012728863	2.1463718e-05
u	1.9813298e-05	4.903109e-05	0.0046585	0.7728733	0.18183042	0.035859723	0.003912057	0.00061649655	0.00018072856
d	0.00015203038	0.00019196604	0.007330524	0.17236854	0.24931933	0.5664957	0.004043548	8.8208886e-05	1.0157666e-05
i	6.457713e-05	0.00026738262	0.009576714	0.17950904	0.41162115	0.36991063	0.025137492	0.0025643026	0.0013487112
è	9.901433e-05	5.7822057e-05	0.0013201546	0.013685614	0.052990448	0.87203205	0.05775007	0.0019113045	0.00015365446
t	0.00670856	0.0044962857	0.0047874283	0.011501053	0.058034014	0.82574874	0.08634428	0.0011526264	0.0012269738
s	7.876921e-05	4.7675443e-05	0.00069225184	0.02567669	0.10239097	0.5401347	0.32601252	0.00426035	0.00070602715
i	0.007324256	0.0033059572	0.0013167846	0.15484726	0.019319493	0.45043594	0.24307516	0.098114684	0.02226049
è	0.0012356904	0.0007701999	0.00053559	0.0026087617	0.002283182	0.22718777	0.6314501	0.11409527	0.019833365
n	0.0005449502	0.0005418398	0.0003336584	0.001644047	0.0009706411	0.15015374	0.76071465	0.071616165	0.013480324
a	0.00028542816	7.295781e-05	9.634547e-05	0.00034078953	0.0034420625	0.06147606	0.6772432	0.21286798	0.04417532
p	0.014891535	0.008842991	0.0050351187	0.01060381	0.0035472126	0.013169203	0.09267389	0.35376436	0.4974719
r	3.0398762e-05	1.4308944e-05	7.4634604e-06	4.087442e-05	9.028054e-05	0.0020444258	0.06889867	0.816012	0.11286151
à	7.8243374e-07	2.4127067e-07	6.1439647e-07	3.2003067e-05	7.3138064e-05	0.00052755815	0.015869759	0.9660304	0.017465495
m	3.8258495e-05	1.7969503e-05	2.5394453e-05	3.6032816e-05	0.00016885447	0.002429576	0.25769922	0.59118146	0.14840326
a	2.2030064e-05	5.9286726e-06	3.4048262e-06	1.4280084e-05	2.9408919e-05	0.0003897199	0.024277246	0.8852078	0.09005032
</S>	0.00030730272	0.00016121162	8.564049e-05	0.0003726077	4.315903e-05	0.0001793653	0.0015656021	0.1405836	0.85670155
