 	voglio	che	Maria	che	venga	domani	</S>
i	0.9930621	0.0067433673	0.00015319098	7.2087983e-06	1.2548327e-05	1.5875843e-05	5.6856534e-06
t	0.9410336	0.04966104	0.008700143	0.00033659893	0.00018429954	8.013624e-05	4.1783223e-06
è	0.8140374	0.18007812	0.005701587	0.0001109456	7.1973664e-06	5.0058108e-05	1.4640191e-05
l	0.91983026	0.07713026	0.0029386168	6.9000715e-05	2.4357641e-05	7.245969e-06	3.1689225e-07
o	0.7536979	0.23330864	0.012917339	5.5971188e-05	6.4500236e-06	1.1867245e-05	1.9146078e-06
k	0.15696792	0.658288	0.1730145	0.0045079654	0.0068737217	0.00015568729	0.00019223163
a	0.0032925047	0.55487627	0.43619078	0.0054232506	6.0511342e-05	0.00015382552	2.8068036e-06
i	0.0049787764	0.20308577	0.768162	0.022435134	0.0012866918	3.1023348e-05	2.0598201e-05
M	0.008987495	0.021169435	0.90418196	0.06292928	0.0016780262	0.0010059533	4.7803012e-05
a	0.0004386815	0.011880626	0.41525653	0.33952165	0.0044899615	0.2022373	0.026175331
r	0.0009911336	0.05428769	0.76318336	0.13021262	0.047344875	0.0023680248	0.0016123005
ì	0.0007290615	0.0052647274	0.40565738	0.48171487	0.011870006	0.077867866	0.016896153
a	0.0007941085	0.008721688	0.3535285	0.41287228	0.20602381	0.014277952	0.0037817005
n	0.024780806	0.003915256	0.025629476	0.43679568	0.39615062	0.06286008	0.049868055
a	9.895823e-05	0.00025516906	0.022312624	0.08669607	0.02537388	0.8179295	0.047333814
r	0.00041963728	0.0013645259	0.021030083	0.16513348	0.669679	0.029198311	0.11317496
t	9.202509e-05	4.9159637e-05	0.003241726	0.030232657	0.05387683	0.62415695	0.2883507
i	1.0910519e-05	0.0001165068	0.0067034652	0.024378724	0.026285931	0.93143076	0.01107368
à	0.00017342526	0.00010014433	0.0016523114	0.025121108	0.22783381	0.1754519	0.56966734
v	0.0008882062	0.00016665409	0.0066854707	0.035670057	0.15886346	0.7522701	0.04545608
v	3.5924033e-05	1.1826329e-05	0.00016661242	0.005448907	0.07497777	0.9075076	0.011851378
r	0.0074767917	0.00028967106	0.00014789218	0.00074264035	0.03250838	0.50755876	0.45127586
i	0.00032059962	5.3760883e-05	0.00022320254	0.0034269593	0.084607325	0.7866691	0.124699146
</S>	0.00070252176	5.478502e-05	1.7480046e-05	9.1262715e-05	0.036825433	0.033577822	0.9287307
