 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
i	0.9924489	0.0073438245	0.00019804438	2.8211066e-06	1.7039e-06	2.2711638e-06	1.5066522e-06	4.7077583e-07	4.243932e-07
s	0.36686745	0.6061437	0.026793279	9.267689e-05	3.9672264e-05	4.173516e-05	1.7974735e-05	2.4379483e-06	1.0817031e-06
o	0.830889	0.16881564	0.00026684822	2.5599024e-05	2.277944e-06	3.8874813e-07	1.7199407e-07	1.9496833e-08	6.793336e-09
t	0.61223376	0.37520835	0.012554973	2.0731495e-06	4.4001712e-07	2.5206492e-07	1.1283537e-07	2.5552488e-08	5.295957e-08
r	0.029936554	0.9486659	0.01985873	0.0014998154	3.2959222e-05	4.0025884e-06	1.7191162e-06	3.1392014e-07	3.0181326e-08
a	0.106371656	0.8918033	0.0017667122	5.695312e-05	1.0488897e-06	1.5550037e-07	5.967881e-08	1.0140928e-07	2.356202e-09
ù	0.07663205	0.87627	0.04709036	6.798799e-06	5.153393e-07	1.7980582e-07	7.42972e-08	1.643708e-08	3.755251e-08
d	0.0071398197	0.04302874	0.917392	0.030240752	0.0018681681	0.00025929153	5.882607e-05	9.63531e-06	2.7093351e-06
i	0.012091705	0.62369657	0.3481078	0.015859406	0.00022559524	1.5584577e-05	2.983858e-06	1.2183634e-07	1.222817e-07
è	0.018710367	0.057849426	0.9179297	0.0043631666	0.0008898071	0.00018305819	6.372092e-05	7.5077974e-06	3.2896437e-06
n	0.0032767535	0.01330831	0.97705895	0.0060844324	0.00025014734	1.586137e-05	3.0138067e-06	1.0220142e-06	1.5162062e-06
g	0.00092278194	0.006556656	0.63054204	0.35386702	0.0071445378	0.00050472375	9.675823e-05	0.00011855179	0.000247002
r	0.07847845	0.25812107	0.19676332	0.44935295	0.015743924	0.0005631758	3.981991e-05	1.329183e-05	0.00092405855
a	0.012266685	0.58198	0.07491723	0.32116672	0.009337686	0.00025488136	1.50858905e-05	5.971358e-06	5.5747816e-05
m	0.030197773	0.02524606	0.061693788	0.6005171	0.25844142	0.01965126	0.0031538745	0.0009866254	0.00011208889
m	0.00012514906	0.00037496915	0.041355655	0.7848602	0.16600277	0.0066413395	0.00034371356	0.00023749279	5.8755173e-05
è	0.0017105157	0.16770004	0.0036704252	0.6773585	0.1436172	0.005225776	0.00038404844	0.00027823626	5.5288387e-05
n	0.000721957	0.0011517124	0.13572787	0.57297236	0.22677396	0.061289027	0.0011908872	0.00015241872	1.986862e-05
o	0.009210419	0.0016494106	0.18216424	0.2877751	0.39820898	0.0956805	0.0037704972	0.0014752706	0.020065699
p	0.084590495	0.06044923	0.007796885	0.036450054	0.36301738	0.40512523	0.040809963	0.0016964467	6.429962e-05
u	0.0003856389	0.003304664	0.0005751	0.051638804	0.5209479	0.3930787	0.02430585	0.005589823	0.00017358999
s	4.3789292e-05	4.3437914e-05	0.00021501428	0.006238575	0.2450019	0.6627902	0.08550407	0.00014505399	1.803561e-05
s	3.4934732e-05	0.00012523799	7.034661e-05	0.0231748	0.37440312	0.5148539	0.08602669	0.0012678625	4.307167e-05
è	0.00052115	0.02857289	7.5868185e-05	0.046391405	0.40280345	0.34212455	0.15528746	0.01404239	0.010180887
n	8.953005e-05	0.00035359507	8.184294e-05	0.0027348436	0.20496067	0.6272885	0.16300981	0.0014474106	3.3793294e-05
a	8.0582045e-05	0.00046059606	0.00021875325	0.023645043	0.1793439	0.6166361	0.16114427	0.018251585	0.00021913851
p	0.032937765	0.08391608	0.0029669981	0.0048640533	0.024581414	0.2608803	0.55225414	0.032963127	0.00463609
o	0.00012232688	0.0013115931	1.929648e-05	0.00070483534	0.016559368	0.19632684	0.45118907	0.3165261	0.017240543
è	1.3901174e-05	1.6429914e-05	1.2347252e-05	3.677662e-05	0.0035605475	0.11728257	0.744575	0.11990502	0.01459734
t	0.011769803	0.043324463	0.0007909943	0.0010992923	0.0047032363	0.054579314	0.671492	0.1722518	0.039989136
a	4.6379395e-05	0.0003423547	4.821864e-06	7.187603e-05	0.0011139392	0.02765111	0.23760118	0.71908945	0.014078886
d	0.044525348	0.15032092	0.0022747847	0.0030935272	0.0034066369	0.0060236873	0.03383101	0.5285721	0.22795203
i	4.785111e-05	0.00051330414	2.9922464e-06	1.5987003e-05	3.2906064e-05	0.00014920233	0.0037240942	0.7352207	0.26029307
k	1.2044004e-05	2.6516818e-05	3.362152e-06	2.909195e-06	1.4960558e-05	0.00016843731	0.011098426	0.77068734	0.21798605
ò	1.8240804e-05	0.00015816398	2.8670593e-06	1.125171e-05	1.8085379e-05	8.5689935e-05	0.0033152783	0.90138984	0.095000535
m	0.00092608546	0.0034465787	5.2964187e-05	9.6998694e-05	0.00012050151	0.0002339175	0.0035349587	0.88339895	0.10818908
m	1.6777345e-05	0.00011882491	1.2356224e-06	3.4647608e-06	4.5841302e-06	2.0139172e-05	0.0005420173	0.9485881	0.050704893
a	0.0014085781	0.0020539204	1.0374225e-05	4.5447217e-05	4.5532637e-05	2.7914566e-05	0.0004681188	0.2635129	0.73242724
</S>	0.00015018428	0.0007483838	7.2107764e-06	8.8750585e-06	9.577347e-06	8.165272e-06	4.5730943e-05	0.05902403	0.9399978
