 	qui	nella	casa	ha	la	luce	accesa	significa	che	ancora	stanno	svegli	non	sono	addormentati	</S>
e	0.998362	0.0016148464	2.1715216e-05	1.191127e-06	1.2488994e-07	6.192898e-08	7.0127726e-09	1.3305163e-08	2.3505398e-09	3.5437402e-09	1.6280658e-09	1.4440572e-09	4.3378003e-09	9.443825e-10	1.2632896e-09	6.7303807e-09
t	0.61497223	0.35642278	0.027156336	0.0013724265	4.0208004e-05	2.8110187e-05	1.5132216e-06	2.3641787e-06	3.5066998e-07	9.674786e-07	2.2730568e-07	4.4574801e-07	1.1604232e-06	1.8849839e-07	1.5268151e-07	5.6713566e-07
t	0.3287462	0.64560324	0.025534442	0.00010350096	9.009019e-06	3.5358205e-06	1.2874312e-07	2.1333761e-08	7.027685e-09	4.235761e-09	5.4033182e-09	1.6619878e-09	1.5672445e-10	1.2951691e-10	3.0073807e-10	5.112791e-10
ù	0.46280676	0.5047621	0.03228286	0.00013898092	8.860316e-06	2.0760345e-07	1.00911876e-07	9.354637e-08	3.506885e-08	1.0788433e-08	5.4078324e-09	1.9613235e-09	1.1521306e-08	2.281363e-09	4.849603e-09	1.7819743e-09
s	0.04984993	0.9008762	0.04862714	0.00063343096	2.9284774e-06	9.368625e-06	1.8971457e-07	2.8227223e-07	1.5425766e-08	2.2073128e-07	1.8847414e-08	9.286015e-08	1.7785749e-07	1.6144247e-08	1.2158967e-08	6.2874996e-08
t	0.013189	0.65392894	0.3081436	0.024108548	0.00037338212	0.00024978022	4.3132927e-06	6.375949e-07	2.186157e-07	3.6057938e-07	8.18628e-07	2.987162e-07	6.579397e-09	3.2832173e-08	4.841603e-08	1.6402057e-08
o	0.04448629	0.7678431	0.18626736	0.0012442154	4.176522e-05	0.000108674685	1.4083843e-06	5.7179017e-07	4.6851568e-07	1.7827415e-06	6.4101374e-07	2.1837066e-06	8.426517e-08	1.1194719e-07	6.82394e-07	7.4637325e-07
s	0.02054233	0.2837717	0.6471776	0.044683963	0.0006401311	0.0030884964	3.9066235e-05	2.5137306e-05	1.0004895e-06	1.6528835e-05	8.821445e-07	4.432067e-06	7.414144e-06	2.842446e-07	1.9721635e-07	8.5661895e-07
p	0.00029924323	0.025828961	0.7312694	0.23724207	0.005312027	4.0549818e-05	5.224275e-06	1.5264627e-06	2.712807e-07	3.8630816e-07	2.114726e-07	1.18161196e-07	6.530941e-10	1.0868192e-08	3.8729713e-09	1.5699638e-09
ì	0.0009641541	0.07994087	0.90997845	0.008197225	0.0007168457	0.00019629138	3.783781e-06	6.9324346e-07	5.6408106e-07	6.087954e-07	2.3415662e-07	2.0006124e-07	2.1618794e-08	1.5879097e-08	3.5403446e-08	1.0448804e-08
t	0.0007095597	0.015745904	0.34186515	0.6402158	0.0013961856	6.355208e-05	2.506646e-06	6.886805e-07	9.838687e-09	1.8365924e-07	5.110286e-08	7.445122e-08	2.0102866e-07	1.7408176e-08	1.3372488e-08	9.944591e-08
i	0.000438596	0.006711546	0.15293358	0.80848646	0.030660078	0.00071785005	3.9697352e-05	4.399789e-06	1.3042578e-06	2.38777e-06	2.4696328e-06	1.3865572e-06	5.81505e-09	8.614441e-08	1.1453932e-07	3.8246117e-08
è	0.080305845	0.036414173	0.026145613	0.73029196	0.11706937	0.008318926	0.0009916868	0.00028141998	9.8454e-06	6.549254e-05	2.3892164e-05	1.7196395e-05	4.8635815e-05	5.566621e-06	4.6194173e-06	5.731719e-06
c	0.007986871	0.003249287	0.007689224	0.8573517	0.120054	0.003358805	0.00024123504	2.1082e-05	1.5155664e-06	1.61717e-05	7.482844e-06	1.1282552e-05	5.9937015e-06	1.8473777e-06	1.6180177e-06	1.9255122e-06
h	0.00048841326	0.00039945787	0.003054511	0.6135351	0.38101804	0.0011961038	0.00023743168	5.6126963e-05	6.9639054e-06	3.7008588e-06	1.0726446e-06	1.1545172e-06	1.1643542e-07	3.4377683e-07	7.8700606e-07	6.0356007e-07
i	0.019797109	0.040856	0.04972926	0.29661715	0.5417511	0.048813198	0.0023304112	3.6710444e-05	6.7386295e-06	2.4970946e-05	3.692179e-06	1.461312e-05	1.242826e-06	2.4957993e-07	2.1517178e-06	1.5404737e-05
o	0.014425908	0.0081259655	0.00810525	0.20508015	0.6486857	0.09106866	0.023066996	0.0009391415	1.8247283e-05	0.00034181782	3.956172e-05	5.4154454e-05	4.602143e-05	1.3973204e-06	3.927043e-07	6.583977e-07
l	0.0088859275	0.0051805405	0.00083583937	0.03712605	0.7442633	0.11955225	0.081561066	0.0019895863	5.329022e-05	0.0004235022	3.474947e-05	5.8457626e-05	3.159829e-05	1.7329062e-06	1.6271171e-06	5.5485447e-07
ù	0.00035702487	0.00014700525	0.0008075841	0.044035237	0.81702	0.053708017	0.077349134	0.00532723	0.00077566045	0.0002770141	0.00010766063	4.867328e-05	5.826376e-06	2.2311682e-05	8.749679e-06	2.8194752e-06
s	0.004013032	0.0015072756	0.003127532	0.015798774	0.5005004	0.17651577	0.29402897	0.004291221	0.00013351666	5.629939e-05	1.3800983e-05	6.4671754e-06	6.270419e-06	4.9838593e-07	1.0608801e-07	9.1233794e-08
t	0.00031865048	0.00016887697	0.00011785966	0.01718581	0.3895784	0.3201484	0.26388842	0.0075080884	0.0008963739	0.00013681012	1.7352662e-05	3.004451e-05	2.1494112e-07	1.4911222e-06	2.6191708e-06	5.765094e-07
r	0.0053390944	0.0036511498	0.0013866583	0.0017283232	0.0441802	0.75052315	0.19113033	0.0018057101	0.00015470241	7.387689e-05	6.558235e-06	1.4727013e-05	1.5408679e-06	1.5028493e-07	4.8587395e-07	3.2620983e-06
o	0.00024704097	0.0002580937	0.0002652998	0.0023112213	0.122784115	0.7678444	0.10563818	0.0005134003	0.00010501855	2.6708378e-05	2.861397e-06	2.7252236e-06	2.1414539e-07	4.7010513e-08	1.701995e-07	4.7832333e-07
a	0.0032480513	0.002562843	0.00054076937	0.00047072556	0.0034053556	0.10387199	0.8341384	0.045786917	0.0010748802	0.003674322	0.0003872186	0.0007204955	0.000105297644	8.869771e-06	3.27604e-06	6.423825e-07
n	0.00080463267	0.00070786476	9.498066e-05	0.0003117095	0.009191513	0.091669574	0.76777714	0.12112404	0.0052848924	0.0027928406	7.248897e-05	0.00014678577	1.9490393e-05	1.1226144e-06	8.0267444e-07	1.06099584e-07
a	3.3534292e-05	1.5542855e-05	4.566509e-05	0.00024340933	0.00953212	0.0794768	0.727033	0.16208166	0.020466397	0.00083836145	0.00013680263	6.608923e-05	1.1057087e-05	1.3833227e-05	4.7347817e-06	9.171513e-07
m	0.0023105422	0.0019385759	0.0003947836	0.00031929935	0.0014309377	0.0032130948	0.30705094	0.6134759	0.059062563	0.009325646	0.000959877	0.00031954976	0.00018873962	6.709094e-06	2.411361e-06	4.4549068e-07
m	7.825955e-05	3.0828833e-05	6.137603e-05	8.848826e-05	0.0005952977	0.010481068	0.18797812	0.67007035	0.12607095	0.003168767	0.00061600126	0.00027537066	0.0002509179	0.00010986306	9.67554e-05	2.7639107e-05
è	0.0026992385	0.0021443707	0.00047542085	0.00033699287	0.0021139418	0.39220393	0.20624828	0.21025562	0.10979638	0.05218017	0.009017528	0.011817954	3.823374e-05	7.906658e-05	0.00053962634	5.3309006e-05
n	0.022427721	0.014300392	0.0050975177	0.0028935825	0.016177554	0.015851501	0.3290171	0.30637538	0.2743915	0.0077342326	0.0037724401	0.0010886996	0.00019500207	0.00015231829	0.00035248455	0.00017262812
o	0.011105744	0.006182274	0.00047485315	0.0022496532	0.0030649542	0.007818801	0.11474807	0.60579187	0.21403116	0.024827823	0.0025175144	0.0029189268	0.00016304254	0.00012441307	0.0017792413	0.0022016347
s	0.050978947	0.039391167	0.014892336	0.0020128193	0.002002362	0.004209597	0.024116015	0.16602711	0.51750773	0.094104916	0.06011702	0.022319125	0.0011159509	0.00095520826	0.00022481523	2.4834171e-05
i	5.7188367e-06	4.743013e-06	4.390684e-06	2.7350866e-06	4.4081607e-05	0.0009976777	0.060588732	0.23619975	0.6251062	0.06665549	0.0068261726	0.0035199197	1.5460457e-05	2.437131e-05	3.9713154e-06	5.09379e-07
g	0.0020646008	0.0018968441	0.00047228346	0.00012387439	0.00017063784	0.0024605792	0.01317234	0.3992159	0.36286435	0.15169154	0.04587558	0.014617047	0.0051562847	0.00018412426	3.1871212e-05	2.0808957e-06
n	3.820154e-06	2.738279e-06	3.4221764e-06	2.636933e-06	3.4936173e-05	0.001378865	0.04254681	0.2632668	0.51190567	0.14636526	0.024093801	0.009914431	0.0002505562	0.00020588678	2.239675e-05	2.0464586e-06
i	8.620553e-05	7.205585e-05	3.3511704e-05	4.1303583e-06	1.7953475e-05	0.004728618	0.0055126357	0.060323752	0.26643518	0.43804237	0.109528035	0.114974044	3.441186e-05	7.795184e-05	6.937539e-05	5.975025e-05
f	5.740063e-05	5.584574e-05	8.389233e-06	4.6141686e-06	5.2321047e-06	0.0008322063	0.006070433	0.5214225	0.11079578	0.30305412	0.023523869	0.03243951	0.0015903299	0.00010811494	2.73879e-05	4.186063e-06
i	1.7626844e-05	8.172796e-06	1.0818278e-05	1.08920885e-05	3.2431766e-05	0.0003180865	0.0071963593	0.43089408	0.4571585	0.07725616	0.018802738	0.0057345713	0.0011090331	0.0008703216	0.0004002874	0.00018003212
k	3.0030358e-05	2.91818e-05	6.6798602e-06	5.6452395e-06	1.1394392e-05	0.00021624478	0.0047463374	0.42790326	0.2099879	0.1594712	0.1400877	0.035105553	0.018446757	0.0034007444	0.00047674662	7.463526e-05
è	2.111069e-05	1.716313e-05	1.47961655e-05	7.8237645e-06	1.3140807e-05	6.290257e-05	0.0007072781	0.066959344	0.59696376	0.20537233	0.076722935	0.049239606	0.0014217792	0.0017264569	0.0006605596	8.894351e-05
i	0.00015010111	0.000104640865	0.00010540657	1.1503499e-05	1.3593802e-05	0.00020542713	0.00047219975	0.010110282	0.110055536	0.2257913	0.5690496	0.07940698	0.0021802636	0.0023012848	3.7097892e-05	4.777629e-06
