 	puoi	non	parlare	di	questo	con	Anna	</S>
i	0.80192655	0.19524582	0.0026913995	6.5132146e-05	2.0003032e-05	2.030186e-05	2.5463389e-05	5.37495e-06
s	0.9170297	0.07456501	0.0075561353	0.0006406128	5.1950807e-05	0.0001247373	3.070089e-05	1.2591396e-06
ò	0.9426118	0.009423682	0.04704244	0.00083838945	8.2038416e-05	1.2875449e-06	2.2526682e-07	1.377659e-07
z	0.982982	0.016693735	0.000313286	1.0534231e-05	2.2338195e-07	1.7413005e-07	1.7891946e-08	3.6630248e-09
i	0.6045549	0.015709272	0.3773792	0.0022300289	0.00012443902	1.3584412e-06	2.2041488e-07	5.039057e-07
m	0.013556985	0.89086914	0.09065506	0.0038193695	0.0009040473	0.00016217332	2.270569e-05	1.0483641e-05
i	0.036478147	0.023065442	0.88955826	0.049306095	0.0015090908	6.7948145e-05	1.2481074e-05	2.5273598e-06
m	0.0061043804	0.3597613	0.5642287	0.06739342	0.002461057	4.7261277e-05	1.0978467e-06	2.7878743e-06
i	0.004335434	0.027589044	0.78794366	0.17375956	0.005840968	0.00028575485	0.0001029161	0.00014262155
l	0.0033946661	0.14131823	0.5601838	0.26009956	0.034277752	0.0007188177	2.6560122e-06	4.4611743e-06
ì	0.0042166333	0.012649343	0.3991362	0.4939153	0.086863205	0.0026246605	0.000540813	5.3957505e-05
s	0.00811739	0.05782818	0.1187443	0.6160961	0.18700075	0.012148063	5.9063317e-05	6.2023773e-06
i	0.0020577386	0.005633332	0.17365333	0.6479592	0.16741969	0.00322902	1.256398e-05	3.507231e-05
a	0.08341142	0.024357397	0.037926085	0.26200098	0.47329924	0.11652777	0.002374903	0.000102263926
t	0.006523578	0.002769455	0.008030469	0.13057265	0.63164324	0.22005607	0.00037274804	3.1805084e-05
s	0.00052902784	0.00013480918	0.020806745	0.15681037	0.70676035	0.11196264	0.0023429787	0.00065307785
è	0.0005967518	6.540603e-05	0.038004205	0.12646858	0.7698487	0.047976617	0.014997527	0.0020422726
t	0.00043757752	0.0024885405	0.004571092	0.071701825	0.5682217	0.34974888	0.00227418	0.00055618957
ù	0.00048860797	1.07661745e-05	0.0067630084	0.07053874	0.8967789	0.024351094	0.0010480332	2.0761252e-05
o	0.05408943	0.001130283	0.0013293371	0.020050984	0.19972727	0.7065931	0.015704224	0.0013753629
m	0.060047444	0.002543687	0.001211813	0.0026219117	0.014861247	0.78823537	0.04462357	0.08585496
e	0.00071453495	1.3598371e-05	0.00018588765	0.00044728207	0.008804903	0.18508784	0.7290943	0.07565164
t	0.00019810288	0.00011020114	0.00017483761	0.0010751219	0.01367822	0.29744992	0.41522762	0.27208605
i	0.00048910454	2.5965e-06	8.105347e-05	0.00029433778	0.009466248	0.08154585	0.68059784	0.227523
n	0.00036896527	0.00012911018	0.00017101392	0.00040825352	0.0036229054	0.15846778	0.48104003	0.355792
A	0.0015395788	6.9715934e-06	0.00013309465	0.00019432	0.0012411834	0.038964257	0.7856766	0.17224397
n	0.005262973	0.00013962816	0.00019691346	0.0005158646	0.001955868	0.013629817	0.8680217	0.11027726
n	0.00037355805	7.4013037e-06	2.2069948e-05	3.0349425e-05	5.95227e-05	0.0020787404	0.9688265	0.02860192
a	0.013581917	2.1613709e-05	0.00050701183	0.00063447485	0.004011349	0.0008045242	0.19278048	0.78765863
</S>	0.005301104	7.876641e-05	5.3799948e-05	0.000103192266	0.00028965258	0.0004002317	0.017091705	0.9766816
