 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
ì	0.94896793	0.050682668	0.00034474762	2.8734557e-06	6.5318824e-07	4.037758e-07	4.6619152e-07	7.039259e-08	2.1433872e-08	7.8197836e-08
s	0.43770808	0.4289944	0.1284074	0.0041143247	0.00056276226	8.231694e-05	9.4203555e-05	3.4312612e-05	1.3980485e-06	8.1148386e-07
e	0.5995275	0.35303676	0.047293983	0.00013631517	3.8490457e-06	9.256387e-07	4.3346964e-07	1.744057e-07	1.0639404e-08	5.8145016e-08
l	0.04365609	0.41198507	0.52974206	0.013308134	0.00063948554	0.00043084213	0.000114942464	0.00011478461	1.5046683e-06	7.145797e-06
a	0.038783733	0.2586987	0.69930696	0.0031439038	5.8053585e-05	4.8948923e-06	2.5851775e-06	1.0340774e-06	4.627342e-08	2.868659e-08
n	0.003746081	0.053406615	0.92970866	0.012981548	0.00010854602	3.6600773e-05	6.790767e-06	4.295105e-06	1.1127519e-07	7.625143e-07
a	0.0021529477	0.106871784	0.83875626	0.050508227	0.0013190995	0.00019839797	0.00010538344	8.3675804e-05	2.665259e-06	1.565624e-06
v	0.002272754	0.009932062	0.70160043	0.28275186	0.0032187474	0.00020055757	1.9648394e-05	3.0472756e-06	1.9566416e-07	6.795554e-07
r	0.0013451847	0.027380155	0.13465467	0.77932626	0.05373814	0.0024274017	0.0005818515	0.00044255095	5.8318983e-05	4.542922e-05
ì	0.00068205583	0.2815561	0.2925013	0.39210567	0.032303907	0.00081870466	2.5776812e-05	4.684374e-06	1.6864807e-06	1.6119827e-07
k	0.00037438975	0.004311216	0.8150444	0.17690869	0.0032700358	8.7284105e-05	3.0213046e-06	3.802331e-07	1.7587142e-07	3.8974227e-07
o	0.0009534742	0.042828035	0.1357243	0.698554	0.116596274	0.0027560303	0.00052446505	0.0012926639	0.00024736475	0.0005233756
a	0.07667681	0.005520879	0.034583677	0.43066764	0.3627112	0.072429046	0.015124659	0.0021822143	7.147079e-05	3.245707e-05
