 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
n	0.9995433	0.00044193212	1.1674097e-05	2.0381228e-06	1.0716401e-07	9.703799e-07	2.193324e-08	2.6757068e-08	3.2926115e-09	1.2276429e-08	3.4214523e-08
d	0.85075563	0.14084649	0.007334671	0.00054742134	0.00030987425	0.00017118569	3.184424e-05	1.9163278e-06	3.1194336e-08	2.468013e-07	6.9364364e-07
ì	0.7315804	0.23389348	0.01993723	0.010049287	0.002554164	0.00086867454	0.0004664787	0.00012395067	3.1182997e-05	0.0002615324	0.00023368234
s	0.5169225	0.46008146	0.021278372	0.0015642886	3.208512e-05	0.00011200804	3.3337705e-07	3.001381e-06	2.625478e-07	1.6727215e-06	4.048313e-06
o	0.10556092	0.7902217	0.10126651	0.0020177006	0.0006368943	7.2391886e-05	8.784264e-05	1.2559265e-05	6.9904803e-07	3.55329e-06	0.00011930272
n	0.09966072	0.47189912	0.37499413	0.040087815	0.0037849946	0.009250103	3.0438065e-05	0.00024715535	1.4828598e-05	1.5858534e-05	1.4826025e-05
t	0.006586871	0.5601564	0.3319013	0.09815963	0.0016116864	0.0014232879	9.238077e-05	6.587791e-05	5.209617e-07	7.2001467e-07	1.2877165e-06
a	0.0025979762	0.77992797	0.16378109	0.053207036	0.00046100412	1.909082e-05	4.748887e-06	5.750832e-07	1.4660505e-07	3.423476e-07	1.03478904e-07
o	0.002415941	0.121448375	0.8463405	0.029521598	0.00021541439	5.59271e-05	6.7882047e-07	1.1911012e-06	7.145006e-08	8.652435e-08	1.6130167e-07
n	0.0030214593	0.01950599	0.823223	0.14865758	0.0045623807	0.00097594	4.7526904e-05	5.6165354e-06	1.9802867e-07	2.2913615e-07	9.566621e-08
a	0.0007784546	0.008133489	0.1709473	0.5991479	0.20708606	0.012614699	0.0007618073	0.00050043996	1.0584992e-05	1.7575816e-05	1.7238639e-06
d	0.0066230097	0.008558662	0.30034104	0.6085048	0.06366566	0.012271349	1.3406064e-05	2.0045107e-05	6.750664e-07	5.847832e-07	8.513496e-07
e	0.00071606773	0.004014708	0.09032654	0.6814724	0.19141251	0.028271282	0.0027266396	0.00085568725	5.562349e-05	0.000102940176	4.570148e-05
r	0.0011967208	0.008063658	0.12451485	0.3194721	0.32532868	0.22112381	0.00024477957	5.4187556e-05	6.019694e-07	3.4452148e-07	2.6991816e-07
f	0.00030876943	0.0009639916	0.032576963	0.29849133	0.5782224	0.084871	0.0036926062	0.0008459028	1.2609168e-05	1.1743044e-05	2.6501505e-06
ò	0.0007972928	0.008054357	0.12840575	0.055320244	0.77773404	0.014017968	0.015316937	0.00022902076	1.2693021e-05	7.5395874e-05	3.6330744e-05
m	0.00042111747	0.0025920887	0.04024951	0.7973786	0.06267575	0.09658606	7.45277e-05	1.9191659e-05	4.1593847e-07	1.5109882e-06	1.2309789e-06
m	0.0013592129	0.002033391	0.084476665	0.7569555	0.06890105	0.083532065	0.002532268	0.00014400494	9.7011125e-06	1.6492473e-05	3.969521e-05
u	0.010229623	0.010765309	0.5528848	0.009138696	0.37269187	0.037048075	0.0069158003	8.858993e-05	2.7755952e-06	4.417296e-06	0.00022997902
o	0.022070836	0.006890168	0.021988805	0.032400876	0.51348126	0.37870508	0.018215979	0.005886845	0.00018334747	0.00015532934	2.151486e-05
n	0.009890636	0.0021752366	0.004035181	0.007870053	0.29016036	0.5334011	0.13918242	0.013087643	0.00013221634	4.9490805e-05	1.571851e-05
