 	l'	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
t	0.99900836	0.000982943	5.614801e-06	2.7688739e-06	2.7430053e-07	1.0753365e-07	2.8208982e-08	2.9256584e-09	3.8327737e-09	8.395832e-10	4.2686294e-09	4.0269375e-09	1.2839953e-08
o	0.9430394	0.056868102	8.911188e-05	9.752923e-07	2.1216663e-06	2.0376436e-07	4.770386e-08	2.4841686e-09	3.1525378e-09	4.1657475e-10	3.048309e-09	1.3811245e-09	1.0822968e-09
c	0.44423658	0.5460359	0.005533931	0.004115022	5.4646873e-05	2.047107e-05	1.6329516e-06	2.8504354e-07	2.3114548e-07	7.6984186e-08	6.0953687e-07	1.0113283e-07	6.208883e-07
h	0.011295996	0.9797	0.008851282	8.578567e-06	0.0001020914	1.8597102e-05	1.777073e-05	2.643021e-06	2.4578967e-06	2.3052608e-07	2.8278956e-07	4.3190365e-08	1.9923226e-08
r	0.29365712	0.6777268	0.027711876	0.0006104676	0.00018533011	6.657087e-05	2.3967206e-05	6.497194e-06	4.9427435e-06	8.528888e-07	2.0822918e-06	2.3123462e-06	1.116642e-06
ò	0.41830072	0.49747568	0.080803774	0.0005196392	0.0023377198	0.00027611505	0.00021411643	2.5340085e-05	1.8348623e-05	2.0843936e-06	3.9627866e-06	1.9427065e-05	3.0150163e-06
n	0.05677622	0.7938515	0.13360251	0.014680252	0.00096790434	5.7186604e-05	2.9634313e-05	6.7125023e-07	4.6960877e-06	2.1313367e-07	6.612776e-06	8.1457415e-07	2.1828062e-05
o	0.2660873	0.1710724	0.5003112	0.017426075	0.02558483	0.001611182	0.0020386118	0.00022059641	0.0005514266	8.907679e-05	0.0008659693	0.0005656654	0.013575622
k	0.08124155	0.110645756	0.63632905	0.1329502	0.033264358	0.0043669944	0.00091632595	2.0602974e-05	8.940524e-05	4.8609363e-06	0.00013141092	1.6176735e-05	2.323178e-05
a	0.014145709	0.046846922	0.85396314	0.035462484	0.037055716	0.008948159	0.002303286	0.00016878324	0.00039319517	5.077656e-05	0.00048306462	0.00013323616	4.5491168e-05
m	0.0036023	0.008315001	0.43700507	0.48889068	0.0576046	0.0044730026	9.380171e-05	1.6526641e-06	4.5761735e-06	2.491716e-07	6.4686587e-06	9.253858e-07	1.6530015e-06
