 	se	si	era	vestito	il	mio	fratello	l'	avessi	portato	con	me	</S>
a	0.9772306	0.021246934	0.0012584002	0.00025327207	5.932566e-06	3.1782854e-06	1.1237399e-06	5.25518e-08	2.2425448e-07	3.726836e-08	1.8469175e-08	6.123057e-08	1.3816589e-07
n	0.5152517	0.3305768	0.15022601	0.003488296	0.0002088809	6.750549e-05	0.00017316446	1.2652188e-06	3.7539962e-06	7.312852e-07	5.5907367e-07	6.560414e-07	6.8978204e-07
ì	0.0076968386	0.83898956	0.061846107	0.08923136	0.0017269317	0.00041393033	2.1264706e-05	2.7531332e-05	3.4709064e-05	1.0707689e-05	1.4821434e-07	4.7364225e-07	4.132962e-07
c	0.009050242	0.73937565	0.24395557	0.0074587846	8.4303516e-05	6.849593e-05	6.407846e-06	2.8252956e-07	1.4059432e-07	2.4771184e-08	1.9832052e-08	1.9888494e-08	4.3058368e-08
h	0.0016541437	0.6759927	0.2378513	0.08402477	0.0004525499	2.2274999e-05	1.0878201e-06	4.8075145e-07	4.9195177e-07	2.0327217e-07	9.6061e-10	7.7518114e-10	2.059465e-08
e	0.0029320004	0.68493825	0.18639632	0.12525101	0.00046575192	8.875867e-06	6.8034556e-06	4.0765372e-07	1.2089495e-07	9.67096e-08	1.2177943e-08	3.041101e-08	2.7850677e-07
n	0.0056718853	0.13494645	0.51042956	0.3435098	0.004836431	0.00055338006	4.2235657e-05	4.117043e-06	3.9585398e-06	1.6335769e-06	1.6848816e-07	2.8032676e-07	9.34382e-08
d	6.640966e-05	0.049763758	0.14228576	0.78724116	0.019931765	0.0006273982	7.562207e-05	3.4018492e-06	4.0244763e-06	5.932164e-07	3.036794e-08	1.093967e-07	5.6192e-08
i	0.0033962836	0.090817824	0.044457234	0.8193975	0.04004253	0.0017707181	5.3128453e-05	3.553319e-05	1.2975968e-05	1.2314503e-05	3.5816282e-07	2.0962332e-06	1.5281679e-06
s	0.009325059	0.031526916	0.087278016	0.7174761	0.09670048	0.053615067	0.0015687147	0.0010714786	0.0012037891	4.2335607e-05	2.0242302e-05	9.458498e-05	7.71178e-05
ò	0.012262541	0.025217278	0.019667735	0.19124888	0.62392175	0.11262912	0.005022775	0.005753581	0.00208292	0.001955254	1.975229e-05	0.00015657456	6.186998e-05
n	0.004741811	0.023270613	0.09539659	0.17088863	0.58712643	0.11278913	0.0056795096	7.2466144e-05	3.0947882e-05	8.7611477e-07	4.6406683e-07	1.085695e-06	1.3804821e-06
t	0.1622915	0.08562133	0.20575789	0.09861366	0.256005	0.09841238	0.08776344	0.002537625	0.00080809457	0.00049084163	4.0920168e-05	9.263074e-05	0.0015647254
a	0.0064011323	0.03747907	0.023265513	0.05976209	0.7665011	0.1017849	0.004648665	0.00013052108	6.2951362e-06	4.60896e-06	2.6608615e-07	2.2874207e-07	1.5595419e-05
o	0.008788554	0.0066019883	0.006570413	0.021308094	0.5202728	0.4043246	0.030065898	0.0016286053	0.00037736987	2.3371627e-05	1.4426951e-05	1.8344812e-05	5.527998e-06
a	0.0012241544	0.00014200663	8.517656e-05	0.0037385963	0.053195186	0.90023863	0.039658275	0.0014910857	0.0001958787	2.8030261e-05	1.4501267e-06	1.2991613e-06	3.5532477e-07
d	0.0020725704	0.0002489359	0.00016889414	0.00371082	0.029680373	0.82007724	0.14033066	0.0033796022	0.0003098722	1.8080367e-05	1.6915236e-06	1.0615066e-06	2.1167743e-07
e	0.0002608978	0.000106969565	0.00018957074	0.0010312712	0.06399563	0.21277183	0.4736879	0.21872348	0.027273493	0.001665865	0.00016419105	6.408971e-05	6.483535e-05
r	0.00037323846	0.00045966223	0.00037633843	0.0021610495	0.06789621	0.34177104	0.36722708	0.1428842	0.07630443	0.00050300703	3.904242e-05	4.1110557e-06	6.388308e-07
f	0.0010382598	0.00016451605	0.00016298704	0.00043538673	0.015878657	0.09673831	0.3446902	0.418399	0.117686	0.0044681607	0.00024469141	6.420258e-05	2.9562338e-05
ò	0.0017104007	0.0027467716	0.0008315215	0.0008366968	0.035243593	0.13235241	0.05984258	0.63293916	0.095550135	0.03728395	0.00018933628	0.00016818442	0.00030524004
m	0.0005388789	0.00054191565	0.000640342	0.00038627972	0.018335657	0.060141407	0.83642256	0.03953372	0.043094613	0.00031077382	2.6518843e-05	2.1192247e-05	6.066893e-06
m	0.0033871592	0.0007804933	0.00041925514	0.00049774343	0.0074003562	0.06388794	0.8345629	0.041240145	0.043004848	0.004084036	0.00035362662	0.0002520368	0.00012948428
