 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
M	0.99803656	0.001577778	0.00031154172	3.3906195e-05	3.398395e-05	3.5550383e-06	1.3526438e-06	7.42226e-07	4.923813e-07
a	0.29779375	0.3520492	0.34162104	0.00487428	0.002108643	0.0010200549	0.00032327452	0.0001910317	1.8724455e-05
r	0.7447724	0.23790614	0.0071479524	0.0072766747	0.002881478	1.16387255e-05	2.496806e-06	4.2280277e-07	8.001167e-07
ì	0.49147797	0.44800693	0.05965518	0.0007899994	4.0824434e-06	5.8671216e-05	3.7823388e-06	2.577123e-06	8.423007e-07
s	0.10768704	0.46854383	0.39660928	0.024489071	0.0026590433	9.667232e-06	1.5094718e-06	3.8714902e-07	1.9120084e-07
a	0.59846	0.3837859	0.013238435	0.0044994513	5.312095e-06	8.832067e-06	5.607216e-07	3.2868007e-07	1.1416422e-06
e	0.020050738	0.61169535	0.23132901	0.072947755	0.05661862	0.0060254615	0.0011940334	0.000112765236	2.6307329e-05
N	0.0043445565	0.30898103	0.46638393	0.21487363	0.005321463	8.628456e-05	7.856939e-06	7.6133364e-07	5.455253e-07
ì	0.02165222	0.35093743	0.61132824	0.015850645	3.054072e-05	0.0001470647	2.399703e-05	2.9202392e-05	7.6321186e-07
c	7.377691e-05	0.03831332	0.71390045	0.19329515	0.054211996	0.00020059998	4.4564085e-06	1.786871e-07	4.2589782e-08
h	0.006051626	0.10387043	0.38095093	0.50814456	0.00026669187	0.0006931398	1.92098e-05	1.5591154e-06	1.8275512e-06
o	0.00024067743	0.11613484	0.83049643	0.052631844	0.00030651363	0.00015442466	7.751696e-06	1.5692741e-06	2.5903704e-05
e	0.00028290425	0.0064643496	0.1360205	0.84593475	0.008581679	0.0026289604	7.51353e-05	8.985107e-06	2.7525448e-06
e	0.0003536514	0.0024884976	0.020479871	0.8596919	0.09619947	0.020537863	0.00022987794	1.5805963e-05	3.0413419e-06
e	0.0005513955	0.0018230932	0.010269267	0.46230987	0.34065843	0.18212192	0.002196094	6.060338e-05	9.416591e-06
n	0.00076217816	0.004463078	0.0063827406	0.07695552	0.47843018	0.41356298	0.019066215	0.0003380747	3.9036488e-05
è	0.00290383	0.0037193953	0.009693101	0.076972544	0.11715965	0.5601071	0.19489242	0.028817823	0.00573409
c	5.389256e-05	0.000733905	0.0055755586	0.009282823	0.011546393	0.86977315	0.10282888	0.00019913672	6.2209124e-06
h	0.00022715183	0.00044020612	0.0006188215	0.020870801	0.03409566	0.46623406	0.45888144	0.018169513	0.000462407
u	0.00034986317	0.004858655	0.006692697	0.03045929	0.0037683237	0.5614647	0.35823527	0.025166498	0.009004652
n	8.05995e-05	0.000676094	0.0016188741	0.0075481483	0.028715394	0.22386424	0.70737815	0.023861425	0.0062570376
f	4.2592026e-05	3.868289e-05	5.1631006e-05	0.0003681622	0.0008973716	0.06873238	0.85943305	0.06977122	0.0006648709
a	0.002603642	0.007757221	0.006099935	0.028259194	0.00066902424	0.09340973	0.35558307	0.2739533	0.23166494
m	3.8485607e-05	0.0003725144	0.00032456257	0.001524557	0.0099604875	0.009227666	0.2996039	0.4645621	0.21438575
è	0.00021300756	0.00012000029	0.000112216265	0.00015047648	0.001286818	0.014922191	0.4399543	0.50657755	0.036663473
n	1.1033459e-05	4.2068645e-05	3.2723718e-05	0.00021532954	0.0010992719	0.0037427675	0.27217206	0.7163472	0.0063375267
a	0.00028577342	0.0003310793	3.991448e-05	0.00242295	0.0015579972	0.0040617157	0.12831697	0.48536265	0.37762105
m	0.00047522827	0.0049757236	0.008961066	0.0014811691	0.0006065896	0.0017825379	0.008899971	0.44600016	0.5268175
a	4.3583696e-05	2.6558364e-05	2.6212176e-05	1.5790583e-05	7.948668e-05	0.00017658435	0.013656239	0.92605734	0.059918247
i	2.1142187e-06	8.0914e-06	7.468071e-06	1.33803815e-05	6.070628e-05	5.787752e-05	0.0024547807	0.8907364	0.106659204
</S>	1.4966818e-05	0.00019377287	0.00018290964	0.000121836994	2.9334054e-05	4.6359626e-05	0.0003603003	0.079709694	0.9193408
