 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.9996344	0.00035768386	3.4902844e-06	1.1854218e-06	2.8289805e-06	3.065064e-07
c	0.957604	0.03863669	0.0034596473	0.00025798802	3.908257e-05	2.6361054e-06
h	0.9607267	0.03836469	0.00088771334	1.8907816e-05	1.8781682e-06	2.1747991e-07
e	0.96706665	0.032331243	0.0005593326	2.5417978e-05	7.425325e-06	1.007816e-05
p	0.21774355	0.7762155	0.0059440397	7.531622e-05	1.8197832e-05	3.3585775e-06
o	0.004764909	0.9596116	0.034919996	0.0006181017	8.464488e-05	7.49975e-07
l	0.0018377583	0.97707623	0.020560436	0.00043744934	6.443056e-05	2.3672206e-05
e	0.001593523	0.65420854	0.33006	0.011131757	0.002896393	0.00010980846
m	0.0008269823	0.7763808	0.21300371	0.009440478	0.00027109825	7.704843e-05
ì	0.0021610914	0.368632	0.6132905	0.012764437	0.000890606	0.002261458
s	0.0006892946	0.39081305	0.55315256	0.053700782	0.0016082918	3.604512e-05
o	0.0052810796	0.055584826	0.8936529	0.043247975	0.0007465243	0.0014866556
n	0.14418349	0.041512616	0.55486435	0.2192986	0.039374705	0.0007662463
t	0.00019350482	0.0043244306	0.8164408	0.17552511	0.003357542	0.00015864398
a	0.00044202333	0.008650935	0.86149573	0.10965669	0.013546064	0.0062085628
ò	0.001324041	0.0025021124	0.48642346	0.4719317	0.034161784	0.0036569904
l	0.011204911	0.0038535495	0.24503835	0.69077164	0.035049494	0.014082095
i	0.00021942101	0.00055482844	0.15028307	0.71286553	0.13110022	0.00497694
t	0.08934449	0.0073059895	0.010171599	0.0636482	0.77793664	0.051593043
i	3.3052802e-05	8.825183e-05	0.06996161	0.43921098	0.45831367	0.032392442
n	0.00040594293	4.7202655e-05	0.0002372807	0.023759017	0.9308119	0.044738617
a	0.00013520611	8.121574e-05	0.011893488	0.32778504	0.5646829	0.09542219
d	0.00021381433	4.8806505e-05	0.00020101748	0.008200626	0.94811344	0.043222215
d	8.015068e-05	5.160827e-05	0.0002679352	0.026273234	0.80054826	0.17277887
o	0.00048479345	5.3170057e-05	0.0016442674	0.023641609	0.4512347	0.52294147
m	0.0005584416	0.0001448321	0.00021992926	0.009670486	0.55337745	0.43602887
à	7.484365e-05	6.715125e-05	0.00022962366	0.011593594	0.5697163	0.41831857
d	0.0004255243	6.637607e-05	0.00023967131	0.010595503	0.8806074	0.10806557
a	4.4091143e-05	9.389159e-06	1.6655771e-05	0.0021028963	0.82213247	0.17569453
</S>	0.01789193	0.00085846626	0.0010145627	0.0012569033	0.061487127	0.9174911
