 	non	aveva	dove	a	stare	</S>
e	0.5597985	0.43910077	0.0008840799	3.6838243e-05	0.00016431828	1.5553018e-05
n	0.5968483	0.35796782	0.043308094	0.0014244881	0.00035266476	9.862151e-05
ì	0.08535843	0.83959335	0.065557085	0.004052973	0.0050139665	0.0004241484
c	0.020703727	0.8664125	0.10982768	0.0029446774	9.456929e-05	1.6748729e-05
h	0.00041736753	0.93290854	0.05099308	0.014103717	0.0015685427	8.8045645e-06
e	2.2330294e-05	0.9038821	0.07320094	0.021394815	0.0014863044	1.3461862e-05
p	0.0011302133	0.037614334	0.89655703	0.056294475	0.006485613	0.0019183945
u	2.7430822e-05	0.011751277	0.28418005	0.65331405	0.04945713	0.0012700151
s	0.010727666	0.0012878769	0.06072426	0.09020438	0.36537185	0.47168392
t	7.8824785e-05	0.003905366	0.09831141	0.29843372	0.5569333	0.042337436
a	1.9467443e-06	0.0015586533	0.10055441	0.04537251	0.8373076	0.015204919
t	0.00023256442	9.3949195e-05	0.010970118	0.011435094	0.90563667	0.0716316
ì	1.4899433e-05	0.00984208	0.03809458	0.23566586	0.5312403	0.18514232
</S>	0.0005005174	9.680059e-05	0.0018378287	0.0072846976	0.14897072	0.8413094
