 	il	ladro	poteva	entrare	da	qui	</S>
o	0.99555784	0.0044284537	1.0527491e-05	2.5611266e-06	2.2520501e-07	2.0622207e-07	1.6301783e-07
l	0.70546174	0.2838004	0.008731833	0.0018920869	0.000100640704	8.870518e-06	4.403248e-06
à	0.47866896	0.48509163	0.034299925	0.0015834573	0.00016688515	0.00018367216	5.5711757e-06
d	0.06286171	0.9281197	0.008920777	9.4201816e-05	2.9678815e-06	3.8311524e-07	3.591844e-07
r	0.05506785	0.88721216	0.054044165	0.0035846645	5.800517e-05	3.0917035e-05	2.2259628e-06
o	0.47209436	0.3043285	0.21661258	0.0066675604	0.00012763358	3.2410662e-05	0.00013688109
ì	0.060105946	0.5477356	0.3866896	0.004928534	0.00024423806	0.00021423923	8.179164e-05
s	0.0074411435	0.07433714	0.90151095	0.016599271	8.326511e-05	1.6650434e-05	1.1592238e-05
o	0.00056362356	0.028134268	0.57089865	0.39772564	0.0025490515	0.00011828561	1.0440265e-05
z	0.21481602	0.10514771	0.39245865	0.23640887	0.035993066	0.01468768	0.00048792423
e	8.8578025e-05	0.0015978529	0.2017221	0.7296953	0.06636463	0.0004817684	4.9783488e-05
è	0.0036295685	0.0067922724	0.28859738	0.56958854	0.11275342	0.01747124	0.0011676095
m	0.026008883	0.008728671	0.12111726	0.6273828	0.20451392	0.003669098	0.008579311
b	0.00026371743	0.00034034014	0.012242966	0.86459774	0.12121508	0.0010308184	0.0003093901
i	0.19115193	0.0032914735	0.101934806	0.39407647	0.21230526	0.059705593	0.037534464
a	0.040971667	0.0044538816	0.010087751	0.06155258	0.50820273	0.30623755	0.068493806
p	0.008843922	0.00042633538	0.0007096769	0.035728827	0.1670643	0.41321117	0.37401575
ò	0.000105062376	0.00010753335	0.0008715532	0.038534895	0.51253545	0.28597495	0.1618706
t	3.8493887e-05	4.0005558e-05	0.00023636609	0.0012275147	0.04364632	0.9337639	0.021047309
t	0.00039898936	2.7568254e-05	0.00012776337	0.007552373	0.051071588	0.5311084	0.40971342
u	0.0016738218	2.2424862e-05	0.0002223547	0.00041349433	0.0054860213	0.91686875	0.07531315
</S>	0.0012235211	6.13491e-05	4.2632077e-05	4.2595093e-05	0.00028789815	0.13013178	0.8682102
