 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.99314827	0.0066965814	0.00010202296	2.1103602e-05	2.3221093e-05	1.7779736e-06	5.6601552e-06	1.2767582e-06
n	0.7289704	0.13208333	0.11533302	0.002689885	0.020815581	8.0617356e-05	2.3042498e-05	4.0831533e-06
è	0.027737286	0.9299262	0.008024113	0.030485814	0.000993425	0.0012800248	0.0014193798	0.00013363597
r	0.005113162	0.5962614	0.39571208	0.0025877252	0.00031962886	4.710479e-06	1.111222e-06	2.9180143e-07
t	0.0043843663	0.34220266	0.615343	0.037861492	0.0001977168	9.764573e-06	9.4182076e-07	7.383463e-08
i	0.007150867	0.30873412	0.6445547	0.03850124	0.00092271715	0.000101926904	2.6337631e-05	8.09544e-06
s	0.0025063532	0.02485336	0.9426132	0.02821472	0.0017719201	1.9340343e-05	1.8050063e-05	2.9618616e-06
t	9.876934e-06	0.09323031	0.080525756	0.8098526	0.01565882	0.00070098625	2.164645e-05	4.4495945e-08
e	3.2432952e-05	0.0045562545	0.05177557	0.93303597	0.010018284	0.00048215446	9.36944e-05	5.630786e-06
s	0.0005033669	0.0039630327	0.7309104	0.22775242	0.036706824	0.000145675	8.302366e-06	9.937655e-06
e	1.124089e-05	0.051961217	0.015381783	0.41979334	0.48137853	0.03029403	0.0011532169	2.6527867e-05
t	0.0019356471	0.0009273945	0.17272806	0.4703975	0.34368342	0.010149751	0.00014819686	3.0003854e-05
t	2.8811415e-05	0.009492842	0.018479012	0.56648415	0.15374327	0.24519232	0.005399262	0.0011803226
à	1.590389e-05	0.0003439392	0.021454789	0.79799485	0.03871145	0.116928235	0.023248002	0.0013027795
e	0.0012217185	0.00485619	0.16225299	0.24046914	0.38628414	0.19889106	0.00519778	0.0008270444
v	0.022955075	0.005179103	0.027730031	0.020759411	0.56143975	0.3333422	0.024754468	0.0038399743
ò	0.00018157095	0.00030872843	0.0008342353	0.016414711	0.019101292	0.903385	0.05810387	0.0016706066
s	9.080511e-05	0.00048319568	0.0015340272	0.003394819	0.012205082	0.604343	0.37683702	0.0011121287
t	0.0004016986	0.00063077925	0.0021784713	0.002283406	0.0093866475	0.8464189	0.1348706	0.0038296094
e	0.0048027695	0.0018643425	0.010157093	0.016999293	0.0016961519	0.6134155	0.2969932	0.05407168
m	0.0024225297	0.0021224227	0.0021309094	0.0012290437	0.0005218854	0.036869273	0.6042519	0.350452
a	1.9552575e-05	1.526014e-05	1.8622924e-05	0.00016445782	0.002137529	0.2996457	0.6701272	0.027871681
r	1.8470271e-05	1.7549199e-05	1.9332196e-05	1.1940198e-05	7.09971e-05	0.0017907756	0.64035904	0.35771188
è	9.90574e-06	1.1502755e-05	2.8365077e-06	5.380721e-05	0.00022782071	0.040496442	0.90417963	0.05501804
o	5.974099e-06	1.3887998e-05	1.1564108e-05	8.817989e-06	4.0106424e-05	0.0034933276	0.97857386	0.01785253
</S>	0.00027735284	0.00053482625	0.0001999064	3.6225116e-05	6.0852726e-06	4.022977e-05	0.07479206	0.9241133
