 	dovevo	comprare	il	pane	</S>
ì	0.99851793	0.0014637444	1.2336253e-05	3.44164e-06	2.5099214e-06
c	0.9027958	0.09381288	0.0032662968	0.00011243855	1.2441465e-05
h	0.90419436	0.09409529	0.0016561062	5.3936838e-05	3.9126994e-07
a	0.7833163	0.21184371	0.0047729015	4.7533686e-05	1.9617542e-05
n	0.058923833	0.92572063	0.014999363	0.0003344417	2.1773529e-05
a	0.0011019174	0.8032909	0.19448543	0.0011141315	7.598108e-06
a	0.0016868572	0.62688726	0.36733323	0.003301311	0.00079138274
f	0.0018797837	0.057865478	0.885917	0.05254511	0.0017927444
o	0.0008722338	0.010662049	0.65140384	0.23163189	0.105430044
r	0.0012132197	0.09688843	0.4274484	0.45992607	0.014523898
à	0.0022242458	0.009449453	0.43217844	0.45178154	0.10436634
s	0.00084114907	0.01099306	0.14691433	0.80923927	0.032012228
o	0.0018370209	0.014656116	0.83784807	0.13166921	0.013989466
t	0.075670436	0.014141545	0.08915247	0.57070297	0.25033253
o	7.375143e-05	0.0003167401	0.08297868	0.81758505	0.099045746
t	0.00053824147	0.00017140206	0.0051340894	0.7235437	0.27061257
s	7.193097e-05	5.831645e-05	0.020289905	0.882246	0.0973338
o	2.4553308e-06	0.0001202224	0.019423233	0.93409735	0.046356745
m	1.101183e-05	1.1454707e-05	0.00029303908	0.068369575	0.93131495
ì	8.504074e-05	0.00015647577	0.01783031	0.92935634	0.05257189
</S>	1.1469514e-05	1.28848515e-05	0.0009113024	0.12750879	0.87155557
