 	voleva	un	bar	con	un	forno	che	fa	buoni	rustici	</S>
ì	0.99914384	0.0007940509	5.8196896e-05	1.6489707e-06	1.957753e-06	5.758125e-08	1.1641625e-08	9.2617425e-09	1.5826609e-07	4.2785693e-08	8.692113e-08
t	0.88266677	0.099497564	0.016462894	0.00076351326	0.0005965994	4.6415225e-06	1.9129927e-06	4.9070337e-07	3.840647e-06	1.5138359e-06	2.6013734e-07
e	0.97345734	0.02607192	0.00046840252	1.3093365e-06	1.0788855e-06	1.8390987e-08	2.2726767e-09	7.000934e-10	7.7682555e-10	5.910276e-09	6.240341e-09
l	0.1304223	0.8300288	0.036403637	0.0021609294	0.0009213205	1.5436175e-05	2.1896974e-06	1.8594251e-06	3.339245e-05	7.91059e-06	2.2041497e-06
a	0.2513153	0.6967173	0.051758725	0.00018887332	1.9357361e-05	3.300932e-07	2.3603286e-08	9.597922e-09	1.7317449e-08	8.216348e-08	1.426931e-08
è	0.005197468	0.9179183	0.07570189	0.0010456785	0.00012938428	1.7319094e-06	1.0994274e-07	2.5188305e-07	4.239067e-06	5.8277084e-07	3.7446665e-07
n	0.0037335881	0.52588856	0.4675994	0.0026490777	0.00012112745	2.0131258e-06	2.2587787e-07	4.3301742e-07	2.2070005e-06	2.660889e-06	6.985599e-07
a	0.0045555416	0.29053408	0.6978728	0.006545756	0.00042466447	2.868443e-05	2.2559984e-06	1.4628088e-06	8.142254e-07	2.8964956e-05	5.031128e-06
b	0.042546418	0.06424884	0.6667332	0.1887836	0.037037324	0.0003550439	2.3623645e-05	2.905431e-05	0.00021360155	2.3298151e-05	5.997709e-06
a	0.006679994	0.0829734	0.6433164	0.23772967	0.02093463	0.004368383	0.000708968	0.00017844474	0.00016354659	0.002881834	6.467445e-05
r	0.00034668448	0.04002634	0.32129312	0.44520476	0.19278756	0.00032850684	7.5220996e-06	1.0172416e-06	4.187138e-06	2.4753203e-07	1.8077633e-07
m	0.0009107511	0.005991984	0.28428844	0.59656084	0.10521231	0.006346052	0.00033009987	5.1485982e-05	1.6493175e-05	0.00028822618	3.3254132e-06
è	0.018183425	0.036845025	0.6080992	0.23780307	0.046191543	0.011360675	0.0012817873	0.0002771084	0.0007400976	0.03881005	0.0004079296
n	0.00040842645	0.01861281	0.38049245	0.36617956	0.2339128	0.00034806467	1.2653522e-05	2.7119752e-06	2.2941518e-05	6.1304904e-06	1.5439672e-06
a	0.006020797	0.02364821	0.5455868	0.20373078	0.20183903	0.00977599	0.0009857072	0.00020059037	0.00074265705	0.005668354	0.0018010427
f	0.02958601	0.009297748	0.0061572096	0.22050764	0.70238864	0.03000552	0.0010960639	0.00038700772	0.00046776608	9.977644e-05	6.6318885e-06
ù	0.00072242826	0.00040167986	0.015636023	0.17434323	0.5236533	0.25648972	0.024500258	0.0013367103	0.00020913656	0.0026570074	5.043754e-05
r	6.764023e-05	0.00026122073	0.0025514488	0.042621184	0.91916615	0.03263087	0.0023236524	0.00014507862	0.00022999354	2.4759918e-06	3.132191e-07
n	0.00032224244	0.00019437495	0.005155687	0.047242377	0.7755097	0.16165638	0.008132133	0.00093411445	0.00072205043	0.000119165816	1.170783e-05
o	0.07235371	0.0034271	0.0015021004	0.031567935	0.3994043	0.45059296	0.009662953	0.0029365246	0.022143751	0.0054616616	0.0009470584
n	0.0043909345	0.0012085185	0.00017099235	0.023590624	0.30202335	0.60419333	0.04693628	0.01418288	0.0015649761	0.0016900678	4.8056143e-05
a	0.00013158612	6.3320644e-05	0.00031572522	0.009674796	0.103080876	0.68257785	0.17761943	0.009108518	0.009110073	0.008299056	1.889586e-05
k	0.0006606942	0.00031134218	4.3960437e-05	0.0045424243	0.103780635	0.6283515	0.1553235	0.09898489	0.00766004	0.00032701902	1.3977175e-05
à	0.00011220558	4.4116012e-05	7.612263e-05	0.0024782056	0.047716416	0.5405847	0.3441091	0.04883219	0.008620922	0.0073487195	7.733576e-05
n	0.0025373297	0.0005691387	4.2099557e-05	0.0026751726	0.044502124	0.36600882	0.20018654	0.31444994	0.067037016	0.001967841	2.4004928e-05
i	0.0007485044	0.00018283022	0.000117858355	0.0040700547	0.025620611	0.1794838	0.07750572	0.112727374	0.5697992	0.02905323	0.00069077394
k	0.019513488	0.00351335	0.00012860366	0.003059491	0.007467022	0.04468074	0.11148708	0.73397857	0.044884305	0.029366268	0.0019210385
a	0.00014137193	5.560712e-05	1.4804705e-05	0.00023355085	0.0011240068	0.03895411	0.10153732	0.27361062	0.3620841	0.22159778	0.0006467238
l	0.0017919325	0.0005426596	1.8769344e-05	0.0004178871	0.0013698456	0.01172842	0.028691886	0.74029326	0.1125412	0.094809644	0.007794553
ò	0.000115229115	5.6270117e-05	1.9497798e-05	0.0001073001	0.0008306523	0.020232659	0.06708905	0.42161423	0.32431242	0.15366168	0.011961028
r	0.00094798935	0.00013778832	5.050726e-06	9.230103e-05	0.00030598405	0.0022155524	0.0038131445	0.12214271	0.06427138	0.8013244	0.0047437255
ù	5.262107e-06	1.0891102e-06	3.1543206e-07	3.9514216e-06	1.5869275e-05	0.00049759477	0.0007490741	0.007960772	0.13774127	0.8454107	0.0076140785
s	0.006466132	0.0008160054	2.4248457e-05	0.00032108213	0.00048358177	0.0012232111	0.0014594155	0.01053934	0.09048207	0.7717176	0.11646727
t	1.00846155e-05	1.6235808e-06	1.378711e-07	8.665268e-07	1.4209364e-06	2.5043042e-05	2.74638e-05	0.0006198499	0.031087268	0.9474682	0.020757917
i	0.0001560851	9.248578e-06	1.5754836e-07	8.577572e-07	1.1189226e-06	1.9379686e-05	5.3761582e-06	0.00036515694	0.0042882403	0.9686943	0.026459996
k	0.00021572344	3.1700296e-05	9.680024e-07	1.3156077e-05	1.3105849e-05	3.6692836e-05	1.5148618e-05	0.00086601824	0.0050333035	0.2879661	0.7058081
u	1.5311908e-06	1.1992659e-06	4.0156203e-07	1.0851113e-06	3.31001e-06	7.71248e-05	0.00055239885	0.008578724	0.09775423	0.87842745	0.014602536
</S>	0.0003979964	3.994649e-05	1.162237e-06	1.643836e-05	1.4051829e-05	3.817629e-05	1.0383801e-05	0.00043967826	0.00078310707	0.1043234	0.8939356
