 	non	ha	mangiato	mai	un	rustico	</S>
e	0.8379759	0.16135372	0.0006119132	3.2006188e-05	1.6128353e-05	8.142581e-06	2.2471743e-06
n	0.27127668	0.7072383	0.019167082	0.0017674121	0.0005424648	7.145789e-06	9.178888e-07
è	0.19318749	0.77907073	0.020939436	0.0013109021	0.00022763513	0.0052427156	2.1217209e-05
c	0.009431503	0.8710935	0.11829017	0.001003248	0.000120574055	6.0668113e-05	4.4869776e-07
h	0.0021548541	0.836273	0.15873419	0.0025578886	0.00026106564	1.8049486e-05	8.856977e-07
i	0.0004766268	0.77479243	0.21736626	0.0057673524	0.0009382336	0.00064379146	1.5309985e-05
f	0.00084295095	0.04100242	0.9435113	0.014274046	0.00020985398	0.00015696083	2.4720568e-06
a	0.0001846364	0.04436151	0.8143461	0.136952	0.0024011629	0.0017477738	7.0014703e-06
m	0.0048939893	0.004540861	0.7457491	0.24381779	0.00097519107	1.976975e-05	3.1806137e-06
è	0.00032634893	0.010736628	0.45801204	0.4687483	0.009578163	0.05182703	0.0007714939
n	0.0027950723	0.0042381035	0.33570182	0.6207204	0.036536373	7.6052784e-06	5.589987e-07
a	0.035911035	0.047182336	0.270332	0.3700318	0.22298275	0.048366297	0.0051937783
m	0.021510456	0.018321501	0.074324414	0.69435674	0.1795526	0.011694028	0.0002402118
à	0.0007418795	0.0042067026	0.032530278	0.46732786	0.179436	0.30744833	0.008308969
i	0.00012778422	0.00017833908	0.008911726	0.1423969	0.848136	0.00023842929	1.0781912e-05
è	0.025384136	0.011041661	0.011468423	0.05810246	0.7439093	0.14777282	0.0023212307
n	0.0008491697	0.0038702786	0.0029433407	0.037150558	0.9333637	0.021091614	0.00073138555
a	8.9977955e-05	0.00038949592	0.00055451127	0.011241048	0.78046906	0.20238084	0.0048750597
n	0.021315213	0.032609917	0.020663772	0.023953449	0.18210317	0.6552429	0.06411162
r	2.0116897e-05	9.357389e-05	4.7745583e-05	0.00016757137	0.0077363676	0.9778277	0.014106928
ù	1.8109525e-07	3.1563955e-06	7.97092e-07	7.783776e-06	0.000360688	0.9874176	0.012209816
s	1.3379573e-05	2.3556371e-05	1.39492495e-05	4.6229463e-05	0.0033425991	0.9867555	0.009804696
t	6.302654e-07	8.431185e-06	6.58671e-06	0.00013465449	0.026219146	0.9674431	0.006187462
i	6.9029704e-07	1.2364702e-05	1.2339439e-06	1.7888372e-06	4.1176227e-05	0.9935702	0.006372538
k	2.8246039e-05	2.2586468e-05	8.499752e-06	5.6229833e-06	4.907361e-05	0.6915686	0.30831736
o	3.7608368e-07	4.546017e-06	2.7465753e-06	1.9239404e-05	0.0055596945	0.97327447	0.02113887
</S>	7.2521114e-05	6.3250605e-05	2.587078e-05	1.3096503e-05	3.597606e-05	0.09511214	0.90467715
