 	voglio	che	Maria	viene	domani	</S>
t	0.99150825	0.007938445	0.00035492206	0.00011896509	6.448385e-05	1.491672e-05
è	0.97470707	0.023907987	0.0013123574	7.232684e-06	6.416753e-05	1.109825e-06
l	0.9793521	0.015145474	0.004608441	0.0008206116	7.07743e-05	2.673303e-06
o	0.9314585	0.064122535	0.0043819086	1.5624853e-06	3.352588e-05	1.978579e-06
e	0.32435533	0.39004394	0.2664194	0.016699934	0.0015380989	0.00094336364
M	0.018175207	0.24577527	0.7346989	0.000562363	0.00077863893	9.687961e-06
a	0.007776553	0.40955332	0.35433343	0.00026513578	0.20908982	0.018981753
r	0.0031134088	0.038966376	0.9301365	0.025613796	0.0013535767	0.00081643614
ì	0.0027735268	0.061875902	0.60879	0.0020227006	0.28982943	0.03470844
a	0.0011495453	0.004109398	0.9045601	0.08066986	0.008135712	0.0013754242
n	0.04075448	0.009457918	0.49884045	0.22637445	0.10872751	0.1158452
a	0.00012668184	0.0010538278	0.021055963	0.012666072	0.9232004	0.04189699
r	0.0008613047	0.005909415	0.5154876	0.25312886	0.042552657	0.18206012
t	0.00014539098	0.00019554402	0.008958509	0.028395027	0.6249105	0.33739504
i	3.0963547e-05	0.00068001344	0.012580808	0.0055468064	0.9649151	0.016246265
à	0.00026981745	0.0004232665	0.030095909	0.114526965	0.14091262	0.71377134
v	0.001978292	0.00043333048	0.04690809	0.18298976	0.6831417	0.084548794
v	0.00011145481	4.977095e-05	0.001127743	0.051101685	0.92098504	0.026624335
r	0.015121925	0.00040126298	0.0001473607	0.015396512	0.2479	0.7210329
i	0.0011018611	0.0003064477	0.00041614825	0.00864695	0.7186364	0.27089217
</S>	0.0010774327	5.915939e-05	3.5065856e-05	0.016369388	0.011035362	0.97142357
