 	sta	seduta	nel	giardino	nel	giardino	</S>
s	0.99967635	0.0002771785	3.9118993e-05	1.3981115e-06	4.085575e-06	1.3283668e-06	6.5298855e-07
t	0.9916013	0.0083188545	1.4832238e-05	5.8923022e-05	4.5389525e-06	1.5697813e-06	6.31647e-08
e	0.88646466	0.106452376	0.0057929885	0.00048688808	0.00070715335	7.972496e-05	1.6247264e-05
k	0.10757665	0.889017	0.003245895	5.7801895e-05	9.805849e-05	2.5766124e-06	2.1360092e-06
a	0.37553364	0.6124262	0.009731353	0.0021385408	7.105691e-05	9.4744755e-05	4.426629e-06
m	0.004834886	0.96764106	0.027404431	9.5712945e-05	2.3501636e-05	8.8250054e-08	1.7482579e-07
m	0.05872314	0.60041237	0.11227282	0.20786397	0.0022232383	0.013777419	0.0047269883
è	0.08598638	0.58464694	0.06846952	0.21111214	0.004639155	0.044434026	0.0007118501
n	0.0024903778	0.6338801	0.3592672	0.0020949866	0.0022037658	5.3401876e-05	1.0109806e-05
i	0.0029406603	0.9365251	0.03759514	0.011534301	0.0009175237	0.008552159	0.0019350842
s	0.06298384	0.077350006	0.34651446	0.47693133	0.03295261	0.0027870967	0.0004806038
t	0.00044823735	0.010294142	0.13305187	0.77853733	0.0767589	0.0008675798	4.1917105e-05
o	0.000447962	0.0017422377	0.011020758	0.9608536	0.024405425	0.001191661	0.00033833703
g	0.0031704362	0.014755259	0.13779953	0.7478635	0.095588945	0.0006516188	0.00017072722
i	0.00021859005	0.0027224242	0.12868041	0.43110415	0.41894454	0.016157858	0.0021720235
a	0.0069169216	0.0036739488	0.033776145	0.48223057	0.44320258	0.027342018	0.0028579335
r	0.004327232	0.0070732916	0.014252758	0.64742243	0.29028523	0.03403453	0.0026044473
d	0.00019654154	0.00021899598	0.011534083	0.35243422	0.29514512	0.24542497	0.09504608
ì	0.00053902395	0.0012802667	0.0016068536	0.15177077	0.042701468	0.7411096	0.060992047
n	8.791374e-05	0.0008516248	0.0127938865	0.01771325	0.59765524	0.33852226	0.03237585
o	0.0036404324	0.009644714	0.009332808	0.035316516	0.18112803	0.6206449	0.14029257
s	0.009889064	0.0027389745	0.0012691363	0.0021081343	0.011922359	0.5917946	0.3802777
t	1.5691337e-05	2.2673962e-06	0.00013752833	0.010599441	0.03968861	0.91880673	0.030749809
o	1.6448672e-05	2.4575916e-06	5.15686e-06	0.009228661	0.0013147693	0.9501364	0.03929611
c	0.00019521255	9.0912225e-05	2.6428621e-05	0.0001847636	0.0016701755	0.6208527	0.3769798
ì	1.5736372e-05	2.7276587e-06	6.66103e-05	0.0021310733	0.03797247	0.76628155	0.19352989
p	2.2169237e-05	3.392687e-05	0.00034206812	0.00023414924	0.008145498	0.9073573	0.08386487
o	1.9410261e-05	1.4843017e-05	2.0023613e-06	4.5872395e-05	0.0001496372	0.95560896	0.044159148
</S>	0.00060435914	0.00017353201	7.846789e-05	8.3317645e-05	0.0004926045	0.20430142	0.79426634
