 	sicuramente	stanno	ancora	svegli	</S>
s	0.9809874	0.011719258	0.001662673	0.0054326006	0.0001979354
i	0.8379174	0.16058849	0.0011417475	0.00034972903	2.6919706e-06
k	0.99680364	0.002474739	0.00063578744	8.490297e-05	9.538716e-07
u	0.6269101	0.36617386	0.0010412809	0.0053589586	0.00051582005
r	0.9693523	0.030445626	0.00020040614	1.5240904e-06	2.380137e-07
a	0.122304484	0.854664	0.013685353	0.009307087	3.9023344e-05
m	0.6900224	0.3059504	0.004018874	7.5579687e-06	7.0299586e-07
è	0.059706666	0.84280115	0.039559387	0.05711552	0.0008173216
n	0.1633002	0.8234199	0.013180209	9.8165954e-05	1.4249919e-06
t	0.09375633	0.82366776	0.035167627	0.04296024	0.0044480665
e	0.040169727	0.9373716	0.02080093	0.0013928666	0.0002648724
s	0.52950364	0.34559897	0.115844145	0.008775054	0.0002782393
t	0.0043690754	0.5763416	0.3756806	0.043559242	4.9482547e-05
è	0.027456043	0.72587967	0.22702093	0.018763695	0.0008796598
o	0.10038425	0.22045133	0.67303014	0.005776056	0.00035826262
n	0.001223893	0.0020502217	0.9714787	0.024993801	0.00025322544
e	0.0015935482	0.08979752	0.36311474	0.54050505	0.004989153
a	0.009036691	0.0037660636	0.83281153	0.1411839	0.013201789
n	0.0021244346	0.0013870682	0.8199421	0.1700184	0.0065279994
k	0.00075408985	0.0045584473	0.29380357	0.6864836	0.014400261
ò	0.00439194	0.0061917026	0.25783992	0.6721004	0.05947593
r	0.0035642586	0.006106608	0.34802535	0.63258666	0.009717127
a	0.00057723775	0.00069745793	0.30174428	0.6772846	0.019696398
a	0.0061992514	0.00548696	0.013564539	0.24732979	0.72741944
t	4.0919098e-05	3.6409092e-05	0.011703919	0.7952197	0.19299906
s	6.8048284e-06	0.0003209292	0.03714209	0.88991266	0.07261742
ù	7.3158885e-06	3.3665765e-05	0.022979842	0.94799095	0.028988222
n	7.6779346e-05	5.4124102e-05	0.003788112	0.7255589	0.2705221
n	5.6353883e-06	1.7144312e-05	0.0060670613	0.984356	0.009554217
i	2.348237e-05	3.51561e-05	0.0038523185	0.91785556	0.07823341
t	2.1588872e-05	2.4565608e-05	0.0006916478	0.44624066	0.55302155
i	1.0643643e-06	7.135395e-06	0.0016051364	0.89502317	0.10336347
</S>	2.9977553e-05	2.2971855e-05	6.726649e-05	0.009092173	0.99078757
