 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a	0.9946455	0.005237241	7.1399074e-05	3.619699e-05	6.2199965e-06	2.041695e-06	8.944976e-07	1.860651e-07	2.9015766e-08	3.368495e-08	1.2021425e-07	1.570802e-07
n	0.78037304	0.18197583	0.025837647	0.01048908	0.0010629013	0.00018839775	5.2107138e-05	1.4097689e-05	1.7401127e-06	1.6943343e-06	1.9480551e-06	1.5144147e-06
è	0.03192053	0.89590055	0.022860793	0.040434908	0.007514074	0.0008744341	0.00039211957	1.3812359e-05	6.3609e-05	7.665728e-06	1.3851128e-05	3.5110725e-06
r	0.005974151	0.9548361	0.032045115	0.0068808235	0.00022599295	3.4096738e-05	1.5985719e-06	1.7259432e-06	1.0029337e-07	5.557488e-08	1.7963073e-07	3.4554713e-08
t	0.009767324	0.7529275	0.2215552	0.015048112	0.0006762976	1.9716521e-05	4.4177277e-06	4.4321133e-08	1.3343952e-06	1.2065456e-08	1.00708615e-08	5.168724e-08
i	0.010844105	0.8641924	0.09083959	0.032754235	0.0011938418	0.000117899384	3.744018e-05	1.0090668e-05	3.96679e-06	3.770688e-07	8.0180547e-07	5.256857e-06
n	0.022415545	0.30803987	0.46832126	0.18565086	0.013898196	0.0014993891	0.00011485383	4.6980997e-05	1.969817e-06	1.9228635e-06	8.433637e-06	7.416701e-07
è	8.64696e-05	0.20179038	0.45411238	0.3023855	0.041135192	0.00043039906	5.3922955e-05	2.5056959e-06	1.895794e-06	3.2803288e-07	8.2320446e-07	8.16825e-08
s	0.00080183975	0.017201297	0.51936483	0.3892644	0.07275788	0.00060400506	3.5662938e-06	1.5451119e-06	1.473335e-07	4.6873485e-08	3.1523422e-07	1.07801036e-07
s	0.0038099957	0.32218447	0.23788609	0.18987976	0.24307793	0.0028802943	0.00024382517	5.592237e-06	2.8720462e-05	1.2391412e-06	7.8550136e-07	1.2832103e-06
