 	i	bambini	non	lo	possiamo	non	possono	mangiare	il	gelato	prima	che	mangiano	</S>
a	0.9962256	0.0037214372	2.6631724e-05	1.4377147e-06	2.2935921e-05	5.2541714e-07	1.1227761e-06	1.2726596e-07	3.750431e-09	4.660977e-08	2.4396933e-09	1.0122451e-09	1.4488664e-08	2.5123615e-08
p	0.81516755	0.15568234	0.016808277	0.00027255845	0.0108431	0.0009363655	0.00017235319	3.861364e-05	1.6268177e-06	7.194891e-05	4.5672792e-07	5.311908e-07	3.1840975e-06	1.0642063e-06
e	0.12276145	0.87234604	0.00015813192	0.0026949304	0.0017416781	2.3755758e-06	0.0002867766	5.3788362e-06	1.3220457e-06	1.5274978e-07	1.460786e-06	2.6743596e-08	9.987717e-08	2.3089715e-08
t	0.07487503	0.9060895	0.018463496	7.3353985e-05	0.0004910049	5.0377794e-06	2.506715e-06	9.556971e-08	9.591402e-10	1.9872058e-08	3.216065e-10	2.3761904e-10	3.9665204e-09	7.2560655e-09
à	0.0013938998	0.9872732	0.0031499162	0.006411621	0.0016184532	3.089243e-06	0.0001462493	3.0537326e-06	2.2594561e-07	3.727123e-08	1.0806472e-07	7.9695415e-09	4.9095945e-08	1.9622877e-09
c	0.0017744667	0.98194396	0.014255304	0.0007621576	0.0012468946	1.2916662e-05	4.255825e-06	1.09324006e-07	2.0399553e-09	3.3334353e-09	3.6360914e-10	2.6044078e-10	5.0982036e-09	5.053582e-09
i	0.0056887628	0.932158	0.05027754	0.011516839	0.00032773742	1.5521657e-05	1.3365138e-05	1.6838408e-06	1.6559457e-07	8.090143e-09	2.8485573e-07	3.4332481e-09	6.821581e-09	4.1756017e-08
a	0.07504855	0.09697056	0.46724632	0.08002132	0.25681353	0.0028974102	0.020445615	0.00052611873	4.3858386e-06	7.230612e-06	7.430027e-07	2.2380246e-07	1.0494665e-05	7.58204e-06
e	0.008835301	0.010710727	0.5261635	0.37901244	0.07109442	0.003001279	0.0011140475	6.4241285e-05	6.5004986e-07	1.7930847e-06	2.1982295e-07	3.958623e-08	9.4898553e-07	4.5348042e-07
t	0.006624001	0.0041657025	0.49274012	0.26045486	0.21409412	0.0123396665	0.0089985	0.00057113025	3.3155904e-06	5.6924146e-06	1.0073132e-06	6.411931e-08	1.4529512e-06	2.930406e-07
o	0.0004227743	0.0036457765	0.053452604	0.47521085	0.4438717	0.0040408038	0.018150648	0.0011273089	5.5127308e-05	2.5396532e-06	1.1877335e-05	1.1540086e-06	6.703224e-06	9.165208e-08
s	0.0022096864	0.0039731553	0.16984907	0.22879657	0.56774646	0.024307637	0.0029680976	0.000147152	4.7423637e-07	9.2225366e-07	6.083102e-08	1.0861871e-08	4.1563123e-07	2.907263e-07
ò	0.0001330221	0.0031668718	0.036817446	0.23057367	0.69683284	0.00894632	0.022100361	0.0013267983	6.965145e-05	1.3082353e-05	1.1012884e-05	2.0833602e-06	6.6679027e-06	2.2071471e-07
z	5.0505503e-05	0.0019165751	0.003565414	0.040563606	0.9380832	0.0035754505	0.012156891	8.7672925e-05	3.462592e-07	2.7187713e-07	1.1831572e-08	1.9458535e-09	3.5895294e-08	2.8309948e-09
u	0.0051591196	0.004618078	0.23135467	0.32603222	0.21051285	0.21898581	0.0016673134	0.0015959308	5.5075758e-05	2.3628459e-06	1.1305614e-05	1.0507047e-06	2.1278852e-06	2.0557484e-06
m	0.058760934	0.026498595	0.3204548	0.09354853	0.058480307	0.2962965	0.09861703	0.046608094	0.0004310478	0.00019023237	2.3277835e-05	1.8443449e-06	8.4039144e-05	4.7640256e-06
e	0.006481189	0.003091315	0.08180795	0.1720097	0.07172428	0.57375675	0.031458907	0.055732604	0.0023019242	0.00041259493	9.441587e-05	7.541695e-05	0.0010241384	2.8772814e-05
e	0.0005713055	0.00030635897	0.026989909	0.017406695	0.2187579	0.29406622	0.27834356	0.16264981	0.00084197277	5.698833e-05	4.22957e-06	3.142027e-07	4.2204397e-06	4.9227515e-07
s	0.0054324428	0.0007914023	0.016928425	0.0026828593	0.022295488	0.63110876	0.14462875	0.1746311	0.0012598392	0.00019657973	2.1794815e-05	1.4328265e-06	2.0787595e-05	3.2933173e-07
ò	0.00021506325	0.00031425705	0.0021861643	0.0068567535	0.037068352	0.07971907	0.6193911	0.23859894	0.013856347	0.0016346357	0.00010273258	1.8038822e-05	3.8105532e-05	4.4840237e-07
z	0.00032037953	0.0011733512	0.00081965356	0.0009007599	0.007811137	0.024009522	0.7625763	0.20006649	0.0020903337	0.00022706127	3.1094194e-06	3.7239886e-07	1.5296803e-06	1.9312605e-08
u	0.0012650967	0.00033369358	0.00759074	0.0082463445	0.029374057	0.45620623	0.057237864	0.42644525	0.012733901	0.000347069	0.00015130652	3.6718706e-05	2.693437e-05	4.799389e-06
n	0.019536449	0.015206911	0.0065494585	0.005141675	0.0028749348	0.1110515	0.04553478	0.7108448	0.078297846	0.0038066674	0.00075166783	9.192569e-05	0.00030759742	3.7632312e-06
f	0.0019606685	0.00086138456	0.004738388	0.0044144546	0.0050015217	0.14756073	0.03863165	0.6618482	0.107755415	0.023927122	0.0009053965	0.00061383366	0.0017488437	3.2380973e-05
à	0.12358933	0.021319065	0.006501325	0.11255094	0.062449813	0.030500432	0.11233454	0.25442603	0.19963786	0.00017533249	0.071048245	0.0015678364	0.0019030374	0.0019961451
i	0.007797429	0.010871708	0.010340279	0.0073042572	0.0071735727	0.09461602	0.08667533	0.68621504	0.081670895	0.0050724973	0.0013502745	0.00015778752	0.0007092497	4.5621968e-05
o	0.01828261	0.019792773	0.0019216102	0.0036545603	0.0021573857	0.05285313	0.023462975	0.48148552	0.37556985	0.01541603	0.0042015202	0.0005300744	0.00064297195	2.9030572e-05
g	0.0033870116	0.0014134585	0.00033840572	0.0003439416	0.00043261706	0.02615799	0.01507927	0.54322636	0.37925953	0.026680969	0.002971304	0.0005846488	0.000119601515	4.8972447e-06
e	2.3856679e-05	2.87558e-05	5.3387885e-06	7.960141e-05	0.00016147143	0.007614368	0.04923701	0.20533215	0.6384526	0.006231545	0.07211522	0.020493511	0.00021207253	1.2476621e-05
l	0.00068205385	0.00030061428	4.7058864e-05	0.00019988357	0.00019921617	0.0018559525	0.009115077	0.26331684	0.637272	0.020139346	0.05145176	0.015113112	0.0002890308	1.8040031e-05
à	6.2307954e-05	5.12286e-05	2.575292e-05	5.192855e-05	0.00012765829	0.006139692	0.009459241	0.1931835	0.55625945	0.00990037	0.15345544	0.06880764	0.0018311049	0.0006447552
o	7.707143e-05	0.00014203416	0.00014081557	7.241793e-05	0.00016147942	0.0034081598	0.009080325	0.1607417	0.5272795	0.008135612	0.18159352	0.10010669	0.008848764	0.00021193222
p	0.029077103	0.02441689	0.0011861261	0.0046406733	0.0077188	0.012434599	0.019700725	0.05452144	0.3868932	0.02398622	0.16143528	0.2561593	0.014133117	0.0036963967
r	3.3829117e-05	1.6893722e-05	3.3582105e-06	1.8235261e-05	2.2174636e-05	0.00061251916	0.00042873103	0.018045302	0.16711962	0.004705549	0.3894332	0.39174265	0.021954924	0.005863002
ì	1.991816e-05	4.2069555e-06	1.1916303e-05	3.0822204e-05	2.5776948e-05	0.00010149996	0.0023836915	0.0040916055	0.043758273	0.00052777975	0.84225595	0.058869667	0.04034736	0.007571557
m	0.00025845072	7.322372e-05	0.00023679956	0.0001110232	4.560665e-05	0.004097287	0.000639164	0.011217239	0.023612823	0.021519987	0.048703402	0.2605147	0.61180305	0.017167164
a	0.00078296143	3.029069e-05	0.000106950945	8.851819e-05	4.7363883e-05	0.005232275	0.0001181874	0.0055284025	0.012196769	0.053454574	0.12161628	0.30985042	0.46074727	0.030199703
