 	mia	mamma	puliva	la	casa	ogni	giorno	</S>
i	0.9885887	0.011349985	5.3736996e-05	1.582382e-06	9.963012e-07	7.0377735e-07	4.072621e-06	2.8488432e-07
m	0.72114563	0.2591758	0.0190895	0.0004033995	0.00010351213	4.1289615e-05	3.910777e-05	1.7888125e-06
à	0.8255619	0.087472856	0.06821045	0.013065438	0.005519088	0.00011043014	4.2830645e-05	1.6971226e-05
n	0.07741062	0.91156137	0.010982822	3.688517e-05	2.7235715e-06	9.894366e-07	4.430711e-06	2.0227601e-07
a	0.18726106	0.648453	0.15733938	0.006001455	0.0008381339	3.424891e-05	4.132074e-05	3.1371612e-05
m	0.06072088	0.55238265	0.3728976	0.004971531	0.0074710217	0.00076727924	0.0007711603	1.793493e-05
u	0.0208112	0.076992415	0.793237	0.10214045	0.0044870856	0.0010861331	0.0011427988	0.000103025464
i	0.005674338	0.13805787	0.79008436	0.057739925	0.008373289	5.2400483e-05	1.5772146e-05	2.0070247e-06
p	0.017457224	0.014136907	0.55227697	0.34820637	0.06451492	0.0029510693	0.00044592953	1.06148755e-05
u	0.0013321243	0.0010094743	0.5134938	0.36171517	0.12002064	0.001962143	0.0002899501	0.00017673102
l	0.0015309391	0.011635826	0.6756145	0.082503356	0.22728835	0.0013922283	3.2756216e-05	2.0050693e-06
ì	0.004248931	0.003587392	0.3491489	0.24666826	0.3830882	0.009809545	0.003181663	0.0002670665
z	0.0026361241	0.0032330875	0.27212438	0.061506715	0.6572799	0.0031092237	0.000108907945	1.5909047e-06
z	0.014691859	0.010272947	0.80137295	0.11889839	0.040625066	0.010793534	0.003175002	0.0001702349
e	0.07518384	0.0009620764	0.49613482	0.04392324	0.37705165	0.004113657	0.0019035956	0.0007270366
t	0.03704945	0.009509861	0.03195264	0.17199631	0.6649988	0.06848251	0.015374353	0.0006359869
o	7.886203e-05	5.3285356e-05	0.052194193	0.09911162	0.7086941	0.13777578	0.0020738507	1.8313627e-05
s	0.0035705196	0.0007699348	0.0027168717	0.017778348	0.29336703	0.6760891	0.005305659	0.00040250583
p	6.015422e-05	4.2957985e-05	0.01707388	0.031931203	0.6842863	0.24880634	0.016542973	0.0012562703
ì	0.00042991288	1.5925705e-05	0.003564324	0.013305075	0.86941755	0.10109643	0.0053027244	0.0068680886
t	0.00010217235	0.0001217842	0.0003886967	0.0033518616	0.027194861	0.8017995	0.16529444	0.0017467856
i	0.0005302914	2.2876178e-05	0.0071622944	0.024378998	0.2888645	0.6297676	0.04674092	0.0025325534
k	0.025254944	0.003793338	0.004330806	0.0066302256	0.02687926	0.64963084	0.15813272	0.12534776
à	4.807332e-05	8.482055e-06	0.00016623942	0.0009834676	0.026136179	0.7520539	0.21317138	0.0074321986
i	0.0018567806	0.0004550278	0.0004633232	0.0006583731	0.0027671847	0.12937964	0.7685437	0.095875986
m	0.00151762	6.502274e-05	6.5161476e-05	2.5959742e-05	0.0002723825	0.034429863	0.4583542	0.50526977
è	8.545104e-05	8.309379e-06	4.3521428e-05	6.70839e-05	0.00038281168	0.08405076	0.8035472	0.11181493
r	9.596772e-05	3.3994176e-05	3.7492362e-05	6.194387e-05	0.0003882044	0.02432031	0.876497	0.0985651
i	3.831016e-05	1.2180983e-06	4.8633774e-06	1.2383908e-05	1.4287964e-05	0.009559915	0.9104779	0.079891056
</S>	0.0005710842	6.831858e-05	0.00013111233	8.361935e-05	0.00033313985	0.0006397621	0.08595495	0.9122181
