 	oggi	abbiamo	deciso	di	andare	al	mare	alla	spiaggia	sono	andati	tutti	solamente	mio	fratello	non	</S>
s	0.99967885	0.00031001624	8.203875e-06	1.3148814e-06	1.377235e-06	7.550552e-08	3.292344e-08	1.8590306e-08	5.4408137e-08	2.0583322e-08	5.6632703e-09	5.6927387e-09	2.260928e-09	2.663648e-09	1.3469289e-09	3.4122425e-09	3.4666137e-08
ì	0.9718157	0.025572719	0.002525826	6.737658e-05	1.1898345e-05	6.5150846e-07	1.7939094e-06	3.3132002e-07	3.617395e-06	8.082865e-08	1.6251457e-08	1.6212818e-08	7.842489e-09	5.941858e-09	1.4707522e-09	5.4962737e-09	1.727189e-08
m	0.56375325	0.43357232	0.0021087404	0.00028708583	0.00024073661	8.2510105e-06	4.791449e-06	1.1435632e-06	1.1556939e-05	4.2661163e-06	8.0945046e-07	2.8690179e-06	1.3829852e-07	2.3642112e-06	1.4497292e-07	7.321107e-07	9.0278684e-07
b	0.7014608	0.29223615	0.006127887	0.00013813798	2.6384696e-05	1.3830381e-06	3.6767933e-06	8.203464e-07	4.593148e-06	1.3318908e-07	1.3762671e-08	1.4815745e-08	9.356318e-09	3.7482866e-09	2.7310135e-10	8.277811e-10	2.2616879e-08
e	0.14321303	0.7657398	0.08161143	0.005617342	0.0013461771	0.00023973371	0.00033552232	0.00016028389	0.0011439199	5.9759408e-05	2.4529889e-05	8.865438e-05	1.4132646e-05	6.74072e-05	5.1053617e-06	4.114492e-05	0.00029197676
r	0.040955156	0.94032633	0.01198669	0.004426618	0.0021078635	8.943745e-05	3.1327425e-05	5.106946e-06	3.782786e-05	1.5186679e-05	2.372682e-06	6.2959966e-06	1.0566932e-07	3.632775e-06	1.6826239e-07	1.2801785e-06	4.6520654e-06
i	0.017898913	0.70122135	0.2661721	0.012303325	0.0021194597	0.00013878608	5.9595135e-05	1.9550904e-05	5.4628203e-05	1.0058195e-05	9.493614e-07	7.317189e-07	2.599715e-07	1.1566913e-07	1.974602e-09	1.1441845e-08	7.362319e-08
d	0.0018085783	0.98792076	0.009014245	0.0011851701	6.8130226e-05	1.9447773e-06	5.9050757e-07	9.8521134e-08	2.7010563e-07	1.00265204e-07	1.7084067e-08	2.2379146e-08	6.9830036e-10	1.1677018e-08	1.7855649e-09	9.80874e-09	4.4707974e-08
e	0.0020293272	0.7248111	0.25675213	0.014339138	0.0015641673	0.00032240068	6.743069e-05	5.6260447e-05	1.48237195e-05	2.9308061e-05	7.328846e-06	3.2324467e-06	2.3397026e-06	7.255654e-07	3.5437786e-08	3.3961502e-08	2.66491e-07
c	0.0009773064	0.9618075	0.023649756	0.01314428	0.00041633376	4.001798e-06	5.28357e-07	9.661395e-08	1.6310395e-07	4.221411e-08	6.951688e-09	7.954674e-09	3.2559713e-10	4.112765e-09	7.093393e-10	3.5923662e-09	2.2079739e-08
