 	può	che	sono	ancora	svegli	</S>
i	0.9890464	0.010785255	0.000112090944	1.593651e-05	3.7770653e-05	2.5645127e-06
s	0.93873686	0.05345713	0.0063009923	0.0011703867	0.0003334196	1.2417303e-06
ò	0.88544065	0.11279177	0.0016150111	2.3003042e-05	0.00012696844	2.5146824e-06
z	0.95897114	0.038402878	0.0025935245	2.7625003e-05	4.697484e-06	1.4713227e-07
i	0.34135666	0.5737742	0.08442074	0.00034003865	0.00010748698	8.288241e-07
k	0.04947391	0.6289869	0.2966895	0.02060524	0.0041862912	5.8086236e-05
a	0.0060132337	0.4222289	0.5700827	0.000890088	0.0007844152	6.811728e-07
ì	0.0023084078	0.07944444	0.89664066	0.021219717	0.00037934558	7.4047384e-06
n	0.0036259992	0.012474118	0.9530568	0.030459842	0.00035810866	2.5159065e-05
e	0.004911073	0.016309625	0.940477	0.028665973	0.0093484605	0.00028777603
a	0.09903259	0.061057348	0.21481808	0.5655812	0.05807037	0.0014404327
n	0.0016857303	0.0007664263	0.019872583	0.9720694	0.0055083116	9.7531745e-05
k	0.0032819374	0.0022165643	0.08145825	0.49212638	0.4170632	0.0038537
ò	0.33196083	0.006623314	0.010671993	0.12745957	0.47540355	0.04788081
r	0.043207753	0.0041627316	0.03366816	0.64449275	0.2737355	0.000733088
a	0.00034672304	8.36141e-05	0.003832162	0.970122	0.024590626	0.0010248576
a	0.27775103	0.014903018	0.01825445	0.20030354	0.2923051	0.1964828
t	0.0016299845	4.116193e-05	0.00030533996	0.1912954	0.7635087	0.043219525
s	7.866525e-05	2.3374669e-05	0.00138782	0.08581923	0.78858757	0.12410335
ù	0.00029367217	1.3250804e-05	0.00038411518	0.07665219	0.8316198	0.09103689
n	0.000121364705	2.023818e-05	8.120797e-05	0.04885996	0.8819196	0.06899749
n	0.00012407682	1.6918282e-05	0.000118759046	0.06033568	0.92901874	0.0103857685
i	0.0011096547	1.4826873e-05	1.4687069e-05	0.018547341	0.9511837	0.029129712
t	0.000820084	4.713527e-06	7.0276506e-06	0.0026891315	0.91569394	0.08078516
i	3.6065917e-06	1.4324074e-06	8.40698e-06	0.00859404	0.9282799	0.063112676
</S>	0.00038400246	2.0333537e-05	1.317701e-05	0.00019839822	0.058679275	0.9407048
