 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.9981767	0.0017717764	3.6934332e-05	3.5321568e-06	1.9304096e-06	8.707525e-06	4.1876592e-07
n	0.5095288	0.45649537	0.028261509	0.0038427413	0.000900953	0.0009613864	9.18607e-06
a	0.5492569	0.42572847	0.024547953	0.0004495928	1.1743258e-05	4.1003345e-06	1.2510264e-06
v	0.040999748	0.7727447	0.14800805	0.027103432	0.005892764	0.0051967613	5.46331e-05
o	0.0029803126	0.63305104	0.35577995	0.0072158105	0.0004930848	0.00040646593	7.3319316e-05
r	0.023497228	0.5245366	0.39527133	0.05609204	0.00053409947	6.273631e-05	5.9889867e-06
à	0.00017894001	0.22835457	0.40298387	0.36619002	0.0020868985	0.00019548235	1.0185461e-05
s	0.010084586	0.415309	0.35882115	0.21072966	0.0048719617	0.00017864916	5.0705166e-06
o	0.0003502387	0.3621892	0.45441267	0.18243845	0.00059073285	1.553565e-05	3.1838513e-06
t	0.058534913	0.17991827	0.32728195	0.37833607	0.04902236	0.006724762	0.00018162484
o	2.1334172e-05	0.025350802	0.13544218	0.7846867	0.05389882	0.0005901082	1.0058366e-05
t	0.0012009526	0.014159574	0.07910467	0.6591956	0.24537115	0.0009346876	3.338653e-05
s	2.644319e-05	0.005132256	0.04778939	0.84723514	0.09691072	0.0022276235	0.00067846477
o	4.80936e-06	0.03792552	0.15286055	0.7534702	0.03934014	0.014105931	0.0022928065
m	0.00014501633	0.0049271192	0.015804037	0.18308565	0.7568535	0.03457727	0.0046073883
ì	2.298837e-05	0.0048612948	0.04943595	0.81582665	0.12391035	0.003602027	0.002340724
k	5.738531e-05	0.001052981	0.004080416	0.02032414	0.6294213	0.33858985	0.0064739464
a	0.00025483346	0.005638556	0.037887514	0.55250114	0.38978294	0.009255873	0.0046791704
i	0.0016967882	0.000518772	0.0026204241	0.015498169	0.8282387	0.13769865	0.013728522
m	0.00024367224	0.00020141562	0.00028902196	0.0007075895	0.24782321	0.42094782	0.3297873
è	5.5468186e-05	8.671576e-05	0.00019052041	0.0055300863	0.67869604	0.20091797	0.11452329
r	3.7686328e-05	2.087825e-05	7.967673e-05	0.00028111544	0.04795897	0.9369985	0.014623173
i	2.824325e-06	1.2213432e-05	3.1482108e-05	2.4368472e-05	0.026561577	0.93399125	0.039376236
</S>	0.0002803888	0.00020721869	0.00051622716	0.00059033366	0.0026171876	0.11712001	0.8786686
