 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a	0.9947107	0.005170545	6.7763016e-05	3.9576287e-05	7.696455e-06	5.04812e-07	2.7635065e-06	1.7769511e-07	6.897867e-08	1.4239515e-07
t	0.4993402	0.453402	0.034763727	0.010224075	0.0022245427	1.9918489e-05	2.0446574e-05	3.4144343e-06	7.142724e-07	9.922214e-07
e	0.006894659	0.9681944	0.024347961	1.2978075e-05	2.2858878e-05	5.6894794e-05	0.00046205695	5.3267195e-06	2.6166788e-06	1.4986514e-07
l	0.0077269077	0.9725008	0.013381224	0.006363244	2.7335922e-05	1.8740192e-07	2.7480283e-07	3.148757e-08	4.7601367e-09	3.9516642e-08
ì	0.00018438579	0.9474249	0.05199856	0.000109879096	2.6590742e-05	2.9291745e-05	0.00021930439	6.187602e-06	8.37873e-07	9.765604e-08
s	0.0014428255	0.83791804	0.12877093	0.031498253	0.00036929233	3.0233903e-07	3.0569325e-07	1.9418513e-08	2.0695228e-09	2.0781984e-08
i	0.0138253495	0.809615	0.17640825	3.7319558e-05	7.0108574e-05	4.779929e-06	3.7203747e-05	3.948198e-07	1.4427495e-06	8.915098e-08
n	0.013714051	0.2800411	0.6352385	0.053235848	0.015755512	0.00020621	0.0017509029	3.865702e-05	5.279373e-06	1.3971435e-05
a	0.00019829653	0.29932195	0.6979037	0.0017491883	0.00078829355	1.1305672e-05	2.5701043e-05	1.047114e-06	4.0490255e-07	3.305946e-08
z	0.0006195943	0.022638407	0.79532146	0.15941137	0.021944655	1.9167062e-05	4.2532014e-05	1.8897449e-06	2.1545317e-07	6.6807485e-07
ì	3.2436477e-05	0.2544835	0.73945475	0.0031906627	0.0019785238	0.00049086224	0.00032753916	3.459767e-05	5.2212804e-06	1.8974969e-06
s	0.00015072292	0.032727536	0.8095471	0.06350394	0.093918554	0.00013826299	1.36627605e-05	1.4504083e-07	2.2296653e-08	3.721026e-08
i	0.00469387	0.0589613	0.84603477	0.0048045907	0.08473747	0.000549109	0.00019132714	7.0791148e-06	1.9319763e-05	1.1869784e-06
n	0.016164027	0.0120915165	0.14430223	0.3607489	0.43776602	0.011370184	0.017313113	0.0001906735	4.1547326e-05	1.1832747e-05
a	0.021863692	0.03184001	0.5218252	0.07872103	0.3196529	0.021620411	0.0039679254	0.00037637018	0.00010311998	2.9374369e-05
m	0.0012566509	0.00068071974	0.020369213	0.193485	0.7464586	0.0346811	0.0030425023	2.3429408e-05	1.906903e-06	9.700278e-07
i	0.0023187213	0.013107912	0.29824364	0.1913531	0.24884826	0.21990857	0.020116411	0.004835041	0.00072730007	0.00054100953
n	8.9711684e-05	0.00022510679	0.015153033	0.014749945	0.57865137	0.3771563	0.01393132	4.2131873e-05	8.9729906e-07	2.397177e-07
ì	0.016199846	0.0032805472	0.01987835	0.032757737	0.27424157	0.5930339	0.053007063	0.0068471953	0.0006427087	0.00011109644
s	0.0026102841	0.0015990082	0.010319353	0.014294505	0.43093422	0.50433856	0.03578993	9.681604e-05	1.5038476e-05	2.2712934e-06
e	0.003269947	0.0010782528	0.0387341	0.018703315	0.5930745	0.33102816	0.013558543	0.00046572235	7.009951e-05	1.7398865e-05
l	0.0063430183	0.0019953672	0.002248466	0.02041521	0.039678983	0.7699212	0.15519425	0.0037904745	0.00039988317	1.31391525e-05
i	0.001716613	0.00018631737	0.0016196236	0.0016467858	0.033881396	0.9064742	0.050387945	0.0039847884	8.705828e-05	1.5427622e-05
p	0.00013130011	2.7711678e-05	6.3450934e-05	0.001704212	0.01029793	0.65041304	0.3311379	0.0061622635	5.845313e-05	3.7247007e-06
a	0.00013179454	0.00013747008	0.00082069944	0.0030452989	0.017726628	0.7854682	0.16339049	0.02827185	0.00062095094	0.0003866971
r	2.5900434e-05	1.2931391e-05	6.8250214e-05	0.0010400288	0.016275194	0.4385465	0.4912331	0.05254752	0.00022861229	2.1921374e-05
ò	0.00027201037	5.9548067e-05	0.00014586837	0.00041207342	0.0031158808	0.5446437	0.3360769	0.11347967	0.001562904	0.00023143072
n	2.3385828e-05	1.5853853e-05	4.750329e-05	0.00019069937	0.0013057801	0.09539171	0.78600365	0.11649767	0.0005129281	1.0879352e-05
g	0.0048402282	0.00029887454	0.00076093496	0.014447426	0.037397336	0.09551165	0.66008717	0.17792812	0.0042921626	0.00443611
h	0.0031201155	0.00012416922	0.00016641543	0.000114885624	0.0005136605	0.029001594	0.942854	0.02091035	0.0016423314	0.0015524618
ì	0.0016099827	6.7657056e-05	0.00013186474	3.9661794e-05	0.0005452961	0.028594373	0.95617527	0.0109329615	0.0017108538	0.00019211418
z	0.022391902	0.0041135848	0.0027944043	0.016301505	0.010119634	0.12044653	0.5575226	0.2323001	0.01501039	0.018999338
i	0.0031589752	0.00016187537	0.00023914062	0.005403635	0.0061104447	0.041582216	0.50051296	0.4170309	0.014634324	0.011165509
