 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
e	0.9988254	0.0011348431	2.9476152e-05	2.5375775e-06	3.3234726e-06	3.4447853e-06	3.6571151e-07	1.7738655e-07	1.8671751e-07	1.7948317e-07
p	0.87035143	0.11303712	0.012531356	0.000475557	0.0012731561	0.0022735489	4.6559187e-05	6.7346837e-06	3.1690272e-06	1.418756e-06
è	0.5338893	0.44759995	0.01434615	0.0032088086	0.0006704008	1.2428523e-05	0.00010534364	0.00012834002	3.87491e-05	4.8903917e-07
n	0.049031336	0.9413438	0.009435255	0.00011297923	2.8861357e-05	4.7178073e-05	1.4194514e-07	5.3393236e-08	2.9568506e-07	1.1401044e-07
s	0.041649	0.9424733	0.014467851	0.001219812	0.00014906554	4.5304896e-06	1.1303148e-05	8.700967e-06	1.4817127e-05	1.5655953e-06
e	0.0103443945	0.9371098	0.04906778	0.0023486624	0.0004433921	0.0003859283	0.00017429383	1.2827908e-05	2.5900115e-05	8.6957254e-05
t	0.023348628	0.6496773	0.2904888	0.024630664	0.0042363144	0.007396621	3.665936e-05	3.205675e-05	0.00014435865	8.7051185e-06
s	0.0007648328	0.61251897	0.3132764	0.06692104	0.0064772065	6.9387597e-06	2.8882536e-05	4.4579483e-06	1.3119363e-06	9.6800985e-09
e	0.0007484759	0.21366225	0.5560395	0.20690536	0.020782702	0.00073639094	0.0011041404	1.4285164e-05	5.9347876e-06	9.905755e-07
k	0.0018436181	0.12028615	0.68588513	0.17585513	0.015472423	0.0006028215	3.5021825e-05	4.9642053e-06	1.4047412e-05	7.396824e-07
a	0.00017113562	0.08963873	0.5675016	0.22991763	0.10876896	0.0025972242	0.0012148626	0.00010981787	7.922937e-05	7.368935e-07
o	0.0015587141	0.0045947875	0.24495137	0.56791216	0.14089532	0.0398987	0.0001644313	1.4853905e-05	8.629612e-06	1.0031488e-06
l	0.0025670012	0.0034400905	0.04007095	0.46766827	0.47355455	0.010937658	0.001606173	7.788043e-05	7.643435e-05	9.965656e-07
à	0.0008917874	0.004416428	0.09072935	0.28670496	0.5122277	0.012932877	0.083045565	0.0047009676	0.0042741327	7.619639e-05
d	0.0004301136	0.000887629	0.028127974	0.111444265	0.59306544	0.26472783	0.00095034315	0.00035892607	7.240175e-06	2.700433e-07
r	0.0014241533	0.0030262216	0.024463132	0.10382875	0.6365404	0.030844599	0.1986169	0.000811537	0.00040468873	3.9648796e-05
o	0.003150072	0.012034303	0.013167281	0.4415253	0.11238978	0.0054381043	0.4049219	0.0068130963	0.00051262026	4.757224e-05
m	0.009749315	0.007981685	0.008517987	0.20143482	0.4886042	0.17811926	0.060262565	0.029872546	0.01530939	0.00014825302
b	7.39194e-05	0.00013048862	0.0022195752	0.01910949	0.19028738	0.018633079	0.7538769	0.013019777	0.0025788266	7.050977e-05
ì	0.00010724959	0.00042291344	0.0012448143	0.008296336	0.004246938	0.001022671	0.90749484	0.066751525	0.010388377	2.4366167e-05
k	9.03988e-05	0.00026149154	0.01724611	0.012851533	0.038447585	0.86445755	0.05645304	0.0094484715	0.00073114317	1.2702346e-05
e	0.010167322	0.0057134903	0.0034995163	0.0071277474	0.0082621435	0.010929103	0.9231278	0.01554173	0.011066572	0.0045645954
à	0.09443889	0.070416376	0.021249434	0.06344271	0.043583028	0.094285205	0.015140326	0.4986117	0.095731154	0.003101185
t	0.017457115	0.0123682795	0.002134384	0.0098822415	0.0100962985	0.09651743	0.048861444	0.75102526	0.047513228	0.0041442616
t	5.0287363e-05	4.6650177e-05	5.8743513e-05	0.0015764728	0.015246677	0.01084222	0.23932615	0.71381074	0.01862377	0.00041829332
i	0.0019407929	0.0012203619	4.923868e-05	0.0028753667	0.00048194584	0.00016588556	0.032428246	0.68295723	0.27338785	0.004493146
f	0.0024888995	0.0022147933	0.00021177575	0.0013671282	0.00037156412	0.001534858	0.004482763	0.24400058	0.6791165	0.064211145
i	1.1201628e-05	1.2308403e-05	1.619567e-05	0.00012030832	0.00066938205	0.001965008	0.03276638	0.4019515	0.54914486	0.01334289
n	2.288421e-05	1.5691501e-05	4.3065625e-06	3.0724957e-05	1.9487496e-05	0.00036694924	0.00018515282	0.00903115	0.6749781	0.3153456
è	3.3478358e-05	4.2963333e-05	1.8161085e-05	5.8292877e-05	4.708076e-05	0.000394669	0.0066081453	0.09332929	0.8526331	0.0468348
s	1.4730338e-05	1.8315566e-05	7.251733e-06	2.181879e-05	1.024175e-05	7.644197e-05	8.514824e-06	0.008380765	0.9856758	0.005786195
t	3.7940838e-05	2.2685948e-05	7.097227e-06	2.3906221e-05	1.420505e-05	6.874111e-05	0.0022611455	0.0061578015	0.9438068	0.047599662
r	9.381273e-05	6.458547e-05	2.0548584e-06	3.033441e-05	8.4936244e-07	1.6167184e-07	3.5467427e-05	0.0015365417	0.9864992	0.011737042
a	6.017593e-06	4.629694e-06	7.2351907e-07	5.443742e-06	8.234119e-07	5.1600875e-07	0.00035247908	0.0051263375	0.99136883	0.0031342262
</S>	8.9180816e-05	8.531633e-05	5.1544316e-06	2.1198692e-05	1.7216548e-06	3.3357678e-06	1.3167462e-05	8.624055e-05	0.109794505	0.88990015
