 	la	casa	la	costruiscono	i	muratori	</S>
t	0.9978569	0.002122317	1.6329772e-05	6.562372e-07	9.621936e-07	2.5704685e-06	1.7348768e-07
o	0.8910523	0.107203126	0.0017324046	8.521356e-06	3.3098238e-06	4.5632746e-07	1.8709173e-08
s	0.17283083	0.8177275	0.009347291	4.6216628e-05	3.4348166e-05	1.2666725e-05	1.1075896e-06
p	0.028705126	0.943192	0.027320053	0.0007499574	2.863921e-05	2.9560365e-06	1.3984436e-06
ì	0.04168071	0.9221251	0.03574741	0.00042830993	3.9386246e-06	1.4275729e-05	2.4152047e-07
t	0.12719853	0.6132206	0.25938812	0.00017501778	1.15827215e-05	3.828124e-06	2.3951175e-06
i	0.0030545364	0.05730523	0.90662354	0.032787617	0.00022439746	2.466327e-06	2.1940655e-06
t	0.11102895	0.07383366	0.80218405	0.0029536732	0.008332144	0.0016041056	6.348388e-05
o	0.00020274364	0.1098723	0.8497778	0.03920536	0.00093125337	9.888e-06	6.4533657e-07
f	0.0019526553	0.00876121	0.97607034	0.012698599	0.0004873988	2.8893994e-05	8.8694725e-07
a	0.00023340278	0.018670058	0.60983604	0.36435327	0.006391078	0.00025645466	0.0002595961
b	0.0011569896	0.0050827353	0.9249524	0.04797034	0.02067449	0.00015733339	5.621567e-06
b	0.0012502876	0.0061454307	0.27999586	0.6683933	0.042081792	0.0011400131	0.0009932519
r	0.01000709	0.04482421	0.0854443	0.8123779	0.043459244	0.003177559	0.0007096922
i	0.0074564954	0.03831367	0.1226955	0.73823714	0.089236826	0.0037064718	0.0003538518
k	0.05412184	0.0068222936	0.076248296	0.10008589	0.06562594	0.6308983	0.06619739
è	0.08650904	0.022457909	0.054025523	0.36994097	0.34279773	0.05666969	0.06759915
o	0.5671189	0.18334097	0.13435093	0.042109605	0.033860147	0.026313791	0.012905697
n	0.22496665	0.07545429	0.025947168	0.040808756	0.5590618	0.06665627	0.0071050166
e	0.010609451	0.005797784	0.023449918	0.082287095	0.60545194	0.2578607	0.014543156
i	0.007682343	0.0032251326	0.0028445346	0.021427633	0.70889485	0.2364287	0.01949683
f	0.0041458597	0.001326956	0.0011464107	0.091684125	0.6623246	0.22373505	0.015637007
a	0.00015287718	0.00024042782	0.00045176127	0.006789153	0.51040316	0.29893634	0.18302634
b	0.0004248186	0.00017110723	0.00042109258	0.005540476	0.20968705	0.7244543	0.059301175
b	0.00036109032	0.00033200928	0.00031212534	0.0021052302	0.069719575	0.71900654	0.20816346
r	0.0024078118	0.0013231648	0.00075067155	0.14967649	0.1456095	0.20853502	0.49169743
i	0.0024624597	0.0012482805	0.001078628	0.19454412	0.23769127	0.19773293	0.36524227
k	0.011443586	0.0051451493	0.0019729403	0.01158266	0.0048637697	0.21856241	0.74642944
a	0.0031744335	0.0014031144	0.0006279681	0.004186444	0.014139924	0.07230399	0.90416414
t	0.17849304	0.24809065	0.027891355	0.10918327	0.0063503813	0.032164633	0.39782673
ò	0.0002698759	6.837863e-05	6.046686e-05	0.0003172113	0.0023323349	0.34759814	0.64935356
r	0.006344655	0.012711839	0.001945632	0.005219464	0.03299248	0.53361976	0.4071662
i	3.3978064e-05	9.844251e-06	9.5903815e-06	4.721384e-05	0.0038307968	0.92182285	0.07424576
</S>	0.008505124	0.007937149	0.0013525696	0.011624594	0.0014369708	0.17548622	0.7936574
