 	Maria	ora	sta	vicino	a	me	ma	sta	dormendo	</S>
e	0.99915385	0.00083405664	1.0458642e-05	1.383956e-07	7.250498e-07	6.3298137e-07	4.8184333e-08	1.5283733e-08	1.8583519e-08	1.4428726e-07
M	0.8555108	0.14035346	0.003768827	1.0043449e-05	0.00010337316	0.0002413425	9.6958465e-06	7.147479e-07	7.405091e-07	9.544046e-07
a	0.70888644	0.282647	0.008066024	0.0003364931	5.4528413e-05	6.269383e-06	1.5194206e-06	6.855884e-07	5.982136e-07	4.4967476e-07
r	0.79995096	0.19935507	0.00069091504	8.788313e-07	1.508115e-06	5.59667e-07	1.3682523e-08	5.8251235e-09	1.17164145e-08	4.6226944e-08
ì	0.09979082	0.866441	0.032679126	0.0009257553	0.00015433361	3.1631519e-06	1.0905862e-06	4.0109658e-06	2.8818178e-07	3.0996512e-07
a	0.1143649	0.8581778	0.02738967	1.8340143e-05	3.9880888e-05	9.162768e-06	1.625634e-07	2.0352163e-08	1.8421188e-08	5.317127e-08
à	0.033940867	0.73521256	0.2273141	0.0012224572	0.0020730838	0.00020768822	7.900503e-06	8.76994e-06	8.487828e-06	4.0508826e-06
r	0.0062453384	0.4169227	0.57032734	0.0036213265	0.002523625	0.0003464664	4.806988e-06	2.3727991e-06	4.6646405e-06	1.4048935e-06
t	0.0007214687	0.47806796	0.5113931	0.008962056	0.0008525705	2.6852456e-06	1.0393493e-07	6.419406e-08	5.9243015e-09	2.3619075e-08
e	0.0018889711	0.16866533	0.5374016	0.28987643	0.001918289	0.00021288957	1.0683037e-05	3.541297e-06	8.588254e-06	1.36566605e-05
n	0.0021747344	0.036781035	0.9375864	0.012409599	0.010092791	0.00090643705	3.60182e-05	4.728833e-06	6.031645e-06	2.2047604e-06
a	7.0489295e-05	0.056022786	0.9223221	0.009281811	0.012079066	0.00021782996	5.0069957e-06	5.3961907e-07	1.3020332e-07	1.8243027e-07
s	0.00202972	0.0071254466	0.7587357	0.047743153	0.17562582	0.00867779	4.587924e-05	9.352953e-06	5.306852e-06	1.772327e-06
t	5.024509e-05	0.01675231	0.61459804	0.17601125	0.1847989	0.007606082	0.00017362127	8.140682e-06	9.112677e-07	4.740977e-07
e	4.2871117e-05	0.00704025	0.29599264	0.63093024	0.046238244	0.01838869	0.0012965987	5.5616347e-05	1.3437455e-05	1.544019e-06
m	7.5186086e-05	0.0013557627	0.3784079	0.46420667	0.14816448	0.007679055	0.00010073367	6.7070105e-06	3.2592295e-06	2.4743215e-07
b	0.000121252604	0.0046952083	0.1983482	0.5356806	0.2436574	0.015721437	0.0014477776	0.00013311865	8.329843e-05	0.00011169163
r	9.399376e-05	0.0014241792	0.039042834	0.9154589	0.031868737	0.008330059	0.0022910144	0.00090654544	0.0005250827	5.8630387e-05
ò	0.00021187744	0.003208428	0.0800897	0.78724694	0.09336293	0.020775521	0.010602515	0.0036310686	0.0007596203	0.000111451984
s	0.009625067	0.011348939	0.12542713	0.083268866	0.36521122	0.38867116	0.013268449	0.0021658095	0.00033589752	0.00067740335
e	0.003556166	0.0059116147	0.058673944	0.6813857	0.16374753	0.0717698	0.008343601	0.0040560053	0.00091526256	0.0016404246
m	0.020350166	0.010322192	0.020850465	0.033416197	0.115704104	0.58732724	0.1916016	0.01796959	0.002125852	0.0003325639
è	0.0007180276	0.0009908172	0.00629265	0.021443471	0.12300107	0.53497297	0.27463117	0.020017233	0.015435804	0.0024968458
n	0.00023748353	0.00029445862	0.001541366	0.0026549643	0.04570834	0.36995238	0.55655193	0.022406746	0.0005618343	9.046488e-05
a	0.0019676045	0.0011218601	0.0023793546	0.017529419	0.017269826	0.20199725	0.27399856	0.20230415	0.24085328	0.040578768
m	0.014785008	0.01011838	0.011558674	0.010354163	0.016643649	0.050745998	0.49239057	0.3726962	0.014713689	0.005993801
a	0.00031267825	0.00027802584	0.00037273412	0.00078387134	0.0018258226	0.021727627	0.23615557	0.22502275	0.472992	0.04052884
s	9.840397e-05	6.773275e-05	0.00012530715	0.00024659152	0.0017498394	0.020520283	0.42977834	0.39288107	0.09648857	0.0580439
t	1.8890318e-05	2.140037e-05	3.9630202e-05	0.00011798548	0.00046960104	0.007448991	0.15728414	0.21041724	0.5651108	0.05907134
e	1.19868455e-05	1.1908784e-05	3.6062695e-05	0.0013855855	0.00039853688	0.0012518629	0.023761079	0.25777173	0.46872348	0.24664776
p	3.9869596e-05	1.3760298e-05	4.527751e-05	0.00070352346	0.00012566871	0.001443147	0.053925693	0.52695775	0.21963872	0.19710663
l	1.39366275e-05	1.3604352e-05	1.577213e-05	8.784316e-06	0.00016562227	0.002971495	0.020015106	0.09933339	0.68696374	0.1904986
ò	9.394327e-06	6.9351977e-06	1.2180151e-05	0.0006481402	0.00012110176	0.00016549633	0.003791442	0.2568309	0.56906086	0.16935353
n	2.1665923e-05	1.7413691e-05	2.2149616e-05	4.1053736e-05	0.00020672615	0.0023586543	0.02232448	0.3045047	0.6214598	0.04904339
n	4.9796145e-05	2.4054754e-05	2.8879665e-05	4.7259797e-05	4.5968427e-05	0.0002404463	0.001143069	0.11321344	0.7370372	0.14816992
i	0.00014655935	4.636487e-05	8.4443665e-05	0.00041900514	7.762041e-05	1.0167793e-05	0.00014616769	0.22523113	0.68657595	0.08726253
</S>	0.000650746	0.00043985972	0.00065150857	0.0034777739	0.00060815515	7.531337e-05	0.00038029568	0.02652389	0.010587965	0.95660454
