 	lui	sapeva	che	oggi	stava	per	fare	freddo	o	freddo	e	non	poteva	fare	il	bagno	</S>
c	0.9993311	0.00065280317	1.0646119e-05	2.4936583e-06	2.5962556e-06	3.2936356e-08	9.118369e-08	8.32422e-08	5.6772933e-09	1.3191664e-07	7.764929e-09	3.8219206e-09	4.455181e-09	3.541481e-09	1.6173187e-09	3.979797e-09	3.087069e-08
ì	0.9687762	0.028413951	0.0014168421	0.0009947153	0.00036662622	2.251284e-06	3.0475449e-06	1.7318733e-05	2.4963484e-07	8.031478e-06	2.385251e-07	2.7029092e-08	1.2553757e-07	1.8118909e-08	1.2351475e-08	1.6324421e-08	3.2330666e-07
n	0.9074202	0.092066236	0.0004949427	9.617462e-06	8.088195e-06	3.017677e-08	5.6356964e-07	1.2484043e-07	5.337561e-09	9.66366e-08	1.3155173e-08	3.3914162e-08	1.5574129e-09	2.1843736e-08	2.8681069e-09	1.1018673e-09	2.0763524e-08
o	0.67702365	0.3126489	0.007707326	0.0015219302	0.00027688866	8.491782e-06	4.277594e-06	0.00034884337	8.187288e-06	0.0004388636	5.2402584e-06	4.0336997e-07	2.4444694e-06	1.4104145e-07	2.8494472e-07	6.501964e-08	4.121254e-06
ì	0.3038911	0.4220832	0.21497987	0.019659044	0.035926286	0.0001376876	0.0014084508	0.0008711375	2.2558272e-05	0.0007736074	5.7583642e-05	7.898873e-05	6.273329e-06	5.7615005e-05	7.727667e-06	2.4120236e-06	3.646793e-05
t	0.027131807	0.67398673	0.29638812	0.0017693641	0.0004272253	8.831309e-06	7.6371965e-05	7.071272e-05	3.8262133e-06	9.4931034e-05	8.979849e-06	1.6100665e-05	1.0731756e-06	1.0618309e-05	1.4369498e-06	4.5488022e-07	3.4026502e-06
s	0.0063191294	0.8818393	0.10835864	0.003438114	3.101927e-05	3.7996793e-07	5.5307176e-08	6.4202995e-06	2.730995e-07	6.4311334e-06	1.373922e-07	9.903967e-10	6.0988704e-08	4.1740444e-10	3.5858043e-09	2.7360741e-10	6.4372414e-09
e	0.047530625	0.7920808	0.15386117	0.0059230607	0.0001407738	8.1065755e-06	2.1731386e-05	9.11801e-05	6.9901375e-06	0.00031910534	3.932984e-06	1.1124023e-06	1.8882274e-06	5.889175e-07	9.2147013e-07	3.403975e-07	7.582587e-06
r	0.023142718	0.29124814	0.6645075	0.016380107	0.0041914335	1.9161902e-05	0.00042418862	5.2743173e-05	3.2562122e-07	2.6861384e-05	6.606202e-07	3.0561919e-06	1.0380745e-07	1.9529264e-06	6.763356e-08	7.9624726e-08	9.866209e-07
e	0.0007136399	0.4103381	0.526766	0.061803963	0.0003647188	5.594422e-06	9.100752e-07	4.335577e-06	2.5367933e-07	2.2127242e-06	1.934405e-07	4.6211784e-10	9.8936454e-08	2.3395955e-10	4.863172e-09	4.9337645e-10	3.0127894e-09
