 	il	medico	mi	ha	detto	che	non	devo	mangiare	dolci	perché	mi	fanno	male	a	me	mi	piacciono	e	li	mangio	</S>
o	0.9984511	0.0011836648	0.0003487104	1.8104715e-06	1.1828049e-05	1.9690744e-07	2.250031e-06	2.9222508e-07	1.018348e-07	1.14759775e-08	1.3734004e-08	1.425294e-08	2.7174936e-09	2.025106e-08	1.8231239e-09	2.6622398e-09	1.116392e-08	7.0292383e-10	6.63072e-10	7.972086e-10	1.8715627e-09	1.0347295e-08
m	0.6386739	0.30928537	0.039356854	0.0047696843	0.0021781612	0.0003389751	0.0045953677	0.00073917134	3.7008118e-05	1.7584908e-06	1.9640033e-06	7.3732035e-06	8.421631e-07	5.0511817e-06	5.193297e-07	8.6291004e-07	5.1952466e-06	2.3702027e-07	2.07794e-07	2.5127062e-07	5.0211895e-07	7.816349e-07
e	0.28589684	0.71273786	0.00014496458	0.00070339156	1.5185443e-05	0.00019858897	2.2158004e-06	2.6669715e-05	4.3506006e-05	0.00014772452	7.012255e-05	8.674584e-07	8.864596e-06	6.1221556e-07	1.3098044e-06	1.9064858e-07	6.006047e-08	8.317921e-08	4.566653e-07	8.9439844e-08	3.2233046e-07	4.7542112e-08
s	0.14205775	0.7440071	0.107120976	0.0008147655	0.0054021846	2.3068713e-05	0.0005710599	2.5061863e-06	3.2907823e-07	9.656948e-09	8.720499e-09	1.3297611e-07	6.3955023e-09	3.3969773e-08	4.3884314e-09	4.466015e-09	6.0322954e-08	8.6805835e-10	8.422196e-10	1.7254844e-09	1.2877963e-08	2.5572279e-08
s	0.026270362	0.94548684	0.008187494	0.01655944	0.0019278239	0.0014573775	3.786391e-05	2.4019431e-05	2.3945944e-05	1.1379796e-05	1.0333762e-05	4.0007288e-07	1.3347965e-06	6.236288e-07	3.634637e-07	6.798356e-08	1.7152647e-08	2.5807537e-08	1.2207609e-07	3.0791227e-08	1.0508794e-07	1.0984753e-08
è	0.21501008	0.610647	0.045958225	0.06811604	0.045680337	0.0060241777	0.008274394	0.00025820048	1.0637249e-05	8.183561e-06	6.3776192e-06	2.772353e-06	7.2416185e-07	1.12199e-06	2.7344038e-07	4.229299e-07	8.723596e-07	5.120721e-08	5.586294e-08	5.0772577e-08	7.3369755e-08	2.2539606e-08
r	0.016801963	0.8486139	0.091334835	0.01859804	0.016142318	0.001177791	0.0072718645	5.373426e-05	3.2400496e-06	4.424152e-08	3.2631736e-08	1.5621322e-06	2.7104049e-08	1.2678873e-07	2.3814309e-08	2.1978224e-08	3.9826753e-07	1.9099518e-09	2.1344881e-09	4.2876245e-09	2.2812536e-08	1.4950157e-08
e	0.007106497	0.9656286	0.00051401614	0.026191669	4.4790755e-05	0.00047889457	1.214975e-05	1.8318704e-05	1.8197367e-06	2.4928704e-06	5.162533e-07	8.943319e-09	1.443212e-07	1.6804607e-09	5.474851e-09	1.0142379e-09	1.4564411e-09	3.4822578e-09	4.100005e-09	3.846635e-09	3.5569197e-08	1.2564321e-08
m	0.07923217	0.0885876	0.54021883	0.20470855	0.042546462	0.007818443	0.033773787	0.001684064	0.0011855754	3.7287486e-05	1.27346475e-05	9.9065284e-05	1.4209832e-05	1.3153043e-05	3.045422e-06	2.200848e-06	5.1769824e-05	3.0833294e-07	2.685458e-07	8.772739e-07	4.4152953e-06	5.171246e-06
u	0.016162945	0.31103757	0.030256605	0.40608206	0.016827814	0.20660096	0.0024208734	0.006108371	0.0031443231	0.00058113865	0.0005491393	7.715223e-05	6.55301e-05	2.8453534e-05	1.8470573e-05	5.0124327e-06	1.5367627e-06	2.5253755e-06	5.9954023e-06	2.942013e-06	1.810907e-05	2.3801076e-06
p	0.0037189112	0.029250387	0.03873628	0.67887205	0.035024125	0.083483934	0.1244441	0.005820619	0.0006113488	1.5238354e-05	3.3594117e-06	1.3427731e-05	2.0026569e-06	8.619369e-07	3.5717957e-07	2.0889928e-07	2.382477e-06	1.0975402e-08	1.9306901e-08	2.7892444e-08	1.3704391e-07	2.9021467e-07
e	0.002848331	0.016810596	0.011477012	0.2975558	0.02842852	0.6059721	0.010153039	0.018053953	0.00423453	0.0022069637	0.0014504303	0.00022704077	0.0002837931	5.672875e-05	0.000117368276	3.068481e-05	8.983498e-06	1.0793819e-05	3.373289e-05	1.07115575e-05	2.3728553e-05	5.1938136e-06
k	0.003170438	0.015325778	0.01791559	0.59511745	0.019631919	0.122484736	0.18088454	0.0391976	0.0061196242	8.7783956e-05	9.844223e-06	4.7331156e-05	3.050852e-06	1.1539908e-06	3.4735442e-07	1.925388e-07	2.131488e-06	1.1123473e-08	1.7882993e-08	2.7268097e-08	1.2997225e-07	2.2115604e-07
a	0.0024195153	0.0025295017	0.03204568	0.17045511	0.105210975	0.4471202	0.0776957	0.13390292	0.021201517	0.0030885807	0.0025244409	0.00074478536	0.00029230452	0.0003074879	0.00022847326	8.31168e-05	4.9606657e-05	1.17761765e-05	2.401126e-05	1.5322748e-05	4.189072e-05	7.0224805e-06
