 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a	0.9971756	0.0027599842	5.1299314e-05	1.07503665e-05	1.0609604e-06	5.898014e-07	1.9635229e-07	1.3966391e-07	3.2744754e-07
n	0.83083355	0.101243556	0.0645474	0.0032894325	6.575424e-05	1.1034274e-05	3.9582183e-06	2.6613482e-06	2.7021217e-06
è	0.04198029	0.9319461	0.013423607	0.007266466	0.0031748686	0.0012081943	0.00059969444	0.00037347156	2.7422242e-05
r	0.0076200413	0.96424973	0.027984045	0.00013294049	1.2084362e-05	7.1012226e-07	2.7615386e-07	5.316914e-08	1.4728599e-07
k	0.013793283	0.93493855	0.040199913	0.010980239	6.4212596e-05	1.8432973e-05	1.7995818e-06	3.47131e-06	1.5959317e-07
e	0.0072896653	0.947232	0.022578726	0.022286706	0.00049116067	6.527637e-05	1.2960547e-05	9.693467e-06	3.3843076e-05
s	0.013339261	0.2920381	0.6712371	0.022387076	0.0008491772	0.00013104561	1.38210935e-05	2.7466467e-06	1.6651724e-06
e	2.901077e-05	0.55259603	0.2697765	0.17243479	0.0050712153	7.817892e-05	9.376377e-06	4.8571783e-06	9.243651e-08
k	0.0008651262	0.00585999	0.94982785	0.042795967	0.00058688485	5.9749353e-05	2.9090793e-06	5.387967e-07	9.149792e-07
u	7.263828e-05	0.1563695	0.55216146	0.25986844	0.030750751	0.0006876037	7.077638e-05	1.4073838e-05	4.8282677e-06
à	0.00076462433	0.00064782763	0.7370013	0.23433527	0.024207287	0.002991144	4.8021106e-05	2.3282705e-06	2.2117133e-06
i	0.0019390499	0.001086642	0.42567867	0.5356951	0.03398001	0.0015996636	1.5054968e-05	2.525869e-06	3.2493479e-06
s	0.0058327317	0.0053873723	0.23167531	0.36535132	0.35107374	0.039870407	0.000756213	4.6365487e-05	6.411292e-06
à	2.2142845e-05	0.00065669557	0.022376068	0.2980578	0.6020135	0.07395058	0.0028995418	2.241572e-05	1.1504951e-06
m	0.00095005636	0.000841371	0.18242936	0.20716459	0.47571188	0.12943077	0.0034480751	1.8149589e-05	5.8307305e-06
b	9.8315715e-05	0.00030685344	0.005302885	0.64927405	0.2754154	0.067889296	0.0016838117	2.5899144e-05	3.3961885e-06
a	0.001057126	0.0017376093	0.010003692	0.6252782	0.1527102	0.2051586	0.0038484742	0.00012374356	8.234849e-05
s	0.0058681993	0.012075952	0.017705604	0.017026616	0.19403216	0.6780453	0.07180478	0.0019503506	0.0014910446
u	3.5849625e-06	2.7381751e-05	0.0005561535	0.02662122	0.4469499	0.41398916	0.11101045	0.00080789	3.434038e-05
v	0.00012501482	6.272199e-05	0.0009004639	0.004122076	0.05208728	0.74333215	0.19709118	0.001992152	0.00028697745
o	4.430374e-05	6.9431204e-05	0.0013767473	0.011734627	0.13927555	0.57045984	0.26689786	0.007349248	0.0027924622
r	5.277035e-05	6.043352e-05	0.0016627557	0.0018480306	0.03544747	0.5165324	0.40059367	0.033913538	0.009888946
à	6.985742e-05	7.1322516e-05	9.027006e-05	0.0022726867	0.041795067	0.40831384	0.5194979	0.023668256	0.004220806
z	0.00010583285	0.00014983151	0.0015601141	0.00039490502	0.014438965	0.31085086	0.5363962	0.12858649	0.007516775
o	0.0003110197	0.0002116869	0.00015670383	0.0027581453	0.015327275	0.33622134	0.58640724	0.050210644	0.008395955
o	0.0032680815	0.007684871	0.0025518767	0.00019700144	0.0043594576	0.03743506	0.3149094	0.18311876	0.4464755
t	0.0008915237	0.00084111496	0.0002976586	0.00017792528	0.00031334237	0.0064462884	0.08377399	0.27837706	0.6288811
s	4.3964756e-06	4.815294e-06	4.3505374e-06	0.00016983824	0.0012061524	0.043683946	0.3066188	0.5705527	0.07775506
o	2.3730854e-06	1.4922168e-06	2.2658116e-06	0.00010552571	0.00044331572	0.018630845	0.06910649	0.8876162	0.024091512
m	1.9300518e-05	1.8707882e-05	1.2894295e-05	5.471876e-06	2.2384746e-05	0.0010739206	0.017192297	0.1608731	0.82078195
ì	4.077816e-06	7.4826044e-06	2.8224958e-06	0.00017398465	0.00029222586	0.009422378	0.14779307	0.7800602	0.062243823
</S>	3.3292912e-05	7.598144e-05	6.141686e-05	4.339707e-06	8.194817e-05	0.0011350051	0.025646139	0.3632983	0.60966355
