 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
m	0.9963148	0.003621577	2.6968348e-05	3.0879226e-05	4.5377774e-06	9.2951615e-07	7.143822e-08	1.3391717e-07	1.3285019e-07
ò	0.18613805	0.0050332444	0.08432252	0.7162363	0.0035061373	0.0046064453	5.868159e-05	7.042328e-05	2.8216673e-05
t	0.74307775	0.2554503	0.0012045875	0.00025784754	8.421012e-06	6.401644e-07	1.8071188e-07	3.498182e-08	1.5548534e-07
t	0.6462842	0.17155999	0.1812325	0.0008964193	1.26334735e-05	1.0616084e-05	6.1168527e-07	2.3121645e-06	7.065927e-07
i	0.31932473	0.46676758	0.2105468	0.0025537582	0.00063985924	3.153561e-05	7.698731e-06	5.1120413e-05	7.689357e-05
è	0.13194627	0.69401	0.06227763	0.10953887	0.0019488665	0.00024808553	2.1748581e-05	3.416085e-06	5.0614267e-06
t	0.012766079	0.7732201	0.21120113	0.0027237756	8.227792e-05	4.034045e-06	9.800001e-07	3.9609404e-07	1.1878624e-06
t	0.003803318	0.098691925	0.89567965	0.0016666534	0.0001483524	8.8386405e-06	3.9273536e-07	8.128606e-07	4.582414e-08
a	0.001526565	0.06051624	0.9173465	0.019627072	0.00094433967	1.7754832e-05	1.8123488e-06	7.527754e-06	1.2099524e-05
s	0.0078011006	0.13067344	0.6871866	0.17215756	0.0018385296	0.00032728573	1.2857443e-05	1.4743654e-06	1.1368223e-06
e	0.00021901775	0.04244754	0.78795356	0.15664403	0.012513088	0.00021481884	5.7869975e-06	1.9767008e-06	5.064515e-08
o	0.00054899725	0.011074667	0.13705288	0.8440789	0.007177028	6.527109e-05	1.744218e-06	3.8590824e-07	9.083845e-08
G	0.0014470125	0.0071602883	0.09905545	0.82410765	0.066968136	0.0012319804	2.2750768e-05	6.525282e-06	2.680427e-07
i	0.00011672347	0.0036866586	0.06737593	0.6784167	0.24868937	0.0014344348	0.00016259725	9.3519855e-05	2.408422e-05
o	9.574272e-05	0.0025480432	0.025388746	0.9231536	0.04755888	0.001251435	3.3502627e-06	2.8166215e-07	4.3789814e-08
v	0.005689127	0.0015932262	0.002076581	0.20712806	0.7616935	0.020224568	0.0013166342	0.0002757863	2.520493e-06
à	0.00011909806	0.00032675924	0.003994012	0.23393367	0.7471727	0.013419987	0.0008320378	0.0001843468	1.7340344e-05
n	0.00011514119	0.00081896613	0.0042707585	0.059553135	0.9053608	0.029852511	2.6976453e-05	1.3050728e-06	3.4982344e-07
n	0.0010345789	0.0014119146	0.0039930376	0.0046969973	0.98637635	0.0021512583	0.00016067828	9.4261166e-05	8.092412e-05
i	0.003614816	0.0002826282	0.020519484	0.6970154	0.25605157	0.021913294	0.000120525365	5.9759193e-05	0.0004225445
e	0.003323653	0.0011750078	0.003467723	0.037219316	0.811059	0.14054629	0.0026002307	0.00057890185	2.9794766e-05
A	0.0017441879	0.00039598747	0.00040521225	0.020321783	0.7543247	0.2152057	0.006476465	0.0011147392	1.1121154e-05
n	0.0005012432	6.160519e-05	0.0005841505	0.02356304	0.72023773	0.25443414	0.00059050217	1.0002099e-05	1.7599521e-05
n	0.00014567802	9.184705e-05	0.0005976185	0.004940544	0.9119985	0.080551736	0.0011244469	0.00033282264	0.00021676751
a	0.0033388832	6.0479135e-05	0.0026208942	0.3875988	0.109732755	0.4923456	0.002171119	0.0003386873	0.0017928394
ì	0.0021927815	0.0008371231	0.0017183181	0.015212958	0.24310277	0.6934765	0.038702827	0.004513411	0.00024339586
s	0.00121678	0.00023600733	0.0008130331	0.005871262	0.08028012	0.8982055	0.012969194	0.00020751895	0.00020051547
t	3.4687495e-05	9.27142e-06	8.8867506e-05	0.0020356716	0.293099	0.66957366	0.033915438	0.000949709	0.00029367307
i	0.00044953183	4.5819174e-06	0.00018999826	0.02356294	0.012195926	0.9367374	0.025073316	0.00079825707	0.0009880901
g	0.0011668728	0.00038376075	0.00058684015	0.004461527	0.024134524	0.61584926	0.33607784	0.016196541	0.0011428846
g	2.7082415e-06	9.896974e-07	2.1840016e-05	0.0005477512	0.024692193	0.60309356	0.34371102	0.02714339	0.0007865241
h	1.4398191e-05	8.88889e-07	3.433715e-05	0.0016519157	0.0045563406	0.58185303	0.2678052	0.13509877	0.008985201
e	3.1006414e-06	1.2069679e-06	2.8918126e-05	0.0005923886	0.010704633	0.39830783	0.45059273	0.1379985	0.0017707904
c	0.00014225046	4.3385717e-05	2.4153478e-05	0.0002113791	0.0036085395	0.061796885	0.79587275	0.118098214	0.02020244
è	4.2900606e-06	1.6587804e-06	6.4647584e-06	9.690588e-05	0.012332797	0.15757206	0.719044	0.09356051	0.01738132
p	4.1211424e-06	1.0296486e-05	9.1540605e-06	9.0451394e-05	0.0031810408	0.15285	0.59437376	0.24578881	0.003692395
l	9.711771e-05	3.344093e-05	5.1199895e-05	0.00015055189	0.0026616345	0.067841165	0.3840723	0.45273986	0.09235272
o	0.00017273035	1.7000119e-05	0.00013135075	0.0007503351	0.00092682557	0.14878082	0.33098745	0.48626724	0.031966228
n	0.0003091973	0.00013833896	0.00028305865	0.0012129005	0.00024500748	0.005153829	0.090464465	0.4082045	0.49398872
n	9.372148e-05	5.1568524e-05	0.00021368098	0.00011058254	0.0005292911	0.011966567	0.4676697	0.45434004	0.065024905
e	0.00026677857	2.8989749e-05	0.00018516327	0.00028679005	5.816195e-05	0.0017879	0.10245842	0.6522607	0.24266699
</S>	0.001442652	0.0006491612	0.0016441542	0.004722215	0.0003338563	0.0010454329	0.0023172982	0.070569016	0.91727614
